"CUADRO Nº 14: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y ESTADO CIVIL",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y ESTADO CIVIL",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia CHOTA (000)",43359,532,16299,13856,4508,1559,696,202,45,,5662
"Conviviente (001)",14654,210,6166,4606,1415,469,198,57,12,,1521
"Separado(a) (002)",2633,44,992,829,346,128,73,21,3,,197
"Casado(a) (003)",17425,178,6895,6261,1997,641,263,78,18,,1094
"Viudo(a) (004)",3814,52,1483,1312,378,151,81,25,10,,322
"Divorciado(a) (005)",204,5,82,63,17,9,5,2,,,21
"Soltero(a) (006)",4629,43,681,785,355,161,76,19,2,,2507
,,,,,,,,,,,
"URBANA (008)",9207,96,2748,2832,1271,526,222,64,12,,1436
"Conviviente (009)",2688,39,899,835,361,130,56,20,2,,346
"Separado(a) (010)",548,8,181,176,86,29,16,5,,,47
"Casado(a) (011)",3990,31,1235,1375,642,269,99,25,8,,306
"Viudo(a) (012)",677,7,254,215,67,33,17,7,1,,76
"Divorciado(a) (013)",65,1,23,23,6,2,4,,,,6
"Soltero(a) (014)",1239,10,156,208,109,63,30,7,1,,655
,,,,,,,,,,,
"RURAL (016)",34152,436,13551,11024,3237,1033,474,138,33,,4226
"Conviviente (017)",11966,171,5267,3771,1054,339,142,37,10,,1175
"Separado(a) (018)",2085,36,811,653,260,99,57,16,3,,150
"Casado(a) (019)",13435,147,5660,4886,1355,372,164,53,10,,788
"Viudo(a) (020)",3137,45,1229,1097,311,118,64,18,9,,246
"Divorciado(a) (021)",139,4,59,40,11,7,1,2,,,15
"Soltero(a) (022)",3390,33,525,577,246,98,46,12,1,,1852
