"CUADRO Nº 4: POBLACIÓN TOTAL EN VIVIENDAS PARTICULARES, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,
,,,,,,,
"PROVINCIA, DISTRITO, ÁREA, URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia PUNO (000)",225215,3476,61632,61710,44053,36460,17884
"Jefe o Jefa (001)",67603,,190,11384,21707,22673,11649
"Esposa(o) / compañera(o) (002)",36967,,51,7835,14003,11250,3828
"Hijo(a) / hijastro(a) (003)",94023,2558,51618,33444,5536,846,21
"Yerno / nuera (004)",2778,,14,1803,830,126,5
"Nieto(a) (005)",8019,744,6034,1165,73,3,
"Padres / suegros (006)",2358,,,1,33,485,1839
"Otro(a) pariente (007)",10756,155,3365,4586,1372,825,453
"Trabajador(a) del hogar (008)",361,,21,270,37,26,7
"Pensionistas (009)",108,,6,64,21,7,10
"Otro(a) no pariente (010)",2242,19,333,1158,441,219,72
"Hombres (011)",110490,1755,31948,30246,20606,17399,8536
"Jefe o Jefa (012)",46511,,97,7498,15533,15766,7617
"Esposa(o) / compañera(o) (013)",2152,,40,675,741,523,173
"Hijo(a) / hijastro(a) (014)",48927,1270,26688,17687,2849,422,11
"Yerno / nuera (015)",1316,,8,728,496,80,4
"Nieto(a) (016)",4183,391,3117,634,38,3,
"Padres / suegros (017)",646,,,,8,110,528
"Otro(a) pariente (018)",5573,82,1836,2420,697,371,167
"Trabajador(a) del hogar (019)",26,,3,14,3,4,2
"Pensionistas (020)",58,,1,33,12,6,6
"Otro(a) no pariente (021)",1098,12,158,557,229,114,28
"Mujeres (022)",114725,1721,29684,31464,23447,19061,9348
"Jefe o Jefa (023)",21092,,93,3886,6174,6907,4032
"Esposa(o) / compañera(o) (024)",34815,,11,7160,13262,10727,3655
"Hijo(a) / hijastro(a) (025)",45096,1288,24930,15757,2687,424,10
"Yerno / nuera (026)",1462,,6,1075,334,46,1
"Nieto(a) (027)",3836,353,2917,531,35,,
"Padres / suegros (028)",1712,,,1,25,375,1311
"Otro(a) pariente (029)",5183,73,1529,2166,675,454,286
"Trabajador(a) del hogar (030)",335,,18,256,34,22,5
"Pensionistas (031)",50,,5,31,9,1,4
"Otro(a) no pariente (032)",1144,7,175,601,212,105,44
,,,,,,,
"URBANA (033)",133064,2080,35784,39885,28633,20421,6261
"Jefe o Jefa (034)",38031,,120,7337,13944,12832,3798
"Esposa(o) / compañera(o) (035)",20212,,28,4465,8796,5900,1023
"Hijo(a) / hijastro(a) (036)",56095,1474,29377,21085,3695,454,10
"Yerno / nuera (037)",1804,,10,1106,613,73,2
"Nieto(a) (038)",4980,487,3739,704,50,,
"Padres / suegros (039)",1549,,,,28,394,1127
"Otro(a) pariente (040)",7951,101,2211,3780,1062,554,243
"Trabajador(a) del hogar (041)",342,,17,265,36,19,5
"Pensionistas (042)",102,,6,64,21,7,4
"Otro(a) no pariente (043)",1998,18,276,1079,388,188,49
"Hombres (044)",64751,1057,18436,19395,13105,9872,2886
"Jefe o Jefa (045)",25367,,64,4600,9550,8756,2397
"Esposa(o) / compañera(o) (046)",1494,,23,483,553,355,80
"Hijo(a) / hijastro(a) (047)",28783,731,15058,10914,1843,233,4
"Yerno / nuera (048)",923,,5,488,377,51,2
"Nieto(a) (049)",2627,260,1965,375,27,,
"Padres / suegros (050)",409,,,,7,91,311
"Otro(a) pariente (051)",4107,55,1184,1979,538,279,72
"Trabajador(a) del hogar (052)",17,,1,12,2,2,
"Pensionistas (053)",55,,1,33,12,6,3
"Otro(a) no pariente (054)",969,11,135,511,196,99,17
"Mujeres (055)",68313,1023,17348,20490,15528,10549,3375
"Jefe o Jefa (056)",12664,,56,2737,4394,4076,1401
"Esposa(o) / compañera(o) (057)",18718,,5,3982,8243,5545,943
"Hijo(a) / hijastro(a) (058)",27312,743,14319,10171,1852,221,6
"Yerno / nuera (059)",881,,5,618,236,22,
"Nieto(a) (060)",2353,227,1774,329,23,,
"Padres / suegros (061)",1140,,,,21,303,816
"Otro(a) pariente (062)",3844,46,1027,1801,524,275,171
"Trabajador(a) del hogar (063)",325,,16,253,34,17,5
"Pensionistas (064)",47,,5,31,9,1,1
"Otro(a) no pariente (065)",1029,7,141,568,192,89,32
,,,,,,,
"RURAL (066)",92151,1396,25848,21825,15420,16039,11623
"Jefe o Jefa (067)",29572,,70,4047,7763,9841,7851
"Esposa(o) / compañera(o) (068)",16755,,23,3370,5207,5350,2805
"Hijo(a) / hijastro(a) (069)",37928,1084,22241,12359,1841,392,11
"Yerno / nuera (070)",974,,4,697,217,53,3
"Nieto(a) (071)",3039,257,2295,461,23,3,
"Padres / suegros (072)",809,,,1,5,91,712
"Otro(a) pariente (073)",2805,54,1154,806,310,271,210
"Trabajador(a) del hogar (074)",19,,4,5,1,7,2
"Pensionistas (075)",6,,,,,,6
"Otro(a) no pariente (076)",244,1,57,79,53,31,23
"Hombres (077)",45739,698,13512,10851,7501,7527,5650
"Jefe o Jefa (078)",21144,,33,2898,5983,7010,5220
"Esposa(o) / compañera(o) (079)",658,,17,192,188,168,93
"Hijo(a) / hijastro(a) (080)",20144,539,11630,6773,1006,189,7
"Yerno / nuera (081)",393,,3,240,119,29,2
"Nieto(a) (082)",1556,131,1152,259,11,3,
"Padres / suegros (083)",237,,,,1,19,217
"Otro(a) pariente (084)",1466,27,652,441,159,92,95
"Trabajador(a) del hogar (085)",9,,2,2,1,2,2
"Pensionistas (086)",3,,,,,,3
"Otro(a) no pariente (087)",129,1,23,46,33,15,11
"Mujeres (088)",46412,698,12336,10974,7919,8512,5973
"Jefe o Jefa (089)",8428,,37,1149,1780,2831,2631
"Esposa(o) / compañera(o) (090)",16097,,6,3178,5019,5182,2712
"Hijo(a) / hijastro(a) (091)",17784,545,10611,5586,835,203,4
"Yerno / nuera (092)",581,,1,457,98,24,1
"Nieto(a) (093)",1483,126,1143,202,12,,
