"CUADRO Nº 4: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICION DE ACTIVIDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia CHUCUITO (000)",111348,14503,4021,1404,91498
"Hombres (001)",56850,7100,2183,951,46675
"Mujeres (002)",54498,7403,1838,453,44823
"PEA (003)",48074,2331,2117,752,42918
"Hombres (004)",30248,1211,1380,600,27094
"Mujeres (005)",17826,1120,737,152,15824
"Ocupada (006)",43840,2224,2059,722,38879
"Hombres (007)",27164,1148,1339,577,24137
"Mujeres (008)",16676,1076,720,145,14742
"Desocupada (009)",4234,107,58,30,4039
"Hombres (010)",3084,63,41,23,2957
"Mujeres (011)",1150,44,17,7,1082
"No PEA (012)",63274,12172,1904,652,48580
"Hombres (013)",26602,5889,803,351,19581
"Mujeres (014)",36672,6283,1101,301,28999
,,,,,
"URBANA (018)",31631,3826,2430,753,24663
"Hombres (019)",16526,1911,1284,566,12800
"Mujeres (020)",15105,1915,1146,187,11863
"PEA (021)",14202,706,1304,469,11748
"Hombres (022)",8812,378,795,391,7269
"Mujeres (023)",5390,328,509,78,4479
"Ocupada (024)",12309,652,1264,460,9958
"Hombres (025)",7519,345,766,386,6043
"Mujeres (026)",4790,307,498,74,3915
"Desocupada (027)",1893,54,40,9,1790
"Hombres (028)",1293,33,29,5,1226
"Mujeres (029)",600,21,11,4,564
"No PEA (030)",17429,3120,1126,284,12915
"Hombres (031)",7714,1533,489,175,5531
"Mujeres (032)",9715,1587,637,109,7384
,,,,,
"RURAL (036)",79717,10677,1591,651,66835
"Hombres (037)",40324,5189,899,385,33875
"Mujeres (038)",39393,5488,692,266,32960
"PEA (039)",33872,1625,813,283,31170
"Hombres (040)",21436,833,585,209,19825
"Mujeres (041)",12436,792,228,74,11345
"Ocupada (042)",31531,1572,795,262,28921
"Hombres (043)",19645,803,573,191,18094
"Mujeres (044)",11886,769,222,71,10827
"Desocupada (045)",2341,53,18,21,2249
"Hombres (046)",1791,30,12,18,1731
"Mujeres (047)",550,23,6,3,518
"No PEA (048)",45845,9052,778,368,35665
"Hombres (049)",18888,4356,314,176,14050
"Mujeres (050)",26957,4696,464,192,21615
