"CUADRO Nº 12: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia DOS DE MAYO (000)",10909,57,226,599,1091,2114,4679,2143
"De 12 a 14 años (001)",12,,,,,,2,10
"De 15 a 19 años (002)",353,,,,,,225,128
"De 20 a 24 años (003)",1240,,,,,2,803,435
"De 25 a 29 años (004)",1281,,,,,49,914,318
"De 30 a 34 años (005)",1270,,,,,164,921,185
"De 35 a 39 años (006)",1323,,,,8,304,846,165
"De 40 a 44 años (007)",1115,,,,34,401,577,103
"De 45 a 49 años (008)",973,,,2,80,464,330,97
"De 50 y más años (009)",3342,57,226,597,969,730,61,702
"PEA (010)",2717,5,28,114,294,637,1119,520
"De 12 a 14 años (011)",1,,,,,,,1
"De 15 a 19 años (012)",58,,,,,,32,26
"De 20 a 24 años (013)",236,,,,,,149,87
"De 25 a 29 años (014)",325,,,,,9,209,107
"De 30 a 34 años (015)",363,,,,,63,240,60
"De 35 a 39 años (016)",389,,,,3,107,238,41
"De 40 a 44 años (017)",340,,,,18,125,158,39
"De 45 a 49 años (018)",289,,,,31,150,82,26
"De 50 y más años (019)",716,5,28,114,242,183,11,133
"Ocupada (020)",2628,5,27,114,292,629,1086,475
"De 12 a 14 años (021)",1,,,,,,,1
"De 15 a 19 años (022)",57,,,,,,32,25
"De 20 a 24 años (023)",206,,,,,,137,69
"De 25 a 29 años (024)",303,,,,,7,202,94
"De 30 a 34 años (025)",354,,,,,62,237,55
"De 35 a 39 años (026)",381,,,,3,107,231,40
"De 40 a 44 años (027)",335,,,,18,123,156,38
"De 45 a 49 años (028)",283,,,,31,147,81,24
"De 50 y más años (029)",708,5,27,114,240,183,10,129
"Desocupada (030)",89,,1,,2,8,33,45
"De 15 a 19 años (032)",1,,,,,,,1
"De 20 a 24 años (033)",30,,,,,,12,18
"De 25 a 29 años (034)",22,,,,,2,7,13
"De 30 a 34 años (035)",9,,,,,1,3,5
"De 35 a 39 años (036)",8,,,,,,7,1
"De 40 a 44 años (037)",5,,,,,2,2,1
"De 45 a 49 años (038)",6,,,,,3,1,2
"De 50 y más años (039)",8,,1,,2,,1,4
"No PEA (040)",8192,52,198,485,797,1477,3560,1623
"De 12 a 14 años (041)",11,,,,,,2,9
"De 15 a 19 años (042)",295,,,,,,193,102
"De 20 a 24 años (043)",1004,,,,,2,654,348
"De 25 a 29 años (044)",956,,,,,40,705,211
"De 30 a 34 años (045)",907,,,,,101,681,125
"De 35 a 39 años (046)",934,,,,5,197,608,124
"De 40 a 44 años (047)",775,,,,16,276,419,64
"De 45 a 49 años (048)",684,,,2,49,314,248,71
