"CUADRO Nº 12: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia CASMA (000)",11391,77,324,793,1358,2603,3779,2457
"De 12 a 14 años (001)",6,,,,,,3,3
"De 15 a 19 años (002)",335,,,,,,217,118
"De 20 a 24 años (003)",1113,,,,,6,714,393
"De 25 a 29 años (004)",1386,,,,,98,883,405
"De 30 a 34 años (005)",1436,,,,1,301,855,279
"De 35 a 39 años (006)",1416,,,,21,525,621,249
"De 40 a 44 años (007)",1259,,,,103,595,348,213
"De 45 a 49 años (008)",1070,,,9,232,566,118,145
"De 50 y más años (009)",3370,77,324,784,1001,512,20,652
"PEA (010)",3768,1,35,162,448,1046,1191,885
"De 12 a 14 años (011)",2,,,,,,,2
"De 15 a 19 años (012)",53,,,,,,34,19
"De 20 a 24 años (013)",314,,,,,2,175,137
"De 25 a 29 años (014)",467,,,,,48,241,178
"De 30 a 34 años (015)",587,,,,,134,316,137
"De 35 a 39 años (016)",590,,,,14,231,223,122
"De 40 a 44 años (017)",548,,,,47,263,150,88
"De 45 a 49 años (018)",412,,,4,97,201,46,64
"De 50 y más años (019)",795,1,35,158,290,167,6,138
"Ocupada (020)",3638,1,35,160,441,1020,1142,839
"De 12 a 14 años (021)",1,,,,,,,1
"De 15 a 19 años (022)",45,,,,,,29,16
"De 20 a 24 años (023)",292,,,,,2,165,125
"De 25 a 29 años (024)",441,,,,,46,230,165
"De 30 a 34 años (025)",562,,,,,130,299,133
"De 35 a 39 años (026)",576,,,,14,227,220,115
"De 40 a 44 años (027)",537,,,,46,257,148,86
"De 45 a 49 años (028)",402,,,4,95,194,45,64
"De 50 y más años (029)",782,1,35,156,286,164,6,134
"Desocupada (030)",130,,,2,7,26,49,46
"De 12 a 14 años (031)",1,,,,,,,1
"De 15 a 19 años (032)",8,,,,,,5,3
"De 20 a 24 años (033)",22,,,,,,10,12
"De 25 a 29 años (034)",26,,,,,2,11,13
"De 30 a 34 años (035)",25,,,,,4,17,4
"De 35 a 39 años (036)",14,,,,,4,3,7
"De 40 a 44 años (037)",11,,,,1,6,2,2
"De 45 a 49 años (038)",10,,,,2,7,1,
"De 50 y más años (039)",13,,,2,4,3,,4
"No PEA (040)",7623,76,289,631,910,1557,2588,1572
"De 12 a 14 años (041)",4,,,,,,3,1
"De 15 a 19 años (042)",282,,,,,,183,99
"De 20 a 24 años (043)",799,,,,,4,539,256
"De 25 a 29 años (044)",919,,,,,50,642,227
"De 30 a 34 años (045)",849,,,,1,167,539,142
"De 35 a 39 años (046)",826,,,,7,294,398,127
"De 40 a 44 años (047)",711,,,,56,332,198,125
