"CUADRO Nº 5: POBLACIÓN TOTAL, POR TENENCIA DE PARTIDA DE NACIMIENTO OTORGADO POR EL REGISTRO CIVIL, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE PARTIDA NACIMIENTO",,
,,"TIENE PARTIDA DE NACIMIENTO","NO TIENE PARTIDA DE NACIMIENTO","NO ESPECIFICADO"
,,,,
"Provincia LEONCIO PRADO (000)",116965,114785,1705,475
"Hombres (001)",61193,60191,767,235
"Mujeres (002)",55772,54594,938,240
"Menores de 1 año (003)",2186,1750,311,125
"Hombres (004)",1137,916,159,62
"Mujeres (005)",1049,834,152,63
"De 1 a 5 años (006)",13077,11938,825,314
"Hombres (007)",6759,6167,433,159
"Mujeres (008)",6318,5771,392,155
"De 6 a 14 años (009)",23982,23898,77,7
"Hombres (010)",12459,12412,43,4
"Mujeres (011)",11523,11486,34,3
"De 15 a 29 años (012)",33599,33548,48,3
"Hombres (013)",17569,17548,19,2
"Mujeres (014)",16030,16000,29,1
"De 30 a 44 años (015)",23401,23284,108,9
"Hombres (016)",12051,12020,30,1
"Mujeres (017)",11350,11264,78,8
"De 45 a 64 años (018)",15743,15608,128,7
"Hombres (019)",8583,8554,26,3
"Mujeres (020)",7160,7054,102,4
"De 65 a más años (021)",4977,4759,208,10
"Hombres (022)",2635,2574,57,4
"Mujeres (023)",2342,2185,151,6
,,,,
"URBANA (024)",68747,67760,739,248
"Hombres (025)",34446,33978,344,124
"Mujeres (026)",34301,33782,395,124
"Menores de 1 año (027)",1281,1051,170,60
"Hombres (028)",658,538,90,30
"Mujeres (029)",623,513,80,30
"De 1 a 5 años (030)",6864,6290,394,180
"Hombres (031)",3580,3272,216,92
"Mujeres (032)",3284,3018,178,88
"De 6 a 14 años (033)",13390,13372,16,2
"Hombres (034)",6784,6776,7,1
"Mujeres (035)",6606,6596,9,1
"De 15 a 29 años (036)",20390,20376,14,
"Hombres (037)",10186,10180,6,
"Mujeres (038)",10204,10196,8,
"De 30 a 44 años (039)",14158,14132,22,4
"Hombres (040)",6813,6807,5,1
"Mujeres (041)",7345,7325,17,3
"De 45 a 64 años (042)",9739,9702,36,1
"Hombres (043)",5014,5008,6,
"Mujeres (044)",4725,4694,30,1
"De 65 a más años (045)",2925,2837,87,1
"Hombres (046)",1411,1397,14,
"Mujeres (047)",1514,1440,73,1
,,,,
"RURAL (048)",48218,47025,966,227
"Hombres (049)",26747,26213,423,111
"Mujeres (050)",21471,20812,543,116
"Menores de 1 año (051)",905,699,141,65
"Hombres (052)",479,378,69,32
"Mujeres (053)",426,321,72,33
"De 1 a 5 años (054)",6213,5648,431,134
"Hombres (055)",3179,2895,217,67
"Mujeres (056)",3034,2753,214,67
"De 6 a 14 años (057)",10592,10526,61,5
"Hombres (058)",5675,5636,36,3
"Mujeres (059)",4917,4890,25,2
"De 15 a 29 años (060)",13209,13172,34,3
"Hombres (061)",7383,7368,13,2
"Mujeres (062)",5826,5804,21,1
"De 30 a 44 años (063)",9243,9152,86,5
"Hombres (064)",5238,5213,25,
"Mujeres (065)",4005,3939,61,5
"De 45 a 64 años (066)",6004,5906,92,6
"Hombres (067)",3569,3546,20,3
"Mujeres (068)",2435,2360,72,3
"De 65 a más años (069)",2052,1922,121,9
"Hombres (070)",1224,1177,43,4
"Mujeres (071)",828,745,78,5
