"CUADRO Nº 30: POBLACIÓN OCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia PASCO (000)",48895,12507,14080,17112,664,3818,714
"Conviviente (001)",15135,3141,5097,5761,202,815,119
"Separado(a) (002)",1841,461,303,865,21,100,91
"Casado(a) (003)",16714,4362,4983,6156,264,838,111
"Viudo(a) (004)",1546,183,189,1024,28,89,33
"Divorciado(a) (005)",200,66,47,78,2,6,1
"Soltero(a) (006)",13459,4294,3461,3228,147,1970,359
"Hombres (008)",35681,7501,13141,12198,522,2198,121
"Conviviente (009)",12088,2130,4850,4556,169,355,28
"Separado(a) (010)",638,120,187,274,13,38,6
"Casado(a) (011)",13017,2958,4774,4744,219,306,16
"Viudo(a) (012)",598,42,127,379,9,38,3
"Divorciado(a) (013)",117,32,44,37,1,2,1
"Soltero(a) (014)",9223,2219,3159,2208,111,1459,67
"Mujeres (016)",13214,5006,939,4914,142,1620,593
"Conviviente (017)",3047,1011,247,1205,33,460,91
"Separado(a) (018)",1203,341,116,591,8,62,85
"Casado(a) (019)",3697,1404,209,1412,45,532,95
"Viudo(a) (020)",948,141,62,645,19,51,30
"Divorciado(a) (021)",83,34,3,41,1,4,
"Soltero(a) (022)",4236,2075,302,1020,36,511,292
,,,,,,,
"URBANA (024)",37438,11475,11014,11968,509,1835,637
"Conviviente (025)",11209,2839,3905,3782,146,431,106
"Separado(a) (026)",1439,433,219,640,15,51,81
"Casado(a) (027)",13233,4058,4116,4229,204,519,107
"Viudo(a) (028)",1078,176,129,678,18,49,28
"Divorciado(a) (029)",159,61,32,61,2,2,1
"Soltero(a) (030)",10320,3908,2613,2578,124,783,314
"Hombres (032)",26263,6708,10361,7826,384,878,106
"Conviviente (033)",8649,1870,3732,2751,115,156,25
"Separado(a) (034)",452,110,141,173,7,16,5
"Casado(a) (035)",9931,2689,3959,2949,160,159,15
"Viudo(a) (036)",358,38,89,200,7,22,2
"Divorciado(a) (037)",86,29,30,25,1,,1
"Soltero(a) (038)",6787,1972,2410,1728,94,525,58
"Mujeres (040)",11175,4767,653,4142,125,957,531
"Conviviente (041)",2560,969,173,1031,31,275,81
"Separado(a) (042)",987,323,78,467,8,35,76
"Casado(a) (043)",3302,1369,157,1280,44,360,92
"Viudo(a) (044)",720,138,40,478,11,27,26
"Divorciado(a) (045)",73,32,2,36,1,2,
"Soltero(a) (046)",3533,1936,203,850,30,258,256
,,,,,,,
"RURAL (048)",11457,1032,3066,5144,155,1983,77
"Conviviente (049)",3926,302,1192,1979,56,384,13
"Separado(a) (050)",402,28,84,225,6,49,10
"Casado(a) (051)",3481,304,867,1927,60,319,4
"Viudo(a) (052)",468,7,60,346,10,40,5
"Divorciado(a) (053)",41,5,15,17,,4,
"Soltero(a) (054)",3139,386,848,650,23,1187,45
"Hombres (056)",9418,793,2780,4372,138,1320,15
"Conviviente (057)",3439,260,1118,1805,54,199,3
"Separado(a) (058)",186,10,46,101,6,22,1
"Casado(a) (059)",3086,269,815,1795,59,147,1
"Viudo(a) (060)",240,4,38,179,2,16,1
"Divorciado(a) (061)",31,3,14,12,,2,
"Soltero(a) (062)",2436,247,749,480,17,934,9
"Mujeres (064)",2039,239,286,772,17,663,62
"Conviviente (065)",487,42,74,174,2,185,10
"Separado(a) (066)",216,18,38,124,,27,9
"Casado(a) (067)",395,35,52,132,1,172,3
"Viudo(a) (068)",228,3,22,167,8,24,4
"Divorciado(a) (069)",10,2,1,5,,2,
"Soltero(a) (070)",703,139,99,170,6,253,36
