"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia PURUS (000)",3352,2105,369,74,808
"Sin Nivel (001)",809,601,28,1,180
"Educación Inicial (002)",98,77,7,,14
"Primaria (003)",1211,900,53,12,247
"Secundaria (004)",876,473,92,30,281
"Sup. no Univ. Incompleta (005)",110,36,37,6,31
"Sup. no Univ. Completa (006)",156,14,105,13,25
"Sup. Univ. Incompleta (007)",32,3,12,5,12
"Sup. Univ. Completa (008)",60,1,35,7,18
"Hombres (010)",1805,1043,222,66,476
"Sin Nivel (011)",322,243,10,,69
"Educación Inicial (012)",53,43,4,,6
"Primaria (013)",589,413,26,10,140
"Secundaria (014)",592,304,55,29,204
"Sup. no Univ. Incompleta (015)",79,22,31,5,21
"Sup. no Univ. Completa (016)",104,14,64,12,15
"Sup. Univ. Incompleta (017)",23,3,8,3,9
"Sup. Univ. Completa (018)",43,1,24,7,12
"Mujeres (020)",1547,1062,147,8,332
"Sin Nivel (021)",487,358,18,1,111
"Educación Inicial (022)",45,34,3,,8
"Primaria (023)",622,487,27,2,107
"Secundaria (024)",284,169,37,1,77
"Sup. no Univ. Incompleta (025)",31,14,6,1,10
"Sup. no Univ. Completa (026)",52,,41,1,10
"Sup. Univ. Incompleta (027)",9,,4,2,3
"Sup. Univ. Completa (028)",17,,11,,6
,,,,,
"URBANA (030)",1143,402,260,55,429
"Sin Nivel (031)",159,87,19,1,53
"Educación Inicial (032)",33,21,6,,6
"Primaria (033)",320,171,36,9,104
"Secundaria (034)",379,98,74,23,184
"Sup. no Univ. Incompleta (035)",74,17,24,2,31
"Sup. no Univ. Completa (036)",102,6,64,11,22
"Sup. Univ. Incompleta (037)",25,1,10,3,11
"Sup. Univ. Completa (038)",51,1,27,6,18
"Hombres (040)",647,200,149,50,250
"Sin Nivel (041)",58,35,7,,16
"Educación Inicial (042)",22,17,3,,2
"Primaria (043)",159,77,19,8,55
"Secundaria (044)",243,53,44,22,124
"Sup. no Univ. Incompleta (045)",50,10,18,1,21
"Sup. no Univ. Completa (046)",61,6,34,10,12
"Sup. Univ. Incompleta (047)",18,1,6,3,8
"Sup. Univ. Completa (048)",36,1,18,6,12
"Mujeres (050)",496,202,111,5,179
"Sin Nivel (051)",101,52,12,1,37
"Educación Inicial (052)",11,4,3,,4
"Primaria (053)",161,94,17,1,49
"Secundaria (054)",136,45,30,1,60
"Sup. no Univ. Incompleta (055)",24,7,6,1,10
"Sup. no Univ. Completa (056)",41,,30,1,10
"Sup. Univ. Incompleta (057)",7,,4,,3
"Sup. Univ. Completa (058)",15,,9,,6
,,,,,
"RURAL (060)",2209,1703,109,19,379
"Sin Nivel (061)",650,514,9,,127
"Educación Inicial (062)",65,56,1,,8
"Primaria (063)",891,729,17,3,143
"Secundaria (064)",497,375,18,7,97
"Sup. no Univ. Incompleta (065)",36,19,13,4,
"Sup. no Univ. Completa (066)",54,8,41,2,3
"Sup. Univ. Incompleta (067)",7,2,2,2,1
"Sup. Univ. Completa (068)",9,,8,1,
"Hombres (070)",1158,843,73,16,226
"Sin Nivel (071)",264,208,3,,53
"Educación Inicial (072)",31,26,1,,4
"Primaria (073)",430,336,7,2,85
"Secundaria (074)",349,251,11,7,80
"Sup. no Univ. Incompleta (075)",29,12,13,4,
"Sup. no Univ. Completa (076)",43,8,30,2,3
"Sup. Univ. Incompleta (077)",5,2,2,,1
"Sup. Univ. Completa (078)",7,,6,1,
"Mujeres (080)",1051,860,36,3,153
"Sin Nivel (081)",386,306,6,,74
"Educación Inicial (082)",34,30,,,4
"Primaria (083)",461,393,10,1,58
"Secundaria (084)",148,124,7,,17
"Sup. no Univ. Incompleta (085)",7,7,,,
"Sup. no Univ. Completa (086)",11,,11,,
"Sup. Univ. Incompleta (087)",2,,,2,
"Sup. Univ. Completa (088)",2,,2,,
