"CUADRO Nº 12: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia ANGARAES (000)",46686,8017,910,23173,11543,673,561,714,1095
"Hombres (001)",22723,2078,430,11599,6820,413,312,431,640
"Mujeres (002)",23963,5939,480,11574,4723,260,249,283,455
"PEA (003)",12126,1746,20,5070,3537,269,409,200,875
"Hombres (004)",8831,954,14,3928,2821,179,252,143,540
"Mujeres (005)",3295,792,6,1142,716,90,157,57,335
"Ocupada (006)",10966,1605,15,4571,3119,247,385,188,836
"Hombres (007)",7889,841,10,3509,2481,162,240,134,512
"Mujeres (008)",3077,764,5,1062,638,85,145,54,324
"Desocupada (009)",1160,141,5,499,418,22,24,12,39
"Hombres (010)",942,113,4,419,340,17,12,9,28
"Mujeres (011)",218,28,1,80,78,5,12,3,11
"No PEA (012)",34560,6271,890,18103,8006,404,152,514,220
"Hombres (013)",13892,1124,416,7671,3999,234,60,288,100
"Mujeres (014)",20668,5147,474,10432,4007,170,92,226,120
,,,,,,,,,
"URBANA (018)",13969,1493,194,5769,4190,400,442,547,934
"Hombres (019)",6792,328,82,2792,2248,239,249,322,532
"Mujeres (020)",7177,1165,112,2977,1942,161,193,225,402
"PEA (021)",5012,477,8,1575,1500,200,333,169,750
"Hombres (022)",3139,178,3,1008,1048,128,206,118,450
"Mujeres (023)",1873,299,5,567,452,72,127,51,300
"Ocupada (024)",4719,458,6,1497,1376,183,316,161,722
"Hombres (025)",2970,175,2,970,969,116,197,111,430
"Mujeres (026)",1749,283,4,527,407,67,119,50,292
"Desocupada (027)",293,19,2,78,124,17,17,8,28
"Hombres (028)",169,3,1,38,79,12,9,7,20
"Mujeres (029)",124,16,1,40,45,5,8,1,8
"No PEA (030)",8957,1016,186,4194,2690,200,109,378,184
"Hombres (031)",3653,150,79,1784,1200,111,43,204,82
"Mujeres (032)",5304,866,107,2410,1490,89,66,174,102
,,,,,,,,,
"RURAL (036)",32717,6524,716,17404,7353,273,119,167,161
"Hombres (037)",15931,1750,348,8807,4572,174,63,109,108
"Mujeres (038)",16786,4774,368,8597,2781,99,56,58,53
"PEA (039)",7114,1269,12,3495,2037,69,76,31,125
"Hombres (040)",5692,776,11,2920,1773,51,46,25,90
"Mujeres (041)",1422,493,1,575,264,18,30,6,35
"Ocupada (042)",6247,1147,9,3074,1743,64,69,27,114
"Hombres (043)",4919,666,8,2539,1512,46,43,23,82
"Mujeres (044)",1328,481,1,535,231,18,26,4,32
"Desocupada (045)",867,122,3,421,294,5,7,4,11
"Hombres (046)",773,110,3,381,261,5,3,2,8
"Mujeres (047)",94,12,,40,33,,4,2,3
"No PEA (048)",25603,5255,704,13909,5316,204,43,136,36
"Hombres (049)",10239,974,337,5887,2799,123,17,84,18
"Mujeres (050)",15364,4281,367,8022,2517,81,26,52,18
