"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia POMABAMBA (000)",5891,4572,593,393,333
"Agric., ganadería, caza y silvicultura (001)",3290,3133,149,8,
"Pesca (002)",1,1,,,
"Explotación de minas y canteras (003)",2,2,,,
"Industrias manufactureras (004)",186,170,8,4,4
"Suministro de electricidad, gas y agua (005)",39,10,11,16,2
"Construcción (006)",324,143,113,64,4
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",363,353,7,3,
"Venta, mant.y rep. veh.autom y motoc. (008)",17,17,,,
"Comercio al por mayor (009)",19,19,,,
"Comercio al por menor (010)",327,317,7,3,
"Hoteles y restaurantes (011)",88,81,6,1,
"Trans., almac. y comunicaciones (012)",70,53,10,1,6
"Intermediación financiera (013)",4,1,,,3
"Activid.inmobil., empres. y alquileres (014)",61,30,12,13,6
"Admin.pub. y defensa; p. segur soc.afil (015)",155,,,,155
"Enseñanza (016)",807,267,244,253,43
"Servicios sociales y de salud (017)",130,15,1,5,109
"Otras activ. serv.comun.soc y personales (018)",71,46,20,5,
"Hogares privados con servicio doméstico (019)",128,128,,,
"Actividad economica no especificada (021)",172,139,12,20,1
"Hombres (022)",4623,3625,482,302,214
"Agric., ganadería, caza y silvicultura (023)",2959,2810,141,8,
"Pesca (024)",1,1,,,
"Explotación de minas y canteras (025)",2,2,,,
"Industrias manufactureras (026)",163,148,8,4,3
"Suministro de electricidad, gas y agua (027)",38,9,11,16,2
"Construcción (028)",320,142,110,64,4
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",183,180,1,2,
"Venta, mant.y rep. veh.autom y motoc. (030)",16,16,,,
"Comercio al por mayor (031)",11,11,,,
"Comercio al por menor (032)",156,153,1,2,
"Hoteles y restaurantes (033)",19,18,1,,
"Trans., almac. y comunicaciones (034)",66,49,10,1,6
"Intermediación financiera (035)",2,1,,,1
"Activid.inmobil., empres. y alquileres (036)",46,23,10,10,3
"Admin.pub. y defensa; p. segur soc.afil (037)",108,,,,108
"Enseñanza (038)",498,131,163,176,28
"Servicios sociales y de salud (039)",69,8,1,2,58
"Otras activ. serv.comun.soc y personales (040)",43,23,17,3,
"Hogares privados con servicio doméstico (041)",19,19,,,
"Actividad economica no especificada (043)",87,61,9,16,1
"Mujeres (044)",1268,947,111,91,119
