"CUADRO Nº 15: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DE SERVICIO HIGIÉNICO EN LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"SERVICIO HIGIÉNICO CONECTADO A:",,,,,
,,"RED PÚBLICA DE DESAGÜE (DENTRO DE LA VIVIENDA)","RED PÚBLICA DE DESAGÜE (FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN)","POZO SÉPTICO","POZO CIEGO O NEGRO / LETRINA","RÍO, ACEQUIA O CANAL","NO TIENE"
,,,,,,,
"Provincia SANTIAGO DE CHUCO",,,,,,,
"Viviendas particulares (001)",12871,2222,301,111,2231,437,7569
"Ocupantes presentes (002)",56089,9389,1309,481,9885,1901,33124
"Casa independiente",,,,,,,
"Viviendas particulares (004)",12402,2093,257,109,2222,436,7285
"Ocupantes presentes (005)",53960,8805,1129,475,9835,1900,31816
"Departamento en edificio",,,,,,,
"Viviendas particulares (007)",89,80,9,,,,
"Ocupantes presentes (008)",395,355,40,,,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (010)",11,6,3,,,,2
"Ocupantes presentes (011)",34,15,12,,,,7
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (013)",86,43,30,,,,13
"Ocupantes presentes (014)",387,214,120,,,,53
"Choza o cabaña",,,,,,,
"Viviendas particulares (016)",270,,,2,7,,261
"Ocupantes presentes (017)",1268,,,6,44,,1218
"Vivienda improvisada",,,,,,,
"Viviendas particulares (019)",5,,,,2,,3
"Ocupantes presentes (020)",26,,,,6,,20
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (022)",8,,2,,,1,5
"Ocupantes presentes (023)",19,,8,,,1,10
"Otro tipo",,,,,,,
,,,,,,,
URBANA,,,,,,,
"Viviendas particulares (028)",4619,2213,299,23,389,296,1399
"Ocupantes presentes (029)",19753,9350,1304,100,1662,1303,6034
"Casa independiente",,,,,,,
"Viviendas particulares (031)",4421,2084,255,23,387,295,1377
"Ocupantes presentes (032)",18895,8766,1124,100,1656,1302,5947
"Departamento en edificio",,,,,,,
"Viviendas particulares (034)",89,80,9,,,,
"Ocupantes presentes (035)",395,355,40,,,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (037)",11,6,3,,,,2
"Ocupantes presentes (038)",34,15,12,,,,7
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (040)",86,43,30,,,,13
"Ocupantes presentes (041)",387,214,120,,,,53
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Viviendas particulares (046)",5,,,,2,,3
"Ocupantes presentes (047)",26,,,,6,,20
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (049)",7,,2,,,1,4
"Ocupantes presentes (050)",16,,8,,,1,7
"Otro tipo",,,,,,,
,,,,,,,
RURAL,,,,,,,
"Viviendas particulares (055)",8252,9,2,88,1842,141,6170
"Ocupantes presentes (056)",36336,39,5,381,8223,598,27090
"Casa independiente",,,,,,,
"Viviendas particulares (058)",7981,9,2,86,1835,141,5908
"Ocupantes presentes (059)",35065,39,5,375,8179,598,25869
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (070)",270,,,2,7,,261
"Ocupantes presentes (071)",1268,,,6,44,,1218
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (076)",1,,,,,,1
"Ocupantes presentes (077)",3,,,,,,3
"Otro tipo",,,,,,,
