"CUADRO Nº 27: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia SAN MIGUEL (000)",14924,1544,2476,7986,173,2461,284
"Sin nivel (001)",970,13,157,569,11,169,51
"Educación inicial (002)",7,,3,,,4,
"Primaria (003)",8114,101,1369,4904,101,1471,168
"Secundaria (004)",4173,276,857,2168,50,764,58
"Superior no univ. incompleta (005)",192,75,31,67,1,15,3
"Superior no univ. completa (006)",689,496,35,139,4,13,2
"Superior univ. incompleta (007)",138,65,8,50,2,11,2
"Superior univ. completa (008)",641,518,16,89,4,14,
"Hombres (010)",12483,930,2283,7119,162,1973,16
"Sin nivel (011)",629,3,130,405,8,82,1
"Educación inicial (012)",7,,3,,,4,
"Primaria (013)",7102,63,1255,4487,98,1191,8
"Secundaria (014)",3702,203,813,1972,46,662,6
"Superior no univ. incompleta (015)",132,46,28,48,1,9,
"Superior no univ. completa (016)",427,280,33,103,3,8,
"Superior univ. incompleta (017)",92,35,8,39,2,7,1
"Superior univ. completa (018)",392,300,13,65,4,10,
"Mujeres (020)",2441,614,193,867,11,488,268
"Sin nivel (021)",341,10,27,164,3,87,50
"Primaria (023)",1012,38,114,417,3,280,160
"Secundaria (024)",471,73,44,196,4,102,52
"Superior no univ. incompleta (025)",60,29,3,19,,6,3
"Superior no univ. completa (026)",262,216,2,36,1,5,2
"Superior univ. incompleta (027)",46,30,,11,,4,1
"Superior univ. completa (028)",249,218,3,24,,4,
,,,,,,,
"URBANA (030)",3099,983,432,1344,18,217,105
"Sin nivel (031)",126,6,22,62,,17,19
"Educación inicial (032)",1,,,,,1,
"Primaria (033)",881,44,168,529,5,79,56
"Secundaria (034)",1050,190,198,536,8,93,25
"Superior no univ. incompleta (035)",99,45,10,38,1,4,1
"Superior no univ. completa (036)",426,315,19,83,1,6,2
"Superior univ. incompleta (037)",80,41,4,25,,8,2
"Superior univ. completa (038)",436,342,11,71,3,9,
"Hombres (040)",2104,572,381,1000,15,128,8
"Sin nivel (041)",50,1,18,24,,7,
"Educación inicial (042)",1,,,,,1,
"Primaria (043)",623,28,142,407,5,38,3
"Secundaria (044)",824,139,183,424,6,68,4
"Superior no univ. incompleta (045)",62,28,8,23,1,2,
"Superior no univ. completa (046)",238,162,18,55,,3,
"Superior univ. incompleta (047)",52,24,4,19,,4,1
"Superior univ. completa (048)",254,190,8,48,3,5,
"Mujeres (050)",995,411,51,344,3,89,97
"Sin nivel (051)",76,5,4,38,,10,19
"Primaria (053)",258,16,26,122,,41,53
"Secundaria (054)",226,51,15,112,2,25,21
"Superior no univ. incompleta (055)",37,17,2,15,,2,1
"Superior no univ. completa (056)",188,153,1,28,1,3,2
"Superior univ. incompleta (057)",28,17,,6,,4,1
"Superior univ. completa (058)",182,152,3,23,,4,
,,,,,,,
"RURAL (060)",11825,561,2044,6642,155,2244,179
"Sin nivel (061)",844,7,135,507,11,152,32
"Educación inicial (062)",6,,3,,,3,
"Primaria (063)",7233,57,1201,4375,96,1392,112
"Secundaria (064)",3123,86,659,1632,42,671,33
"Superior no univ. incompleta (065)",93,30,21,29,,11,2
"Superior no univ. completa (066)",263,181,16,56,3,7,
"Superior univ. incompleta (067)",58,24,4,25,2,3,
"Superior univ. completa (068)",205,176,5,18,1,5,
"Hombres (070)",10379,358,1902,6119,147,1845,8
"Sin nivel (071)",579,2,112,381,8,75,1
"Educación inicial (072)",6,,3,,,3,
"Primaria (073)",6479,35,1113,4080,93,1153,5
"Secundaria (074)",2878,64,630,1548,40,594,2
"Superior no univ. incompleta (075)",70,18,20,25,,7,
"Superior no univ. completa (076)",189,118,15,48,3,5,
"Superior univ. incompleta (077)",40,11,4,20,2,3,
"Superior univ. completa (078)",138,110,5,17,1,5,
"Mujeres (080)",1446,203,142,523,8,399,171
"Sin nivel (081)",265,5,23,126,3,77,31
"Primaria (083)",754,22,88,295,3,239,107
"Secundaria (084)",245,22,29,84,2,77,31
"Superior no univ. incompleta (085)",23,12,1,4,,4,2
"Superior no univ. completa (086)",74,63,1,8,,2,
"Superior univ. incompleta (087)",18,13,,5,,,
"Superior univ. completa (088)",67,66,,1,,,
