"CUADRO Nº 13: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL; Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia DOS DE MAYO (000)",10909,143,5261,3353,845,228,117,47,7,,908
"Sin Nivel (001)",2960,54,1402,918,243,76,49,26,3,,189
"Educación Inicial (002)",24,1,10,9,1,,,,,,3
"Primaria (003)",5183,70,2820,1481,291,73,43,13,4,,388
"Secundaria (004)",1728,13,809,573,102,26,11,3,,,191
"Sup. no Univ. Incompleta (005)",207,,55,76,28,3,1,,,,44
"Sup. no Univ. Completa (006)",605,4,140,231,127,28,10,4,,,61
"Sup. Univ. Incompleta (007)",50,,14,17,6,2,,,,,11
"Sup. Univ. Completa (008)",152,1,11,48,47,20,3,1,,,21
,,,,,,,,,,,
"URBANA (010)",4028,55,1823,1263,400,129,57,24,1,,276
"Sin Nivel (011)",651,8,311,184,50,25,19,10,,,44
"Educación Inicial (012)",5,,1,2,1,,,,,,1
"Primaria (013)",1588,33,858,449,101,40,20,7,1,,79
"Secundaria (014)",915,9,453,303,67,16,8,3,,,56
"Sup. no Univ. Incompleta (015)",151,,46,60,22,2,1,,,,20
"Sup. no Univ. Completa (016)",542,4,130,210,114,26,6,3,,,49
"Sup. Univ. Incompleta (017)",44,,14,15,5,1,,,,,9
"Sup. Univ. Completa (018)",132,1,10,40,40,19,3,1,,,18
,,,,,,,,,,,
"RURAL (020)",6881,88,3438,2090,445,99,60,23,6,,632
"Sin Nivel (021)",2309,46,1091,734,193,51,30,16,3,,145
"Educación Inicial (022)",19,1,9,7,,,,,,,2
"Primaria (023)",3595,37,1962,1032,190,33,23,6,3,,309
"Secundaria (024)",813,4,356,270,35,10,3,,,,135
"Sup. no Univ. Incompleta (025)",56,,9,16,6,1,,,,,24
"Sup. no Univ. Completa (026)",63,,10,21,13,2,4,1,,,12
"Sup. Univ. Incompleta (027)",6,,,2,1,1,,,,,2
"Sup. Univ. Completa (028)",20,,1,8,7,1,,,,,3
