"CUADRO Nº 6: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIAL, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia JAEN (000)",45065,42500,198,9026,8203,6454,8499,5287,3193,1640,2565,161142
"De 12 a 14 años (001)",87,33,2,29,2,,,,,,54,33
"De 15 a 19 años (002)",1756,1483,26,1221,210,19,7,,,,273,1726
"De 20 a 24 años (003)",5417,4552,33,2703,1320,387,103,6,,,865,6975
"De 25 a 29 años (004)",6218,5627,23,1987,1964,1034,549,63,7,,591,11799
"De 30 a 34 años (005)",5966,5688,16,1217,1597,1335,1197,278,45,3,278,15783
"De 35 a 39 años (006)",5738,5572,21,692,1215,1201,1620,627,169,27,166,19529
"De 40 a 44 años (007)",4822,4706,12,368,741,918,1421,771,362,113,116,20089
"De 45 a 49 años (008)",3938,3872,14,260,484,584,1095,803,423,209,66,18868
"De 50 y más años (009)",11123,10967,51,549,670,976,2507,2739,2187,1288,156,66340
"PEA (010)",11796,10805,58,2710,2520,1849,2026,971,464,207,991,34552
"De 12 a 14 años (011)",8,7,,7,,,,,,,1,7
"De 15 a 19 años (012)",256,217,8,180,27,2,,,,,39,240
"De 20 a 24 años (013)",1206,856,8,563,218,54,12,1,,,350,1216
"De 25 a 29 años (014)",1608,1313,5,621,430,176,72,7,2,,295,2378
"De 30 a 34 años (015)",1840,1695,4,561,528,321,241,34,6,,145,3878
"De 35 a 39 años (016)",1864,1788,7,319,503,411,409,112,23,4,76,5280
"De 40 a 44 años (017)",1658,1620,6,185,386,377,428,154,65,19,38,5688
"De 45 a 49 años (018)",1308,1285,9,121,248,253,353,187,76,38,23,5174
"De 50 y más años (019)",2048,2024,11,153,180,255,511,476,292,146,24,10691
"Ocupada (020)",11492,10554,54,2605,2475,1813,1988,959,457,203,938,33902
