"CUADRO Nº 36: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia TUMBES (000)",2963,621,2342
"De 14 a 29 años (001)",1472,482,990
"De 30 a 44 años (002)",915,114,801
"De 45 a 64 años (003)",490,25,465
"De 65 y más años (004)",86,,86
"Hombres (005)",2102,364,1738
"De 14 a 29 años (006)",939,283,656
"De 30 a 44 años (007)",679,63,616
"De 45 a 64 años (008)",409,18,391
"De 65 y más años (009)",75,,75
"Mujeres (010)",861,257,604
"De 14 a 29 años (011)",533,199,334
"De 30 a 44 años (012)",236,51,185
"De 45 a 64 años (013)",81,7,74
"De 65 y más años (014)",11,,11
,,,
"AREA URBANA (015)",2670,543,2127
"De 14 a 29 años (016)",1306,415,891
"De 30 a 44 años (017)",835,103,732
"De 45 a 64 años (018)",452,25,427
"De 65 y más años (019)",77,,77
"Hombres (020)",1874,325,1549
"De 14 a 29 años (021)",827,249,578
"De 30 a 44 años (022)",608,58,550
"De 45 a 64 años (023)",373,18,355
"De 65 y más años (024)",66,,66
"Mujeres (025)",796,218,578
"De 14 a 29 años (026)",479,166,313
"De 30 a 44 años (027)",227,45,182
"De 45 a 64 años (028)",79,7,72
"De 65 y más años (029)",11,,11
,,,
"AREA RURAL (030)",293,78,215
"De 14 a 29 años (031)",166,67,99
"De 30 a 44 años (032)",80,11,69
"De 45 a 64 años (033)",38,,38
"De 65 y más años (034)",9,,9
"Hombres (035)",228,39,189
"De 14 a 29 años (036)",112,34,78
"De 30 a 44 años (037)",71,5,66
"De 45 a 64 años (038)",36,,36
"De 65 y más años (039)",9,,9
"Mujeres (040)",65,39,26
"De 14 a 29 años (041)",54,33,21
"De 30 a 44 años (042)",9,6,3
"De 45 a 64 años (043)",2,,2
