"CUADRO Nº 5: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia ICA (000)",251494,12835,75024,19409,145539
"Conviviente (001)",56693,3018,13503,4260,36082
"Separado(a) (002)",10275,444,2574,832,6463
"Casado(a) (003)",75700,2324,33705,7119,33304
"Viudo(a) (004)",9381,297,4104,710,4307
"Divorciado(a) (005)",1474,47,583,125,732
"Soltero(a) (006)",97971,6705,20555,6363,64651
"Hombres (008)",121615,5398,35813,10346,70810
"Conviviente (009)",27579,905,6986,2343,17442
"Separado(a) (010)",2896,88,738,280,1810
"Casado(a) (011)",36709,961,16646,3971,15611
"Viudo(a) (012)",2522,73,1125,193,1141
"Divorciado(a) (013)",629,20,227,61,325
"Soltero(a) (014)",51280,3351,10091,3498,34481
"Mujeres (016)",129879,7437,39211,9063,74729
"Conviviente (017)",29114,2113,6517,1917,18640
"Separado(a) (018)",7379,356,1836,552,4653
"Casado(a) (019)",38991,1363,17059,3148,17693
"Viudo(a) (020)",6859,224,2979,517,3166
"Divorciado(a) (021)",845,27,356,64,407
"Soltero(a) (022)",46691,3354,10464,2865,30170
,,,,,
"URBANA (024)",229845,11576,68034,18180,133324
"Conviviente (025)",50914,2748,11671,3882,32774
"Separado(a) (026)",9421,415,2359,770,5912
"Casado(a) (027)",69341,2139,30924,6724,30289
"Viudo(a) (028)",8532,275,3718,677,3898
"Divorciado(a) (029)",1426,43,565,123,708
"Soltero(a) (030)",90211,5956,18797,6004,59743
"Hombres (032)",110499,4835,31982,9652,64755
"Conviviente (033)",24651,824,5950,2116,15857
"Separado(a) (034)",2659,84,666,260,1668
"Casado(a) (035)",33453,884,15099,3750,14185
"Viudo(a) (036)",2254,72,984,183,1024
"Divorciado(a) (037)",602,17,217,60,312
"Soltero(a) (038)",46880,2954,9066,3283,31709
"Mujeres (040)",119346,6741,36052,8528,68569
"Conviviente (041)",26263,1924,5721,1766,16917
"Separado(a) (042)",6762,331,1693,510,4244
"Casado(a) (043)",35888,1255,15825,2974,16104
"Viudo(a) (044)",6278,203,2734,494,2874
"Divorciado(a) (045)",824,26,348,63,396
"Soltero(a) (046)",43331,3002,9731,2721,28034
,,,,,
"RURAL (048)",21649,1259,6990,1229,12215
"Conviviente (049)",5779,270,1832,378,3308
"Separado(a) (050)",854,29,215,62,551
"Casado(a) (051)",6359,185,2781,395,3015
"Viudo(a) (052)",849,22,386,33,409
"Divorciado(a) (053)",48,4,18,2,24
"Soltero(a) (054)",7760,749,1758,359,4908
"Hombres (056)",11116,563,3831,694,6055
"Conviviente (057)",2928,81,1036,227,1585
"Separado(a) (058)",237,4,72,20,142
"Casado(a) (059)",3256,77,1547,221,1426
"Viudo(a) (060)",268,1,141,10,117
"Divorciado(a) (061)",27,3,10,1,13
"Soltero(a) (062)",4400,397,1025,215,2772
"Mujeres (064)",10533,696,3159,535,6160
"Conviviente (065)",2851,189,796,151,1723
"Separado(a) (066)",617,25,143,42,409
"Casado(a) (067)",3103,108,1234,174,1589
"Viudo(a) (068)",581,21,245,23,292
"Divorciado(a) (069)",21,1,8,1,11
"Soltero(a) (070)",3360,352,733,144,2136
