"CUADRO Nº 1: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia SULLANA (000)",218294,31523,42154,46011,37034,27363,34209
"Católica (001)",193335,27792,37538,40787,32633,24149,30436
"Cristiana/Evangélica (002)",16724,2522,2915,3395,2913,2251,2728
"Otra (003)",5607,873,989,1115,1033,734,863
"Ninguna (004)",2628,336,712,714,455,229,182
"Hombres (006)",107325,15822,20822,22071,18024,13515,17071
"Católica (007)",95472,14012,18635,19620,15994,11943,15268
"Cristiana/Evangélica (008)",7635,1169,1334,1519,1291,1055,1267
"Otra (009)",2624,448,455,501,450,352,418
"Ninguna (010)",1594,193,398,431,289,165,118
"Mujeres (012)",110969,15701,21332,23940,19010,13848,17138
"Católica (013)",97863,13780,18903,21167,16639,12206,15168
"Cristiana/Evangélica (014)",9089,1353,1581,1876,1622,1196,1461
"Otra (015)",2983,425,534,614,583,382,445
"Ninguna (016)",1034,143,314,283,166,64,64
,,,,,,,
"URBANA (018)",196568,28009,37730,41706,33604,24899,30620
"Católica (019)",173783,24632,33509,36932,29550,21922,27238
"Cristiana/Evangélica (020)",15129,2265,2631,3090,2656,2072,2415
"Otra (021)",5180,797,924,1018,961,687,793
"Ninguna (022)",2476,315,666,666,437,218,174
"Hombres (024)",95853,14061,18408,19895,16230,12216,15043
"Católica (025)",85078,12425,16431,17651,14360,10767,13444
"Cristiana/Evangélica (026)",6860,1049,1188,1377,1176,962,1108
"Otra (027)",2400,408,416,459,414,327,376
"Ninguna (028)",1515,179,373,408,280,160,115
"Mujeres (030)",100715,13948,19322,21811,17374,12683,15577
"Católica (031)",88705,12207,17078,19281,15190,11155,13794
"Cristiana/Evangélica (032)",8269,1216,1443,1713,1480,1110,1307
"Otra (033)",2780,389,508,559,547,360,417
"Ninguna (034)",961,136,293,258,157,58,59
,,,,,,,
"RURAL (036)",21726,3514,4424,4305,3430,2464,3589
"Católica (037)",19552,3160,4029,3855,3083,2227,3198
"Cristiana/Evangélica (038)",1595,257,284,305,257,179,313
"Otra (039)",427,76,65,97,72,47,70
"Ninguna (040)",152,21,46,48,18,11,8
"Hombres (042)",11472,1761,2414,2176,1794,1299,2028
"Católica (043)",10394,1587,2204,1969,1634,1176,1824
"Cristiana/Evangélica (044)",775,120,146,142,115,93,159
"Otra (045)",224,40,39,42,36,25,42
"Ninguna (046)",79,14,25,23,9,5,3
"Mujeres (048)",10254,1753,2010,2129,1636,1165,1561
"Católica (049)",9158,1573,1825,1886,1449,1051,1374
"Cristiana/Evangélica (050)",820,137,138,163,142,86,154
"Otra (051)",203,36,26,55,36,22,28
"Ninguna (052)",73,7,21,25,9,6,5
