"CUADRO Nº 1: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia HUANTA (000)",79233,23683,23807,15563,11087,5093
"Hombres (001)",39156,12064,12198,7589,5123,2182
"Mujeres (002)",40077,11619,11609,7974,5964,2911
"PEA (003)",29250,692,10717,9800,6417,1624
"Hombres (004)",20117,440,7403,6743,4342,1189
"Mujeres (005)",9133,252,3314,3057,2075,435
"Ocupada (006)",27905,666,9995,9408,6255,1581
"Hombres (007)",19171,420,6920,6460,4211,1160
"Mujeres (008)",8734,246,3075,2948,2044,421
"Desocupada (009)",1345,26,722,392,162,43
"Hombres (010)",946,20,483,283,131,29
"Mujeres (011)",399,6,239,109,31,14
"No PEA (012)",49983,22991,13090,5763,4670,3469
"Hombres (013)",19039,11624,4795,846,781,993
"Mujeres (014)",30944,11367,8295,4917,3889,2476
,,,,,,
"URBANA (018)",37073,10928,11617,7419,5057,2052
"Hombres (019)",17946,5503,5820,3456,2311,856
"Mujeres (020)",19127,5425,5797,3963,2746,1196
"PEA (021)",14433,428,4972,5115,3256,662
"Hombres (022)",8776,265,3085,3044,1959,423
"Mujeres (023)",5657,163,1887,2071,1297,239
"Ocupada (024)",13623,416,4538,4864,3159,646
"Hombres (025)",8250,254,2811,2881,1887,417
"Mujeres (026)",5373,162,1727,1983,1272,229
"Desocupada (027)",810,12,434,251,97,16
"Hombres (028)",526,11,274,163,72,6
"Mujeres (029)",284,1,160,88,25,10
"No PEA (030)",22640,10500,6645,2304,1801,1390
"Hombres (031)",9170,5238,2735,412,352,433
"Mujeres (032)",13470,5262,3910,1892,1449,957
,,,,,,
"RURAL (036)",42160,12755,12190,8144,6030,3041
"Hombres (037)",21210,6561,6378,4133,2812,1326
"Mujeres (038)",20950,6194,5812,4011,3218,1715
"PEA (039)",14817,264,5745,4685,3161,962
"Hombres (040)",11341,175,4318,3699,2383,766
"Mujeres (041)",3476,89,1427,986,778,196
"Ocupada (042)",14282,250,5457,4544,3096,935
"Hombres (043)",10921,166,4109,3579,2324,743
"Mujeres (044)",3361,84,1348,965,772,192
"Desocupada (045)",535,14,288,141,65,27
"Hombres (046)",420,9,209,120,59,23
"Mujeres (047)",115,5,79,21,6,4
"No PEA (048)",27343,12491,6445,3459,2869,2079
"Hombres (049)",9869,6386,2060,434,429,560
"Mujeres (050)",17474,6105,4385,3025,2440,1519
