"CUADRO Nº 35: POBLACIÓN DESOCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"12 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia ANGARAES (000)",1154,8,513,359,218,56
"Conviviente (001)",200,,116,65,17,2
"Separado(a) (002)",18,,8,8,2,
"Casado(a) (003)",562,,101,242,180,39
"Viudo(a) (004)",31,,1,4,12,14
"Divorciado(a) (005)",1,,,,1,
"Soltero(a) (006)",342,8,287,40,6,1
"Hombres (008)",940,3,390,297,196,54
"Conviviente (009)",157,,91,50,14,2
"Separado(a) (010)",5,,,3,2,
"Casado(a) (011)",506,,93,208,167,38
"Viudo(a) (012)",26,,,4,9,13
"Divorciado(a) (013)",1,,,,1,
"Soltero(a) (014)",245,3,206,32,3,1
"Mujeres (016)",214,5,123,62,22,2
"Conviviente (017)",43,,25,15,3,
"Separado(a) (018)",13,,8,5,,
"Casado(a) (019)",56,,8,34,13,1
"Viudo(a) (020)",5,,1,,3,1
"Soltero(a) (022)",97,5,81,8,3,
,,,,,,
"AREA URBANA (024)",293,5,125,110,47,6
"Conviviente (025)",79,,38,33,8,
"Separado(a) (026)",12,,7,4,1,
"Casado(a) (027)",102,,11,55,33,3
"Viudo(a) (028)",6,,,1,3,2
"Soltero(a) (030)",94,5,69,17,2,1
"Hombres (032)",169,1,71,64,29,4
"Conviviente (033)",47,,20,21,6,
"Separado(a) (034)",1,,,,1,
"Casado(a) (035)",61,,7,31,21,2
"Viudo(a) (036)",3,,,1,1,1
"Soltero(a) (038)",57,1,44,11,,1
"Mujeres (040)",124,4,54,46,18,2
"Conviviente (041)",32,,18,12,2,
"Separado(a) (042)",11,,7,4,,
"Casado(a) (043)",41,,4,24,12,1
"Viudo(a) (044)",3,,,,2,1
"Soltero(a) (046)",37,4,25,6,2,
,,,,,,
"AREA RURAL (048)",861,3,388,249,171,50
"Conviviente (049)",121,,78,32,9,2
"Separado(a) (050)",6,,1,4,1,
"Casado(a) (051)",460,,90,187,147,36
"Viudo(a) (052)",25,,1,3,9,12
"Divorciado(a) (053)",1,,,,1,
"Soltero(a) (054)",248,3,218,23,4,
"Hombres (056)",771,2,319,233,167,50
"Conviviente (057)",110,,71,29,8,2
"Separado(a) (058)",4,,,3,1,
"Casado(a) (059)",445,,86,177,146,36
"Viudo(a) (060)",23,,,3,8,12
"Divorciado(a) (061)",1,,,,1,
"Soltero(a) (062)",188,2,162,21,3,
"Mujeres (064)",90,1,69,16,4,
"Conviviente (065)",11,,7,3,1,
"Separado(a) (066)",2,,1,1,,
"Casado(a) (067)",15,,4,10,1,
"Viudo(a) (068)",2,,1,,1,
"Soltero(a) (070)",60,1,56,2,1,
