"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y RELIGIÓN QUE PROFESA",,,,,,,,,,
,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y RELIGION QUE PROFESA",TOTAL,"NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,"NO ESPECI- FICADO"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A MÁS",
,,,,,,,,,,
"Provincia PICOTA (000)",12582,12270,3000,1825,1769,1478,1872,1104,1222,312
"Católica (001)",8848,8623,2087,1311,1277,1056,1331,767,794,225
"Cristiana/Evangélica (002)",2295,2247,528,277,295,261,356,238,292,48
"Otra (003)",840,817,204,126,97,89,130,71,100,23
"Ninguna (004)",599,583,181,111,100,72,55,28,36,16
,,,,,,,,,,
"URBANA (006)",8358,8137,2083,1192,1218,1012,1214,693,725,221
"Católica (007)",6164,6006,1512,900,927,749,918,510,490,158
"Cristiana/Evangélica (008)",1417,1382,348,164,193,173,204,136,164,35
"Otra (009)",463,444,124,72,44,52,64,35,53,19
"Ninguna (010)",314,305,99,56,54,38,28,12,18,9
,,,,,,,,,,
"RURAL (012)",4224,4133,917,633,551,466,658,411,497,91
"Católica (013)",2684,2617,575,411,350,307,413,257,304,67
"Cristiana/Evangélica (014)",878,865,180,113,102,88,152,102,128,13
"Otra (015)",377,373,80,54,53,37,66,36,47,4
"Ninguna (016)",285,278,82,55,46,34,27,16,18,7
