"CUADRO Nº 15: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACIÓN",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia ASCOPE (000)",37960,1390,57,7966,15463,2692,5377,1371,3644
"Empleado (001)",8102,85,3,477,2160,690,2073,469,2145
"Obrero (002)",13843,579,30,3613,6452,888,1435,347,499
"Trabajador independiente (003)",13192,551,18,3081,5636,937,1629,475,865
"Empleador o patrono (004)",726,24,,180,314,40,79,22,67
"Trabajador familiar no remunerado (005)",1207,60,3,342,533,79,98,48,44
"Trabajador del hogar (006)",890,91,3,273,368,58,63,10,24
"Hombres (008)",27855,765,49,6005,12308,1949,3446,1021,2312
"Empleado (009)",4782,42,3,329,1522,403,1016,297,1170
"Obrero (010)",12884,459,28,3291,6115,839,1353,326,473
"Trabajador independiente (011)",8932,226,16,2043,4081,637,974,355,600
"Empleador o patrono (012)",610,11,,158,284,30,61,19,47
"Trabajador familiar no remunerado (013)",621,26,2,177,293,38,39,24,22
"Trabajador del hogar (014)",26,1,,7,13,2,3,,
"Mujeres (016)",10105,625,8,1961,3155,743,1931,350,1332
"Empleado (017)",3320,43,,148,638,287,1057,172,975
"Obrero (018)",959,120,2,322,337,49,82,21,26
"Trabajador independiente (019)",4260,325,2,1038,1555,300,655,120,265
"Empleador o patrono (020)",116,13,,22,30,10,18,3,20
"Trabajador familiar no remunerado (021)",586,34,1,165,240,41,59,24,22
"Trabajador del hogar (022)",864,90,3,266,355,56,60,10,24
,,,,,,,,,
"URBANA (024)",33145,1050,41,6320,13573,2414,4952,1281,3514
"Empleado (025)",7752,77,3,427,2063,658,1976,457,2091
"Obrero (026)",11196,366,18,2669,5417,731,1231,304,460
"Trabajador independiente (027)",11834,466,16,2579,5082,880,1527,449,835
"Empleador o patrono (028)",579,16,,127,247,34,72,19,64
"Trabajador familiar no remunerado (029)",958,42,2,264,421,58,89,42,40
"Trabajador del hogar (030)",826,83,2,254,343,53,57,10,24
"Hombres (032)",23716,500,34,4560,10613,1718,3127,948,2216
"Empleado (033)",4567,36,3,288,1449,389,970,289,1143
"Obrero (034)",10439,281,16,2435,5131,692,1164,286,434
"Trabajador independiente (035)",7787,163,14,1606,3598,590,903,338,575
"Empleador o patrono (036)",474,5,,109,220,24,55,17,44
"Trabajador familiar no remunerado (037)",424,14,1,116,202,21,32,18,20
"Trabajador del hogar (038)",25,1,,6,13,2,3,,
"Mujeres (040)",9429,550,7,1760,2960,696,1825,333,1298
"Empleado (041)",3185,41,,139,614,269,1006,168,948
"Obrero (042)",757,85,2,234,286,39,67,18,26
"Trabajador independiente (043)",4047,303,2,973,1484,290,624,111,260
"Empleador o patrono (044)",105,11,,18,27,10,17,2,20
"Trabajador familiar no remunerado (045)",534,28,1,148,219,37,57,24,20
"Trabajador del hogar (046)",801,82,2,248,330,51,54,10,24
,,,,,,,,,
"RURAL (048)",4815,340,16,1646,1890,278,425,90,130
"Empleado (049)",350,8,,50,97,32,97,12,54
"Obrero (050)",2647,213,12,944,1035,157,204,43,39
"Trabajador independiente (051)",1358,85,2,502,554,57,102,26,30
"Empleador o patrono (052)",147,8,,53,67,6,7,3,3
"Trabajador familiar no remunerado (053)",249,18,1,78,112,21,9,6,4
"Trabajador del hogar (054)",64,8,1,19,25,5,6,,
"Hombres (056)",4139,265,15,1445,1695,231,319,73,96
"Empleado (057)",215,6,,41,73,14,46,8,27
"Obrero (058)",2445,178,12,856,984,147,189,40,39
"Trabajador independiente (059)",1145,63,2,437,483,47,71,17,25
"Empleador o patrono (060)",136,6,,49,64,6,6,2,3
"Trabajador familiar no remunerado (061)",197,12,1,61,91,17,7,6,2
"Trabajador del hogar (062)",1,,,1,,,,,
"Mujeres (064)",676,75,1,201,195,47,106,17,34
"Empleado (065)",135,2,,9,24,18,51,4,27
"Obrero (066)",202,35,,88,51,10,15,3,
"Trabajador independiente (067)",213,22,,65,71,10,31,9,5
"Empleador o patrono (068)",11,2,,4,3,,1,1,
"Trabajador familiar no remunerado (069)",52,6,,17,21,4,2,,2
"Trabajador del hogar (070)",63,8,1,18,25,5,6,,
