"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia OYON (000)",17522,2437,584,6439,5745,618,475,393,831
"Jefe o Jefa (001)",5283,601,1,1824,1763,240,230,183,441
"Esposa(o)/ compa¤era(o) (002)",2904,470,2,1093,916,101,94,62,166
"Hijo(a)/ hijastro(a) (003)",7110,990,485,2835,2313,196,94,105,92
"Yerno/ nuera (004)",191,2,,18,129,9,11,6,16
"Nieto(a) (005)",591,142,67,239,130,5,,8,
"Padres/ suegros (006)",179,100,,66,10,1,,,2
"Otro(a) pariente (007)",884,113,23,301,331,37,28,14,37
"Trabajador(a) del hogar (008)",24,1,,5,15,2,1,,
"Pensionista (009)",19,,,2,11,,2,,4
"Otro(a) no pariente (010)",337,18,6,56,127,27,15,15,73
"Hombres (012)",8644,777,286,3077,3184,365,276,237,442
"Jefe o Jefa (013)",3689,146,,1253,1427,206,186,156,315
"Esposa(o)/ compa¤era(o) (014)",179,7,,55,87,10,2,3,15
"Hijo(a)/ hijastro(a) (015)",3633,496,241,1406,1232,105,59,52,42
"Yerno/ nuera (016)",83,1,,12,49,3,6,1,11
"Nieto(a) (017)",324,73,31,132,79,4,,5,
"Padres/ suegros (018)",50,7,,32,9,1,,,1
"Otro(a) pariente (019)",471,42,12,153,205,20,14,10,15
"Trabajador(a) del hogar (020)",5,1,,1,3,,,,
"Pensionista (021)",17,,,2,11,,,,4
"Otro(a) no pariente (022)",193,4,2,31,82,16,9,10,39
"Mujeres (024)",8878,1660,298,3362,2561,253,199,156,389
"Jefe o Jefa (025)",1594,455,1,571,336,34,44,27,126
"Esposa(o)/ compa¤era(o) (026)",2725,463,2,1038,829,91,92,59,151
"Hijo(a)/ hijastro(a) (027)",3477,494,244,1429,1081,91,35,53,50
"Yerno/ nuera (028)",108,1,,6,80,6,5,5,5
"Nieto(a) (029)",267,69,36,107,51,1,,3,
"Padres/ suegros (030)",129,93,,34,1,,,,1
"Otro(a) pariente (031)",413,71,11,148,126,17,14,4,22
"Trabajador(a) del hogar (032)",19,,,4,12,2,1,,
"Pensionista (033)",2,,,,,,2,,
"Otro(a) no pariente (034)",144,14,4,25,45,11,6,5,34
,,,,,,,,,
"URBANA (036)",12001,1541,431,4089,4109,480,389,303,659
"Jefe o Jefa (037)",3532,365,1,1067,1273,169,200,135,322
"Esposa(o)/ compa¤era(o) (038)",1992,288,2,650,690,88,75,58,141
"Hijo(a)/ hijastro(a) (039)",4906,664,358,1912,1593,155,66,81,77
"Yerno/ nuera (040)",132,,,6,92,7,7,5,15
"Nieto(a) (041)",375,79,48,156,83,5,,4,
"Padres/ suegros (042)",125,60,,53,9,1,,,2
"Otro(a) pariente (043)",643,69,19,196,252,33,26,12,36
"Trabajador(a) del hogar (044)",18,,,3,13,1,1,,
"Pensionista (045)",9,,,2,3,,,,4
"Otro(a) no pariente (046)",269,16,3,44,101,21,14,8,62
"Hombres (048)",5777,489,208,1902,2181,261,236,169,331
"Jefe o Jefa (049)",2420,69,,704,1002,138,170,110,227
