"CUADRO Nº 6: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR PERSONAS QUE PERTENECÍAN AL HOGAR Y AHORA VIVEN PERMANENTEMENTE EN OTRO PAÍS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE PERSONAS QUE VIVEN PERMANENTEMENTE EN OTRO PAÍS",,,,,,,NINGUNA
,,1,2,3,4,5,6,"7 Y MÁS",
,,,,,,,,,
"Provincia HUARAL",,,,,,,,,
"Hogares (001)",41319,3488,1413,792,529,242,164,165,34526
"Ocupantes presentes (002)",161991,13343,5150,2753,2020,1026,723,862,136114
"Casa independiente",,,,,,,,,
"Hogares (004)",37664,3229,1317,733,494,227,156,150,31358
"Ocupantes presentes (005)",149183,12487,4848,2568,1878,957,687,783,124975
"Departamento en edificio",,,,,,,,,
"Hogares (007)",822,70,25,13,7,2,3,4,698
"Ocupantes presentes (008)",2702,226,75,36,27,7,7,14,2310
"Vivienda en quinta",,,,,,,,,
"Hogares (010)",847,87,27,22,6,4,1,3,697
"Ocupantes presentes (011)",2903,297,78,80,24,22,6,12,2384
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (013)",808,65,28,14,11,5,2,4,679
"Ocupantes presentes (014)",2909,214,91,39,48,19,11,26,2461
"Choza o cabaña",,,,,,,,,
"Hogares (016)",312,11,7,2,5,,1,,286
"Ocupantes presentes (017)",1110,43,28,4,24,,6,,1005
"Vivienda improvisada",,,,,,,,,
"Hogares (019)",789,21,9,7,6,4,1,4,737
"Ocupantes presentes (020)",2971,66,30,23,19,21,6,27,2779
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (022)",70,5,,1,,,,,64
"Ocupantes presentes (023)",195,10,,3,,,,,182
"Otro tipo",,,,,,,,,
"Hogares (025)",7,,,,,,,,7
"Ocupantes presentes (026)",18,,,,,,,,18
,,,,,,,,,
URBANA,,,,,,,,,
"Hogares (028)",34273,3082,1233,722,475,224,142,157,28238
"Ocupantes presentes (029)",135396,11919,4489,2525,1800,971,648,809,112235
"Casa independiente",,,,,,,,,
"Hogares (031)",30943,2834,1144,665,445,209,135,142,25369
"Ocupantes presentes (032)",123732,11106,4215,2344,1682,902,618,730,102135
"Departamento en edificio",,,,,,,,,
"Hogares (034)",822,70,25,13,7,2,3,4,698
"Ocupantes presentes (035)",2702,226,75,36,27,7,7,14,2310
"Vivienda en quinta",,,,,,,,,
"Hogares (037)",847,87,27,22,6,4,1,3,697
"Ocupantes presentes (038)",2903,297,78,80,24,22,6,12,2384
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (040)",808,65,28,14,11,5,2,4,679
"Ocupantes presentes (041)",2909,214,91,39,48,19,11,26,2461
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Hogares (046)",789,21,9,7,6,4,1,4,737
"Ocupantes presentes (047)",2971,66,30,23,19,21,6,27,2779
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (049)",60,5,,1,,,,,54
"Ocupantes presentes (050)",164,10,,3,,,,,151
"Otro tipo",,,,,,,,,
"Hogares (052)",4,,,,,,,,4
"Ocupantes presentes (053)",15,,,,,,,,15
,,,,,,,,,
RURAL,,,,,,,,,
"Hogares (055)",7046,406,180,70,54,18,22,8,6288
"Ocupantes presentes (056)",26595,1424,661,228,220,55,75,53,23879
"Casa independiente",,,,,,,,,
"Hogares (058)",6721,395,173,68,49,18,21,8,5989
"Ocupantes presentes (059)",25451,1381,633,224,196,55,69,53,22840
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Hogares (070)",312,11,7,2,5,,1,,286
"Ocupantes presentes (071)",1110,43,28,4,24,,6,,1005
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (076)",10,,,,,,,,10
"Ocupantes presentes (077)",31,,,,,,,,31
"Otro tipo",,,,,,,,,
"Hogares (079)",3,,,,,,,,3
"Ocupantes presentes (080)",3,,,,,,,,3
