"CUADRO Nº 19: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR NÚMERO DE HABITACIONES DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HABITACIONES DE LA VIVIENDA",,,,,,,
,,1,2,3,4,5,6,7,"8 Y MÁS"
,,,,,,,,,
"Provincia HUANCANE",,,,,,,,,
"Viviendas particulares (001)",22288,5842,8482,4754,1997,609,286,105,213
"Ocupantes presentes (002)",68806,14677,26296,16270,6868,2273,1099,454,869
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",17296,4083,6658,3791,1635,525,286,105,213
"Ocupantes presentes (005)",53697,10235,20644,12886,5568,1942,1099,454,869
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",2,1,,,,1,,,
"Ocupantes presentes (008)",5,3,,,,2,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",8,,1,1,6,,,,
"Ocupantes presentes (011)",26,,3,3,20,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",18,4,8,1,5,,,,
"Ocupantes presentes (014)",49,7,31,1,10,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",4943,1738,1812,959,351,83,,,
"Ocupantes presentes (017)",14979,4401,5606,3373,1270,329,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",1,1,,,,,,,
"Ocupantes presentes (020)",1,1,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",9,4,3,2,,,,,
"Ocupantes presentes (023)",27,8,12,7,,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",11,11,,,,,,,
"Ocupantes presentes (026)",22,22,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",3975,602,1153,731,668,304,234,87,196
"Ocupantes presentes (029)",13146,1607,3470,2587,2231,1185,898,368,800
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",3938,592,1141,728,657,303,234,87,196
"Ocupantes presentes (032)",13043,1589,3424,2580,2201,1183,898,368,800
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",2,1,,,,1,,,
"Ocupantes presentes (035)",5,3,,,,2,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",8,,1,1,6,,,,
"Ocupantes presentes (038)",26,,3,3,20,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",18,4,8,1,5,,,,
"Ocupantes presentes (041)",49,7,31,1,10,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",1,1,,,,,,,
"Ocupantes presentes (047)",1,1,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",7,3,3,1,,,,,
"Ocupantes presentes (050)",19,4,12,3,,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (052)",1,1,,,,,,,
"Ocupantes presentes (053)",3,3,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",18313,5240,7329,4023,1329,305,52,18,17
"Ocupantes presentes (056)",55660,13070,22826,13683,4637,1088,201,86,69
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",13358,3491,5517,3063,978,222,52,18,17
"Ocupantes presentes (059)",40654,8646,17220,10306,3367,759,201,86,69
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",4943,1738,1812,959,351,83,,,
"Ocupantes presentes (071)",14979,4401,5606,3373,1270,329,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",2,1,,1,,,,,
"Ocupantes presentes (077)",8,4,,4,,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (079)",10,10,,,,,,,
"Ocupantes presentes (080)",19,19,,,,,,,
