"CUADRO Nº 10: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia COTABAMBAS (000)",7522,4915,1267,469,871
"Hombres (001)",5534,3550,941,343,700
"Mujeres (002)",1988,1365,326,126,171
"De 06 a 14 años (003)",144,115,28,1,
"Hombres (004)",81,60,21,,
"Mujeres (005)",63,55,7,1,
"De 15 a 29 años (006)",2089,1265,395,138,291
"Hombres (007)",1456,861,278,100,217
"Mujeres (008)",633,404,117,38,74
"De 30 a 44 años (009)",2860,1714,478,217,451
"Hombres (010)",2091,1226,343,154,368
"Mujeres (011)",769,488,135,63,83
"De 45 a 64 años (012)",1849,1326,299,102,122
"Hombres (013)",1451,1021,243,79,108
"Mujeres (014)",398,305,56,23,14
"De 65 y más años (015)",580,495,67,11,7
"Hombres (016)",455,382,56,10,7
"Mujeres (017)",125,113,11,1,
,,,,,
"URBANA (018)",3456,1885,482,327,762
"Hombres (019)",2348,1181,324,230,613
"Mujeres (020)",1108,704,158,97,149
"De 06 a 14 años (021)",59,55,3,1,
"Hombres (022)",29,26,3,,
"Mujeres (023)",30,29,,1,
"De 15 a 29 años (024)",964,498,143,77,246
"Hombres (025)",614,291,88,52,183
"Mujeres (026)",350,207,55,25,63
"De 30 a 44 años (027)",1497,705,208,174,410
"Hombres (028)",1017,428,135,118,336
"Mujeres (029)",480,277,73,56,74
"De 45 a 64 años (030)",767,484,112,69,102
"Hombres (031)",569,339,86,54,90
"Mujeres (032)",198,145,26,15,12
"De 65 y más años (033)",169,143,16,6,4
"Hombres (034)",119,97,12,6,4
"Mujeres (035)",50,46,4,,
,,,,,
"RURAL (036)",4066,3030,785,142,109
"Hombres (037)",3186,2369,617,113,87
"Mujeres (038)",880,661,168,29,22
"De 06 a 14 años (039)",85,60,25,,
"Hombres (040)",52,34,18,,
"Mujeres (041)",33,26,7,,
"De 15 a 29 años (042)",1125,767,252,61,45
"Hombres (043)",842,570,190,48,34
"Mujeres (044)",283,197,62,13,11
"De 30 a 44 años (045)",1363,1009,270,43,41
"Hombres (046)",1074,798,208,36,32
"Mujeres (047)",289,211,62,7,9
"De 45 a 64 años (048)",1082,842,187,33,20
"Hombres (049)",882,682,157,25,18
"Mujeres (050)",200,160,30,8,2
"De 65 y más años (051)",411,352,51,5,3
"Hombres (052)",336,285,44,4,3
"Mujeres (053)",75,67,7,1,
