"CUADRO Nº 36: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia CALCA (000)",480,138,342
"De 14 a 29 años (001)",250,101,149
"De 30 a 44 años (002)",147,29,118
"De 45 a 64 años (003)",74,8,66
"De 65 y más años (004)",9,,9
"Hombres (005)",328,87,241
"De 14 a 29 años (006)",151,57,94
"De 30 a 44 años (007)",112,25,87
"De 45 a 64 años (008)",57,5,52
"De 65 y más años (009)",8,,8
"Mujeres (010)",152,51,101
"De 14 a 29 años (011)",99,44,55
"De 30 a 44 años (012)",35,4,31
"De 45 a 64 años (013)",17,3,14
"De 65 y más años (014)",1,,1
,,,
"AREA URBANA (015)",292,65,227
"De 14 a 29 años (016)",150,46,104
"De 30 a 44 años (017)",86,13,73
"De 45 a 64 años (018)",48,6,42
"De 65 y más años (019)",8,,8
"Hombres (020)",184,35,149
"De 14 a 29 años (021)",89,23,66
"De 30 a 44 años (022)",54,9,45
"De 45 a 64 años (023)",34,3,31
"De 65 y más años (024)",7,,7
"Mujeres (025)",108,30,78
"De 14 a 29 años (026)",61,23,38
"De 30 a 44 años (027)",32,4,28
"De 45 a 64 años (028)",14,3,11
"De 65 y más años (029)",1,,1
,,,
"AREA RURAL (030)",188,73,115
"De 14 a 29 años (031)",100,55,45
"De 30 a 44 años (032)",61,16,45
"De 45 a 64 años (033)",26,2,24
"De 65 y más años (034)",1,,1
"Hombres (035)",144,52,92
"De 14 a 29 años (036)",62,34,28
"De 30 a 44 años (037)",58,16,42
"De 45 a 64 años (038)",23,2,21
"De 65 y más años (039)",1,,1
"Mujeres (040)",44,21,23
"De 14 a 29 años (041)",38,21,17
"De 30 a 44 años (042)",3,,3
"De 45 a 64 años (043)",3,,3
