"CUADRO Nº 8: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR MATERIAL PREDOMINANTE EN LOS PISOS DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"MATERIAL PREDOMINANTE EN LOS PISOS DE LA VIVIENDA",,,,,,
,,TIERRA,CEMENTO,"LOSETAS, TERRAZOS, CERÁMICOS O SIMILARES","PARQUET O MADERA PULIDA","MADERA (PONA, TOR-NILLO, ETC.)","LÁMINAS ASFÁL-TICAS, VINÍLICOS O SIMILARES","OTRO MATERIAL"
,,,,,,,,
"Provincia HUACAYBAMBA",,,,,,,,
"Viviendas particulares (001)",4433,4302,64,,2,58,7,
"Ocupantes presentes (002)",20321,19893,225,,3,178,22,
"Casa independiente",,,,,,,,
"Viviendas particulares (004)",4373,4247,62,,2,55,7,
"Ocupantes presentes (005)",20130,19716,215,,3,174,22,
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Viviendas particulares (010)",2,,2,,,,,
"Ocupantes presentes (011)",10,,10,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Choza o cabaña",,,,,,,,
"Viviendas particulares (016)",56,53,,,,3,,
"Ocupantes presentes (017)",171,167,,,,4,,
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Viviendas particulares (022)",2,2,,,,,,
"Ocupantes presentes (023)",10,10,,,,,,
"Otro tipo",,,,,,,,
,,,,,,,,
URBANA,,,,,,,,
"Viviendas particulares (028)",852,797,44,,1,7,3,
"Ocupantes presentes (029)",3617,3467,129,,1,10,10,
"Casa independiente",,,,,,,,
"Viviendas particulares (031)",849,796,42,,1,7,3,
"Ocupantes presentes (032)",3602,3462,119,,1,10,10,
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Viviendas particulares (037)",2,,2,,,,,
"Ocupantes presentes (038)",10,,10,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Choza o cabaña",,,,,,,,
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Viviendas particulares (049)",1,1,,,,,,
"Ocupantes presentes (050)",5,5,,,,,,
"Otro tipo",,,,,,,,
,,,,,,,,
RURAL,,,,,,,,
"Viviendas particulares (055)",3581,3505,20,,1,51,4,
"Ocupantes presentes (056)",16704,16426,96,,2,168,12,
"Casa independiente",,,,,,,,
"Viviendas particulares (058)",3524,3451,20,,1,48,4,
"Ocupantes presentes (059)",16528,16254,96,,2,164,12,
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Choza o cabaña",,,,,,,,
"Viviendas particulares (070)",56,53,,,,3,,
"Ocupantes presentes (071)",171,167,,,,4,,
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Viviendas particulares (076)",1,1,,,,,,
"Ocupantes presentes (077)",5,5,,,,,,
"Otro tipo",,,,,,,,
