"CUADRO Nº 4: POBLACIÓN TOTAL EN VIVIENDAS PARTICULARES, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,
,,,,,,,
"PROVINCIA, DISTRITO, ÁREA, URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia HUARI (000)",59801,1192,20489,14357,9554,8637,5572
"Jefe o Jefa (001)",14710,,28,2049,4428,4826,3379
"Esposa(o) / compañera(o) (002)",9530,,16,1979,3443,2950,1142
"Hijo(a) / hijastro(a) (003)",27291,866,17089,8162,954,213,7
"Yerno / nuera (004)",697,,9,476,175,35,2
"Nieto(a) (005)",2714,225,2086,378,25,,
"Padres / suegros (006)",951,,,2,14,188,747
"Otro(a) pariente (007)",3128,97,1190,916,345,321,259
"Trabajador(a) del hogar (008)",73,,3,48,9,8,5
"Pensionistas (009)",100,,,69,22,8,1
"Otro(a) no pariente (010)",607,4,68,278,139,88,30
"Hombres (011)",29627,585,10344,7458,4656,4073,2511
"Jefe o Jefa (012)",10131,,15,1436,3266,3360,2054
"Esposa(o) / compañera(o) (013)",1141,,11,238,431,313,148
"Hijo(a) / hijastro(a) (014)",14237,418,8621,4596,498,102,2
"Yerno / nuera (015)",358,,3,193,131,29,2
"Nieto(a) (016)",1413,122,1058,216,17,,
"Padres / suegros (017)",234,,,2,5,43,184
"Otro(a) pariente (018)",1642,43,597,560,188,154,100
"Trabajador(a) del hogar (019)",12,,1,2,3,4,2
"Pensionistas (020)",77,,,49,19,8,1
"Otro(a) no pariente (021)",382,2,38,166,98,60,18
"Mujeres (022)",30174,607,10145,6899,4898,4564,3061
"Jefe o Jefa (023)",4579,,13,613,1162,1466,1325
"Esposa(o) / compañera(o) (024)",8389,,5,1741,3012,2637,994
"Hijo(a) / hijastro(a) (025)",13054,448,8468,3566,456,111,5
"Yerno / nuera (026)",339,,6,283,44,6,
"Nieto(a) (027)",1301,103,1028,162,8,,
"Padres / suegros (028)",717,,,,9,145,563
"Otro(a) pariente (029)",1486,54,593,356,157,167,159
"Trabajador(a) del hogar (030)",61,,2,46,6,4,3
"Pensionistas (031)",23,,,20,3,,
"Otro(a) no pariente (032)",225,2,30,112,41,28,12
,,,,,,,
"URBANA (033)",21810,429,6993,5404,3965,3136,1883
"Jefe o Jefa (034)",5379,,16,757,1812,1715,1079
"Esposa(o) / compañera(o) (035)",3392,,8,660,1357,992,375
"Hijo(a) / hijastro(a) (036)",9241,293,5660,2826,365,95,2
"Yerno / nuera (037)",291,,1,183,86,20,1
"Nieto(a) (038)",900,85,677,126,12,,
"Padres / suegros (039)",370,,,,4,80,286
"Otro(a) pariente (040)",1632,48,580,525,202,162,115
"Trabajador(a) del hogar (041)",62,,3,41,8,7,3
"Pensionistas (042)",69,,,53,12,3,1
"Otro(a) no pariente (043)",474,3,48,233,107,62,21
"Hombres (044)",10939,204,3615,2795,1940,1534,851
"Jefe o Jefa (045)",3585,,8,476,1262,1172,667
"Esposa(o) / compañera(o) (046)",506,,7,94,202,147,56
"Hijo(a) / hijastro(a) (047)",4905,136,2930,1594,194,51,
"Yerno / nuera (048)",151,,,69,66,15,1
"Nieto(a) (049)",472,49,335,79,9,,
"Padres / suegros (050)",98,,,,3,24,71
"Otro(a) pariente (051)",865,17,306,310,112,77,43
"Trabajador(a) del hogar (052)",10,,1,2,3,3,1
"Pensionistas (053)",50,,,35,11,3,1
"Otro(a) no pariente (054)",297,2,28,136,78,42,11
"Mujeres (055)",10871,225,3378,2609,2025,1602,1032
"Jefe o Jefa (056)",1794,,8,281,550,543,412
"Esposa(o) / compañera(o) (057)",2886,,1,566,1155,845,319
"Hijo(a) / hijastro(a) (058)",4336,157,2730,1232,171,44,2
"Yerno / nuera (059)",140,,1,114,20,5,
"Nieto(a) (060)",428,36,342,47,3,,
"Padres / suegros (061)",272,,,,1,56,215
"Otro(a) pariente (062)",767,31,274,215,90,85,72
"Trabajador(a) del hogar (063)",52,,2,39,5,4,2
"Pensionistas (064)",19,,,18,1,,
"Otro(a) no pariente (065)",177,1,20,97,29,20,10
,,,,,,,
"RURAL (066)",37991,763,13496,8953,5589,5501,3689
"Jefe o Jefa (067)",9331,,12,1292,2616,3111,2300
"Esposa(o) / compañera(o) (068)",6138,,8,1319,2086,1958,767
"Hijo(a) / hijastro(a) (069)",18050,573,11429,5336,589,118,5
"Yerno / nuera (070)",406,,8,293,89,15,1
"Nieto(a) (071)",1814,140,1409,252,13,,
"Padres / suegros (072)",581,,,2,10,108,461
"Otro(a) pariente (073)",1496,49,610,391,143,159,144
"Trabajador(a) del hogar (074)",11,,,7,1,1,2
"Pensionistas (075)",31,,,16,10,5,
"Otro(a) no pariente (076)",133,1,20,45,32,26,9
"Hombres (077)",18688,381,6729,4663,2716,2539,1660
"Jefe o Jefa (078)",6546,,7,960,2004,2188,1387
"Esposa(o) / compañera(o) (079)",635,,4,144,229,166,92
"Hijo(a) / hijastro(a) (080)",9332,282,5691,3002,304,51,2
"Yerno / nuera (081)",207,,3,124,65,14,1
"Nieto(a) (082)",941,73,723,137,8,,
"Padres / suegros (083)",136,,,2,2,19,113
"Otro(a) pariente (084)",777,26,291,250,76,77,57
"Trabajador(a) del hogar (085)",2,,,,,1,1
"Pensionistas (086)",27,,,14,8,5,
"Otro(a) no pariente (087)",85,,10,30,20,18,7
"Mujeres (088)",19303,382,6767,4290,2873,2962,2029
"Jefe o Jefa (089)",2785,,5,332,612,923,913
"Esposa(o) / compañera(o) (090)",5503,,4,1175,1857,1792,675
"Hijo(a) / hijastro(a) (091)",8718,291,5738,2334,285,67,3
"Yerno / nuera (092)",199,,5,169,24,1,
"Nieto(a) (093)",873,67,686,115,5,,
"Padres / suegros (094)",445,,,,8,89,348
"Otro(a) pariente (095)",719,23,319,141,67,82,87
"Trabajador(a) del hogar (096)",9,,,7,1,,1
"Pensionistas (097)",4,,,2,2,,
