"CUADRO Nº 4: POBLACIÓN TOTAL EN VIVIENDAS PARTICULARES, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,
,,,,,,,
"PROVINCIA, DISTRITO, ÁREA, URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia BARRANCA (000)",132914,2305,35511,35677,26973,22018,10430
"Jefe o Jefa (001)",34159,,32,4460,10942,12201,6524
"Esposa(o) / compañera(o) (002)",20827,,34,4319,7805,6683,1986
"Hijo(a) / hijastro(a) (003)",52681,1329,25269,19312,5430,1316,25
"Yerno / nuera (004)",2771,,31,1516,1021,195,8
"Nieto(a) (005)",10524,768,7595,2026,124,11,
"Padres / suegros (006)",1775,,,1,28,456,1290
"Otro(a) pariente (007)",8434,197,2322,3244,1238,931,502
"Trabajador(a) del hogar (008)",110,,6,69,13,18,4
"Pensionistas (009)",169,,1,94,43,21,10
"Otro(a) no pariente (010)",1464,11,221,636,329,186,81
"Hombres (011)",66415,1183,17881,17898,13149,10880,5424
"Jefe o Jefa (012)",24828,,12,3264,8160,8834,4558
"Esposa(o) / compañera(o) (013)",1439,,18,375,474,407,165
"Hijo(a) / hijastro(a) (014)",27171,682,12737,10256,2804,679,13
"Yerno / nuera (015)",1523,,15,660,680,160,8
"Nieto(a) (016)",5406,393,3825,1113,66,9,
"Padres / suegros (017)",542,,,1,9,120,412
"Otro(a) pariente (018)",4549,103,1161,1802,731,539,213
"Trabajador(a) del hogar (019)",10,,,5,3,2,
"Pensionistas (020)",125,,,68,32,17,8
"Otro(a) no pariente (021)",822,5,113,354,190,113,47
"Mujeres (022)",66499,1122,17630,17779,13824,11138,5006
"Jefe o Jefa (023)",9331,,20,1196,2782,3367,1966
"Esposa(o) / compañera(o) (024)",19388,,16,3944,7331,6276,1821
"Hijo(a) / hijastro(a) (025)",25510,647,12532,9056,2626,637,12
"Yerno / nuera (026)",1248,,16,856,341,35,
"Nieto(a) (027)",5118,375,3770,913,58,2,
"Padres / suegros (028)",1233,,,,19,336,878
"Otro(a) pariente (029)",3885,94,1161,1442,507,392,289
"Trabajador(a) del hogar (030)",100,,6,64,10,16,4
"Pensionistas (031)",44,,1,26,11,4,2
"Otro(a) no pariente (032)",642,6,108,282,139,73,34
,,,,,,,
"URBANA (033)",113295,1911,30012,30168,23176,19018,9010
"Jefe o Jefa (034)",29000,,28,3578,9255,10517,5622
"Esposa(o) / compañera(o) (035)",17382,,29,3390,6576,5681,1706
"Hijo(a) / hijastro(a) (036)",44584,1060,20947,16518,4837,1198,24
"Yerno / nuera (037)",2445,,24,1324,914,177,6
"Nieto(a) (038)",9382,679,6763,1817,113,10,
"Padres / suegros (039)",1561,,,1,27,401,1132
"Otro(a) pariente (040)",7326,161,2021,2796,1093,822,433
"Trabajador(a) del hogar (041)",107,,6,68,12,17,4
"Pensionistas (042)",164,,1,90,42,21,10
"Otro(a) no pariente (043)",1344,11,193,586,307,174,73
"Hombres (044)",56125,970,15068,14982,11136,9310,4659
"Jefe o Jefa (045)",20648,,9,2518,6747,7478,3896
"Esposa(o) / compañera(o) (046)",1285,,17,327,417,370,154
"Hijo(a) / hijastro(a) (047)",22803,540,10528,8651,2458,613,13
"Yerno / nuera (048)",1341,,12,574,604,145,6
"Nieto(a) (049)",4803,344,3395,995,61,8,
"Padres / suegros (050)",469,,,1,9,102,357
"Otro(a) pariente (051)",3914,81,1014,1528,633,473,185
"Trabajador(a) del hogar (052)",10,,,5,3,2,
"Pensionistas (053)",121,,,65,31,17,8
"Otro(a) no pariente (054)",731,5,93,318,173,102,40
"Mujeres (055)",57170,941,14944,15186,12040,9708,4351
"Jefe o Jefa (056)",8352,,19,1060,2508,3039,1726
"Esposa(o) / compañera(o) (057)",16097,,12,3063,6159,5311,1552
"Hijo(a) / hijastro(a) (058)",21781,520,10419,7867,2379,585,11
"Yerno / nuera (059)",1104,,12,750,310,32,
"Nieto(a) (060)",4579,335,3368,822,52,2,
"Padres / suegros (061)",1092,,,,18,299,775
"Otro(a) pariente (062)",3412,80,1007,1268,460,349,248
"Trabajador(a) del hogar (063)",97,,6,63,9,15,4
"Pensionistas (064)",43,,1,25,11,4,2
"Otro(a) no pariente (065)",613,6,100,268,134,72,33
,,,,,,,
"RURAL (066)",19619,394,5499,5509,3797,3000,1420
"Jefe o Jefa (067)",5159,,4,882,1687,1684,902
"Esposa(o) / compañera(o) (068)",3445,,5,929,1229,1002,280
"Hijo(a) / hijastro(a) (069)",8097,269,4322,2794,593,118,1
"Yerno / nuera (070)",326,,7,192,107,18,2
"Nieto(a) (071)",1142,89,832,209,11,1,
"Padres / suegros (072)",214,,,,1,55,158
"Otro(a) pariente (073)",1108,36,301,448,145,109,69
"Trabajador(a) del hogar (074)",3,,,1,1,1,
"Pensionistas (075)",5,,,4,1,,
"Otro(a) no pariente (076)",120,,28,50,22,12,8
"Hombres (077)",10290,213,2813,2916,2013,1570,765
"Jefe o Jefa (078)",4180,,3,746,1413,1356,662
"Esposa(o) / compañera(o) (079)",154,,1,48,57,37,11
"Hijo(a) / hijastro(a) (080)",4368,142,2209,1605,346,66,
"Yerno / nuera (081)",182,,3,86,76,15,2
"Nieto(a) (082)",603,49,430,118,5,1,
"Padres / suegros (083)",73,,,,,18,55
"Otro(a) pariente (084)",635,22,147,274,98,66,28
"Pensionistas (086)",4,,,3,1,,
"Otro(a) no pariente (087)",91,,20,36,17,11,7
"Mujeres (088)",9329,181,2686,2593,1784,1430,655
"Jefe o Jefa (089)",979,,1,136,274,328,240
"Esposa(o) / compañera(o) (090)",3291,,4,881,1172,965,269
"Hijo(a) / hijastro(a) (091)",3729,127,2113,1189,247,52,1
"Yerno / nuera (092)",144,,4,106,31,3,
"Nieto(a) (093)",539,40,402,91,6,,
"Padres / suegros (094)",141,,,,1,37,103
"Otro(a) pariente (095)",473,14,154,174,47,43,41
