"CUADRO Nº 6: POBLACIÓN DE 18 Y MÁS AÑOS DE EDAD, POR TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI), SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)",
,,"TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)","NO TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)"
,,,
"Provincia DATEM DEL MARAÑON (000)",21566,17834,3732
"Hombres (001)",11120,9510,1610
"Mujeres (002)",10446,8324,2122
"De 18 a 29 años (003)",9568,7420,2148
"Hombres (004)",4689,3581,1108
"Mujeres (005)",4879,3839,1040
"De 30 a 44 años (006)",7097,6309,788
"Hombres (007)",3736,3474,262
"Mujeres (008)",3361,2835,526
"De 45 a 64 años (009)",4038,3465,573
"Hombres (010)",2230,2062,168
"Mujeres (011)",1808,1403,405
"De 65 y más años (012)",863,640,223
"Hombres (013)",465,393,72
"Mujeres (014)",398,247,151
,,,
"URBANA (015)",6361,5808,553
"Hombres (016)",3192,2956,236
"Mujeres (017)",3169,2852,317
"De 18 a 29 años (018)",2625,2270,355
"Hombres (019)",1227,1056,171
"Mujeres (020)",1398,1214,184
"De 30 a 44 años (021)",2160,2081,79
"Hombres (022)",1093,1060,33
"Mujeres (023)",1067,1021,46
"De 45 a 64 años (024)",1291,1215,76
"Hombres (025)",710,689,21
"Mujeres (026)",581,526,55
"De 65 y más años (027)",285,242,43
"Hombres (028)",162,151,11
"Mujeres (029)",123,91,32
,,,
"RURAL (030)",15205,12026,3179
"Hombres (031)",7928,6554,1374
"Mujeres (032)",7277,5472,1805
"De 18 a 29 años (033)",6943,5150,1793
"Hombres (034)",3462,2525,937
"Mujeres (035)",3481,2625,856
"De 30 a 44 años (036)",4937,4228,709
"Hombres (037)",2643,2414,229
"Mujeres (038)",2294,1814,480
"De 45 a 64 años (039)",2747,2250,497
"Hombres (040)",1520,1373,147
"Mujeres (041)",1227,877,350
"De 65 y más años (042)",578,398,180
"Hombres (043)",303,242,61
"Mujeres (044)",275,156,119
