"CUADRO Nº 1: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR NÚMERO DE HOGARES, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HOGARES",,,,
,,1,2,3,4,"5 Y MÁS"
,,,,,,
"Provincia YAROWILCA",,,,,,
"Viviendas particulares (001)",8160,8118,37,5,,
"Ocupantes presentes (002)",32339,31977,306,56,,
"Casa independiente",,,,,,
"Viviendas particulares (004)",8045,8003,37,5,,
"Ocupantes presentes (005)",32023,31661,306,56,,
"Departamento en edificio",,,,,,
"Vivienda en quinta",,,,,,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (013)",3,3,,,,
"Ocupantes presentes (014)",11,11,,,,
"Choza o cabaña",,,,,,
"Viviendas particulares (016)",110,110,,,,
"Ocupantes presentes (017)",301,301,,,,
"Vivienda improvisada",,,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (022)",2,2,,,,
"Ocupantes presentes (023)",4,4,,,,
"Otro tipo",,,,,,
,,,,,,
URBANA,,,,,,
"Viviendas particulares (028)",1995,1960,30,5,,
"Ocupantes presentes (029)",7883,7588,239,56,,
"Casa independiente",,,,,,
"Viviendas particulares (031)",1990,1955,30,5,,
"Ocupantes presentes (032)",7868,7573,239,56,,
"Departamento en edificio",,,,,,
"Vivienda en quinta",,,,,,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (040)",3,3,,,,
"Ocupantes presentes (041)",11,11,,,,
"Choza o cabaña",,,,,,
"Vivienda improvisada",,,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (049)",2,2,,,,
"Ocupantes presentes (050)",4,4,,,,
"Otro tipo",,,,,,
,,,,,,
RURAL,,,,,,
"Viviendas particulares (055)",6165,6158,7,,,
"Ocupantes presentes (056)",24456,24389,67,,,
"Casa independiente",,,,,,
"Viviendas particulares (058)",6055,6048,7,,,
"Ocupantes presentes (059)",24155,24088,67,,,
"Departamento en edificio",,,,,,
"Vivienda en quinta",,,,,,
"Vivienda en casa de vecindad",,,,,,
"Choza o cabaña",,,,,,
"Viviendas particulares (070)",110,110,,,,
"Ocupantes presentes (071)",301,301,,,,
"Vivienda improvisada",,,,,,
"Local no dest.para hab. humana",,,,,,
"Otro tipo",,,,,,
