"CUADRO Nº 1: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia LA MAR (000)",71198,21395,20603,15039,9894,4267
"Hombres (001)",36751,11055,11009,7777,4910,2000
"Mujeres (002)",34447,10340,9594,7262,4984,2267
"PEA (003)",27806,911,9965,9497,5845,1588
"Hombres (004)",20124,598,7243,6855,4210,1218
"Mujeres (005)",7682,313,2722,2642,1635,370
"Ocupada (006)",26558,871,9340,9123,5677,1547
"Hombres (007)",19228,576,6809,6577,4080,1186
"Mujeres (008)",7330,295,2531,2546,1597,361
"Desocupada (009)",1248,40,625,374,168,41
"Hombres (010)",896,22,434,278,130,32
"Mujeres (011)",352,18,191,96,38,9
"No PEA (012)",43392,20484,10638,5542,4049,2679
"Hombres (013)",16627,10457,3766,922,700,782
"Mujeres (014)",26765,10027,6872,4620,3349,1897
,,,,,,
"URBANA (018)",29569,8492,9128,6660,3941,1348
"Hombres (019)",15139,4354,4744,3421,2013,607
"Mujeres (020)",14430,4138,4384,3239,1928,741
"PEA (021)",12949,475,4629,4648,2644,553
"Hombres (022)",8463,287,3014,3037,1746,379
"Mujeres (023)",4486,188,1615,1611,898,174
"Ocupada (024)",12204,448,4267,4413,2542,534
"Hombres (025)",7964,274,2775,2876,1672,367
"Mujeres (026)",4240,174,1492,1537,870,167
"Desocupada (027)",745,27,362,235,102,19
"Hombres (028)",499,13,239,161,74,12
"Mujeres (029)",246,14,123,74,28,7
"No PEA (030)",16620,8017,4499,2012,1297,795
"Hombres (031)",6676,4067,1730,384,267,228
"Mujeres (032)",9944,3950,2769,1628,1030,567
,,,,,,
"RURAL (036)",41629,12903,11475,8379,5953,2919
"Hombres (037)",21612,6701,6265,4356,2897,1393
"Mujeres (038)",20017,6202,5210,4023,3056,1526
"PEA (039)",14857,436,5336,4849,3201,1035
"Hombres (040)",11661,311,4229,3818,2464,839
"Mujeres (041)",3196,125,1107,1031,737,196
"Ocupada (042)",14354,423,5073,4710,3135,1013
"Hombres (043)",11264,302,4034,3701,2408,819
"Mujeres (044)",3090,121,1039,1009,727,194
"Desocupada (045)",503,13,263,139,66,22
"Hombres (046)",397,9,195,117,56,20
"Mujeres (047)",106,4,68,22,10,2
"No PEA (048)",26772,12467,6139,3530,2752,1884
"Hombres (049)",9951,6390,2036,538,433,554
"Mujeres (050)",16821,6077,4103,2992,2319,1330
