"CUADRO Nº 12: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia HUANCA SANCOS (000)",9211,1137,101,4487,2488,183,378,137,300
"Hombres (001)",4463,184,37,2056,1533,107,216,114,216
"Mujeres (002)",4748,953,64,2431,955,76,162,23,84
"PEA (003)",3747,398,3,1438,1115,116,311,88,278
"Hombres (004)",2342,95,,839,861,80,187,79,201
"Mujeres (005)",1405,303,3,599,254,36,124,9,77
"Ocupada (006)",3573,391,3,1362,1046,112,301,86,272
"Hombres (007)",2189,88,,775,801,76,177,77,195
"Mujeres (008)",1384,303,3,587,245,36,124,9,77
"Desocupada (009)",174,7,,76,69,4,10,2,6
"Hombres (010)",153,7,,64,60,4,10,2,6
"Mujeres (011)",21,,,12,9,,,,
"No PEA (012)",5464,739,98,3049,1373,67,67,49,22
"Hombres (013)",2121,89,37,1217,672,27,29,35,15
"Mujeres (014)",3343,650,61,1832,701,40,38,14,7
,,,,,,,,,
"URBANA (018)",6240,570,81,2926,1826,144,330,91,272
"Hombres (019)",3025,80,31,1308,1080,78,179,74,195
"Mujeres (020)",3215,490,50,1618,746,66,151,17,77
"PEA (021)",2416,141,,817,778,88,276,63,253
"Hombres (022)",1511,31,,449,580,59,157,54,181
"Mujeres (023)",905,110,,368,198,29,119,9,72
"Ocupada (024)",2339,140,,789,743,85,270,63,249
"Hombres (025)",1444,30,,424,552,56,151,54,177
"Mujeres (026)",895,110,,365,191,29,119,9,72
"Desocupada (027)",77,1,,28,35,3,6,,4
"Hombres (028)",67,1,,25,28,3,6,,4
"Mujeres (029)",10,,,3,7,,,,
"No PEA (030)",3824,429,81,2109,1048,56,54,28,19
"Hombres (031)",1514,49,31,859,500,19,22,20,14
"Mujeres (032)",2310,380,50,1250,548,37,32,8,5
,,,,,,,,,
"RURAL (036)",2971,567,20,1561,662,39,48,46,28
"Hombres (037)",1438,104,6,748,453,29,37,40,21
"Mujeres (038)",1533,463,14,813,209,10,11,6,7
"PEA (039)",1331,257,3,621,337,28,35,25,25
"Hombres (040)",831,64,,390,281,21,30,25,20
"Mujeres (041)",500,193,3,231,56,7,5,,5
"Ocupada (042)",1234,251,3,573,303,27,31,23,23
"Hombres (043)",745,58,,351,249,20,26,23,18
"Mujeres (044)",489,193,3,222,54,7,5,,5
"Desocupada (045)",97,6,,48,34,1,4,2,2
"Hombres (046)",86,6,,39,32,1,4,2,2
"Mujeres (047)",11,,,9,2,,,,
"No PEA (048)",1640,310,17,940,325,11,13,21,3
"Hombres (049)",607,40,6,358,172,8,7,15,1
"Mujeres (050)",1033,270,11,582,153,3,6,6,2
