"CUADRO Nº 4: POBLACIÓN TOTAL EN VIVIENDAS PARTICULARES, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,
,,,,,,,
"PROVINCIA, DISTRITO, ÁREA, URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia HUARMEY (000)",27279,447,7997,6933,5672,4073,2157
"Jefe o Jefa (001)",6898,,11,950,2405,2218,1314
"Esposa(o) / compañera(o) (002)",4433,,7,973,1741,1260,452
"Hijo(a) / hijastro(a) (003)",10841,268,5925,3503,901,236,8
"Yerno / nuera (004)",573,,1,306,225,39,2
"Nieto(a) (005)",2050,139,1485,402,23,1,
"Padres / suegros (006)",328,,,,5,81,242
"Otro(a) pariente (007)",1750,37,520,632,265,188,108
"Trabajador(a) del hogar (008)",25,,2,15,1,4,3
"Pensionistas (009)",47,,,24,14,7,2
"Otro(a) no pariente (010)",334,3,46,128,92,39,26
"Hombres (011)",14025,222,4166,3550,2841,2118,1128
"Jefe o Jefa (012)",5187,,5,749,1829,1672,932
"Esposa(o) / compañera(o) (013)",378,,4,67,159,112,36
"Hijo(a) / hijastro(a) (014)",5791,135,3099,1958,462,132,5
"Yerno / nuera (015)",311,,1,123,154,32,1
"Nieto(a) (016)",1065,65,759,226,14,1,
"Padres / suegros (017)",104,,,,,21,83
"Otro(a) pariente (018)",940,19,275,334,151,114,47
"Trabajador(a) del hogar (019)",4,,,1,,1,2
"Pensionistas (020)",32,,,12,11,7,2
"Otro(a) no pariente (021)",213,3,23,80,61,26,20
"Mujeres (022)",13254,225,3831,3383,2831,1955,1029
"Jefe o Jefa (023)",1711,,6,201,576,546,382
"Esposa(o) / compañera(o) (024)",4055,,3,906,1582,1148,416
"Hijo(a) / hijastro(a) (025)",5050,133,2826,1545,439,104,3
"Yerno / nuera (026)",262,,,183,71,7,1
"Nieto(a) (027)",985,74,726,176,9,,
"Padres / suegros (028)",224,,,,5,60,159
"Otro(a) pariente (029)",810,18,245,298,114,74,61
"Trabajador(a) del hogar (030)",21,,2,14,1,3,1
"Pensionistas (031)",15,,,12,3,,
"Otro(a) no pariente (032)",121,,23,48,31,13,6
,,,,,,,
"URBANA (033)",20609,331,5954,5169,4423,3080,1652
"Jefe o Jefa (034)",5101,,9,628,1821,1645,998
"Esposa(o) / compañera(o) (035)",3231,,5,638,1315,935,338
"Hijo(a) / hijastro(a) (036)",8113,192,4267,2695,753,198,8
"Yerno / nuera (037)",503,,1,262,199,39,2
"Nieto(a) (038)",1685,108,1219,339,19,,
"Padres / suegros (039)",270,,,,5,70,195
"Otro(a) pariente (040)",1394,28,412,484,222,156,92
"Trabajador(a) del hogar (041)",18,,1,10,1,4,2
"Pensionistas (042)",32,,,17,10,3,2
"Otro(a) no pariente (043)",262,3,40,96,78,30,15
"Hombres (044)",10358,162,3057,2579,2159,1549,852
"Jefe o Jefa (045)",3682,,4,466,1322,1191,699
"Esposa(o) / compañera(o) (046)",329,,4,58,147,91,29
"Hijo(a) / hijastro(a) (047)",4245,94,2209,1465,366,106,5
"Yerno / nuera (048)",273,,1,104,135,32,1
"Nieto(a) (049)",851,50,600,190,11,,
"Padres / suegros (050)",81,,,,,14,67
"Otro(a) pariente (051)",720,15,219,234,123,92,37
"Trabajador(a) del hogar (052)",4,,,1,,1,2
"Pensionistas (053)",19,,,6,8,3,2
"Otro(a) no pariente (054)",154,3,20,55,47,19,10
"Mujeres (055)",10251,169,2897,2590,2264,1531,800
"Jefe o Jefa (056)",1419,,5,162,499,454,299
"Esposa(o) / compañera(o) (057)",2902,,1,580,1168,844,309
"Hijo(a) / hijastro(a) (058)",3868,98,2058,1230,387,92,3
"Yerno / nuera (059)",230,,,158,64,7,1
"Nieto(a) (060)",834,58,619,149,8,,
"Padres / suegros (061)",189,,,,5,56,128
"Otro(a) pariente (062)",674,13,193,250,99,64,55
"Trabajador(a) del hogar (063)",14,,1,9,1,3,
"Pensionistas (064)",13,,,11,2,,
"Otro(a) no pariente (065)",108,,20,41,31,11,5
,,,,,,,
"RURAL (066)",6670,116,2043,1764,1249,993,505
"Jefe o Jefa (067)",1797,,2,322,584,573,316
"Esposa(o) / compañera(o) (068)",1202,,2,335,426,325,114
"Hijo(a) / hijastro(a) (069)",2728,76,1658,808,148,38,
"Yerno / nuera (070)",70,,,44,26,,
"Nieto(a) (071)",365,31,266,63,4,1,
"Padres / suegros (072)",58,,,,,11,47
"Otro(a) pariente (073)",356,9,108,148,43,32,16
"Trabajador(a) del hogar (074)",7,,1,5,,,1
"Pensionistas (075)",15,,,7,4,4,
"Otro(a) no pariente (076)",72,,6,32,14,9,11
"Hombres (077)",3667,60,1109,971,682,569,276
"Jefe o Jefa (078)",1505,,1,283,507,481,233
"Esposa(o) / compañera(o) (079)",49,,,9,12,21,7
"Hijo(a) / hijastro(a) (080)",1546,41,890,493,96,26,
"Yerno / nuera (081)",38,,,19,19,,
"Nieto(a) (082)",214,15,159,36,3,1,
"Padres / suegros (083)",23,,,,,7,16
"Otro(a) pariente (084)",220,4,56,100,28,22,10
"Pensionistas (086)",13,,,6,3,4,
"Otro(a) no pariente (087)",59,,3,25,14,7,10
"Mujeres (088)",3003,56,934,793,567,424,229
"Jefe o Jefa (089)",292,,1,39,77,92,83
"Esposa(o) / compañera(o) (090)",1153,,2,326,414,304,107
"Hijo(a) / hijastro(a) (091)",1182,35,768,315,52,12,
"Yerno / nuera (092)",32,,,25,7,,
"Nieto(a) (093)",151,16,107,27,1,,
"Padres / suegros (094)",35,,,,,4,31
"Otro(a) pariente (095)",136,5,52,48,15,10,6
"Trabajador(a) del hogar (096)",7,,1,5,,,1
"Pensionistas (097)",2,,,1,1,,
"Otro(a) no pariente (098)",13,,3,7,,2,1
