"CUADRO Nº 38: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia CARHUAZ (000)",872,310,562
"Sin nivel (001)",103,23,80
"Educación inicial (002)",2,,2
"Primaria (003)",378,164,214
"Secundaria (004)",286,95,191
"Superior no univ. incompleta (005)",14,4,10
"Superior no univ. completa (006)",51,12,39
"Superior univ. incompleta (007)",13,6,7
"Superior univ. completa (008)",25,6,19
"De 14 a 29 años (010)",457,216,241
"Sin nivel (011)",28,9,19
"Educación inicial (012)",1,,1
"Primaria (013)",171,98,73
"Secundaria (014)",191,83,108
"Superior no univ. incompleta (015)",9,4,5
"Superior no univ. completa (016)",28,10,18
"Superior univ. incompleta (017)",10,6,4
"Superior univ. completa (018)",19,6,13
"De 30 a 44 años (020)",257,71,186
"Sin nivel (021)",33,10,23
"Educación inicial (022)",1,,1
"Primaria (023)",127,52,75
"Secundaria (024)",68,8,60
"Superior no univ. incompleta (025)",4,,4
"Superior no univ. completa (026)",17,1,16
"Superior univ. incompleta (027)",3,,3
"Superior univ. completa (028)",4,,4
"De 45 a 64 años (030)",133,23,110
"Sin nivel (031)",30,4,26
"Primaria (033)",69,14,55
"Secundaria (034)",25,4,21
"Superior no univ. incompleta (035)",1,,1
"Superior no univ. completa (036)",6,1,5
"Superior univ. completa (038)",2,,2
"De 65 y más años (040)",25,,25
"Sin nivel (041)",12,,12
"Primaria (043)",11,,11
"Secundaria (044)",2,,2
,,,
"AREA URBANA (050)",294,51,243
"Sin nivel (051)",28,3,25
"Educación inicial (052)",2,,2
"Primaria (053)",79,12,67
"Secundaria (054)",116,23,93
"Superior no univ. incompleta (055)",7,1,6
"Superior no univ. completa (056)",32,4,28
"Superior univ. incompleta (057)",11,4,7
"Superior univ. completa (058)",19,4,15
"De 14 a 29 años (060)",136,42,94
"Sin nivel (061)",5,2,3
"Educación inicial (062)",1,,1
"Primaria (063)",26,7,19
"Secundaria (064)",63,20,43
"Superior no univ. incompleta (065)",4,1,3
"Superior no univ. completa (066)",15,4,11
"Superior univ. incompleta (067)",8,4,4
"Superior univ. completa (068)",14,4,10
"De 30 a 44 años (070)",94,5,89
"Sin nivel (071)",7,,7
"Educación inicial (072)",1,,1
"Primaria (073)",26,3,23
"Secundaria (074)",38,2,36
"Superior no univ. incompleta (075)",3,,3
"Superior no univ. completa (076)",13,,13
"Superior univ. incompleta (077)",3,,3
"Superior univ. completa (078)",3,,3
"De 45 a 64 años (080)",52,4,48
"Sin nivel (081)",12,1,11
"Primaria (083)",21,2,19
"Secundaria (084)",13,1,12
"Superior no univ. completa (086)",4,,4
"Superior univ. completa (088)",2,,2
"De 65 y más años (090)",12,,12
"Sin nivel (091)",4,,4
"Primaria (093)",6,,6
"Secundaria (094)",2,,2
,,,
"AREA RURAL (100)",578,259,319
"Sin nivel (101)",75,20,55
"Primaria (103)",299,152,147
"Secundaria (104)",170,72,98
"Superior no univ. incompleta (105)",7,3,4
"Superior no univ. completa (106)",19,8,11
"Superior univ. incompleta (107)",2,2,
"Superior univ. completa (108)",6,2,4
"De 14 a 29 años (110)",321,174,147
"Sin nivel (111)",23,7,16
"Primaria (113)",145,91,54
"Secundaria (114)",128,63,65
"Superior no univ. incompleta (115)",5,3,2
"Superior no univ. completa (116)",13,6,7
"Superior univ. incompleta (117)",2,2,
"Superior univ. completa (118)",5,2,3
"De 30 a 44 años (120)",163,66,97
"Sin nivel (121)",26,10,16
"Primaria (123)",101,49,52
"Secundaria (124)",30,6,24
"Superior no univ. incompleta (125)",1,,1
"Superior no univ. completa (126)",4,1,3
"Superior univ. completa (128)",1,,1
"De 45 a 64 años (130)",81,19,62
"Sin nivel (131)",18,3,15
"Primaria (133)",48,12,36
"Secundaria (134)",12,3,9
"Superior no univ. incompleta (135)",1,,1
"Superior no univ. completa (136)",2,1,1
"De 65 y más años (140)",13,,13
"Sin nivel (141)",8,,8
"Primaria (143)",5,,5
