"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia ANGARAES (000)",19003,18215,5752,1832,1828,1449,2598,2071,1404,1281,788,60979
"De 12 a 14 años (001)",2280,2254,2239,11,4,,,,,,26,19
"De 15 a 19 años (002)",2690,2612,2270,290,42,6,4,,,,78,408
"De 20 a 24 años (003)",2123,1852,582,604,440,170,45,11,,,271,2247
"De 25 a 29 años (004)",1857,1653,139,322,446,360,328,51,7,,204,4055
"De 30 a 34 años (005)",1676,1605,74,193,298,246,520,217,48,9,71,5719
"De 35 a 39 años (006)",1422,1372,49,84,172,173,394,322,146,32,50,6317
"De 40 a 44 años (007)",1405,1383,53,58,105,119,307,345,241,155,22,7915
"De 45 a 49 años (008)",1196,1178,34,49,72,84,239,246,230,224,18,7572
"De 50 y más años (009)",4354,4306,312,221,249,291,761,879,732,861,48,26727
"PEA (010)",3230,3018,628,445,430,325,502,335,186,167,212,10095
"De 12 a 14 años (011)",70,70,68,2,,,,,,,,2
"De 15 a 19 años (012)",270,263,214,39,9,,1,,,,7,61
"De 20 a 24 años (013)",368,300,114,100,65,14,5,2,,,68,305
"De 25 a 29 años (014)",398,319,60,90,73,57,34,5,,,79,582
"De 30 a 34 años (015)",426,399,45,91,95,64,80,20,3,1,27,985
"De 35 a 39 años (016)",350,335,25,38,70,51,88,46,14,3,15,1155
"De 40 a 44 años (017)",314,308,12,20,36,44,88,66,26,16,6,1421
"De 45 a 49 años (018)",261,257,10,10,24,32,61,52,36,32,4,1414
"De 50 y más años (019)",773,767,80,55,58,63,145,144,107,115,6,4170
"Ocupada (020)",3016,2843,565,407,408,307,491,321,182,162,173,9733
"De 12 a 14 años (021)",65,65,63,2,,,,,,,,2
"De 15 a 19 años (022)",227,224,178,36,9,,1,,,,3,58
