"CUADRO Nº 19: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia HUARMEY (000)",10991,2135,2997,4534,190,533,96,506
"Agric., ganadería, caza y silvicultura (001)",3086,23,1319,1381,66,297,,
"Pesca (002)",778,17,317,431,3,10,,
"Explotación de minas y canteras (003)",112,15,55,42,,,,
"Industrias manufactureras (004)",610,59,289,233,14,15,,
"Suministro de electricidad, gas y agua (005)",23,7,14,2,,,,
"Construcción (006)",681,52,480,144,5,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",1591,202,71,1154,50,114,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",157,18,53,73,9,4,,
"Comercio al por mayor (009)",43,17,4,20,1,1,,
"Comercio al por menor (010)",1391,167,14,1061,40,109,,
"Hoteles y restaurantes (011)",555,153,54,303,18,27,,
"Trans., almac. y comunicaciones (012)",879,173,123,562,14,7,,
"Intermediación financiera (013)",8,8,,,,,,
"Activid.inmobil., empres. y alquileres (014)",434,322,52,51,7,2,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",356,314,42,,,,,
"Enseñanza (016)",559,514,,42,,3,,
"Servicios sociales y de salud (017)",110,94,1,13,1,1,,
"Otras activ. serv.comun.soc y personales (018)",250,88,32,114,9,7,,
"Hogares privados con servicio doméstico (019)",96,,,,,,96,
"Actividad economica no especificada (021)",357,94,148,62,3,50,,
"Desocupado (022)",506,,,,,,,506
"Hombres (023)",7902,1214,2543,3318,144,319,9,355
"Agric., ganadería, caza y silvicultura (024)",2685,22,1077,1295,64,227,,
"Pesca (025)",757,14,301,429,3,10,,
"Explotación de minas y canteras (026)",111,15,54,42,,,,
"Industrias manufactureras (027)",438,39,223,154,14,8,,
"Suministro de electricidad, gas y agua (028)",22,6,14,2,,,,
"Construcción (029)",659,48,463,143,5,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (030)",687,94,69,463,24,37,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",149,17,52,67,9,4,,
"Comercio al por mayor (032)",28,11,3,12,1,1,,
"Comercio al por menor (033)",510,66,14,384,14,32,,
"Hoteles y restaurantes (034)",175,51,24,78,8,14,,
"Trans., almac. y comunicaciones (035)",827,140,118,551,13,5,,
"Intermediación financiera (036)",4,4,,,,,,
"Activid.inmobil., empres. y alquileres (037)",332,246,42,38,6,,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",219,184,35,,,,,
"Enseñanza (039)",245,227,,17,,1,,
"Servicios sociales y de salud (040)",39,32,,7,,,,
"Otras activ. serv.comun.soc y personales (041)",148,45,27,67,6,3,,
"Hogares privados con servicio doméstico (042)",9,,,,,,9,
"Actividad economica no especificada (044)",190,47,96,32,1,14,,
"Desocupado (045)",355,,,,,,,355
"Mujeres (046)",3089,921,454,1216,46,214,87,151
"Agric., ganadería, caza y silvicultura (047)",401,1,242,86,2,70,,
"Pesca (048)",21,3,16,2,,,,
"Explotación de minas y canteras (049)",1,,1,,,,,
"Industrias manufactureras (050)",172,20,66,79,,7,,
"Suministro de electricidad, gas y agua (051)",1,1,,,,,,
"Construcción (052)",22,4,17,1,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (053)",904,108,2,691,26,77,,
"Venta, mant.y rep. veh.autom.y motoc. (054)",8,1,1,6,,,,
"Comercio al por mayor (055)",15,6,1,8,,,,
"Comercio al por menor (056)",881,101,,677,26,77,,
"Hoteles y restaurantes (057)",380,102,30,225,10,13,,
"Trans., almac. y comunicaciones (058)",52,33,5,11,1,2,,
"Intermediación financiera (059)",4,4,,,,,,
"Activid.inmobil., empres. y alquileres (060)",102,76,10,13,1,2,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",137,130,7,,,,,
"Enseñanza (062)",314,287,,25,,2,,
"Servicios sociales y de salud (063)",71,62,1,6,1,1,,
"Otras activ. serv.comun.soc y personales (064)",102,43,5,47,3,4,,
"Hogares privados con servicio doméstico (065)",87,,,,,,87,
"Actividad economica no especificada (067)",167,47,52,30,2,36,,
"Desocupado (068)",151,,,,,,,151
,,,,,,,,
"URBANA (069)",8408,2016,2127,3326,165,280,85,409
"Agric., ganadería, caza y silvicultura (070)",1201,22,601,470,43,65,,
"Pesca (071)",740,17,307,403,3,10,,
"Explotación de minas y canteras (072)",62,15,45,2,,,,
"Industrias manufactureras (073)",517,56,254,179,14,14,,
"Suministro de electricidad, gas y agua (074)",20,7,11,2,,,,
"Construcción (075)",623,52,425,141,5,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (076)",1511,198,65,1087,50,111,,
"Venta, mant.y rep. veh.autom.y motoc. (077)",148,18,48,69,9,4,,
"Comercio al por mayor (078)",41,16,4,19,1,1,,
"Comercio al por menor (079)",1322,164,13,999,40,106,,
"Hoteles y restaurantes (080)",503,144,51,267,18,23,,
"Trans., almac. y comunicaciones (081)",813,169,113,510,14,7,,
"Intermediación financiera (082)",8,8,,,,,,
"Activid.inmobil., empres. y alquileres (083)",409,302,48,51,6,2,,
"Admin.pub. y defensa; p. segur.soc.afil (084)",349,308,41,,,,,
"Enseñanza (085)",492,456,,35,,1,,
"Servicios sociales y de salud (086)",108,92,1,13,1,1,,
"Otras activ. serv.comun.soc y personales (087)",243,85,31,111,9,7,,
"Hogares privados con servicio doméstico (088)",85,,,,,,85,
"Actividad economica no especificada (090)",315,85,134,55,2,39,,
"Desocupado (091)",409,,,,,,,409
"Hombres (092)",5727,1151,1794,2244,120,131,9,278
"Agric., ganadería, caza y silvicultura (093)",991,21,457,427,41,45,,
"Pesca (094)",719,14,291,401,3,10,,
"Explotación de minas y canteras (095)",61,15,44,2,,,,
"Industrias manufactureras (096)",360,36,193,110,14,7,,
"Suministro de electricidad, gas y agua (097)",19,6,11,2,,,,
"Construcción (098)",602,48,409,140,5,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (099)",648,91,63,435,24,35,,
"Venta, mant.y rep. veh.autom.y motoc. (100)",140,17,47,63,9,4,,
"Comercio al por mayor (101)",27,10,3,12,1,1,,
"Comercio al por menor (102)",481,64,13,360,14,30,,
"Hoteles y restaurantes (103)",158,46,23,70,8,11,,
"Trans., almac. y comunicaciones (104)",762,137,108,499,13,5,,
"Intermediación financiera (105)",4,4,,,,,,
"Activid.inmobil., empres. y alquileres (106)",311,229,39,38,5,,,
"Admin.pub. y defensa; p. segur.soc.afil (107)",213,179,34,,,,,
"Enseñanza (108)",222,205,,16,,1,,
"Servicios sociales y de salud (109)",39,32,,7,,,,
"Otras activ. serv.comun.soc y personales (110)",143,43,26,65,6,3,,
"Hogares privados con servicio doméstico (111)",9,,,,,,9,
"Actividad economica no especificada (113)",188,45,96,32,1,14,,
"Desocupado (114)",278,,,,,,,278
"Mujeres (115)",2681,865,333,1082,45,149,76,131
"Agric., ganadería, caza y silvicultura (116)",210,1,144,43,2,20,,
"Pesca (117)",21,3,16,2,,,,
