"CUADRO Nº 4: POBLACIÓN TOTAL EN VIVIENDAS PARTICULARES, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,
,,,,,,,
"PROVINCIA, DISTRITO, ÁREA, URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia PATAZ (000)",73667,2056,29171,17252,12122,8568,4498
"Jefe o Jefa (001)",16622,,27,2976,6046,4884,2689
"Esposa(o) / compañera(o) (002)",10862,,26,2958,4307,2726,845
"Hijo(a) / hijastro(a) (003)",35785,1559,24628,8523,879,193,3
"Yerno / nuera (004)",644,,9,482,138,13,2
"Nieto(a) (005)",3431,327,2680,408,15,1,
"Padres / suegros (006)",895,,,1,21,229,644
"Otro(a) pariente (007)",4204,161,1647,1247,475,408,266
"Trabajador(a) del hogar (008)",147,,10,116,14,6,1
"Pensionistas (009)",118,,2,65,37,12,2
"Otro(a) no pariente (010)",959,9,142,476,190,96,46
"Hombres (011)",37142,1098,14931,8697,6039,4267,2110
"Jefe o Jefa (012)",12360,,17,2163,4809,3659,1712
"Esposa(o) / compañera(o) (013)",631,,16,173,229,143,70
"Hijo(a) / hijastro(a) (014)",18905,837,12649,4867,458,93,1
"Yerno / nuera (015)",297,,6,192,88,9,2
"Nieto(a) (016)",1742,175,1350,208,8,1,
"Padres / suegros (017)",250,,,1,7,54,188
"Otro(a) pariente (018)",2260,80,821,730,283,235,111
"Trabajador(a) del hogar (019)",16,,,12,4,,
"Pensionistas (020)",79,,1,43,25,8,2
"Otro(a) no pariente (021)",602,6,71,308,128,65,24
"Mujeres (022)",36525,958,14240,8555,6083,4301,2388
"Jefe o Jefa (023)",4262,,10,813,1237,1225,977
"Esposa(o) / compañera(o) (024)",10231,,10,2785,4078,2583,775
"Hijo(a) / hijastro(a) (025)",16880,722,11979,3656,421,100,2
"Yerno / nuera (026)",347,,3,290,50,4,
"Nieto(a) (027)",1689,152,1330,200,7,,
"Padres / suegros (028)",645,,,,14,175,456
"Otro(a) pariente (029)",1944,81,826,517,192,173,155
"Trabajador(a) del hogar (030)",131,,10,104,10,6,1
"Pensionistas (031)",39,,1,22,12,4,
"Otro(a) no pariente (032)",357,3,71,168,62,31,22
,,,,,,,
"URBANA (033)",18855,434,6678,4952,3625,2163,1003
"Jefe o Jefa (034)",4728,,15,1018,1851,1264,580
"Esposa(o) / compañera(o) (035)",2815,,7,845,1193,604,166
"Hijo(a) / hijastro(a) (036)",8263,347,5660,1991,218,46,1
"Yerno / nuera (037)",151,,1,107,40,2,1
"Nieto(a) (038)",662,58,505,94,5,,
"Padres / suegros (039)",256,,,,7,75,174
"Otro(a) pariente (040)",1315,23,414,512,182,119,65
"Trabajador(a) del hogar (041)",101,,5,84,7,4,1
"Pensionistas (042)",73,,2,45,16,10,
"Otro(a) no pariente (043)",491,6,69,256,106,39,15
"Hombres (044)",9320,227,3370,2414,1771,1081,457
"Jefe o Jefa (045)",3306,,9,680,1370,890,357
"Esposa(o) / compañera(o) (046)",220,,6,68,79,50,17
"Hijo(a) / hijastro(a) (047)",4287,177,2875,1114,103,17,1
"Yerno / nuera (048)",70,,1,40,26,2,1
"Nieto(a) (049)",325,35,243,43,4,,
"Padres / suegros (050)",72,,,,2,24,46
"Otro(a) pariente (051)",695,11,204,279,107,64,30
"Trabajador(a) del hogar (052)",7,,,6,1,,
"Pensionistas (053)",48,,1,29,11,7,
"Otro(a) no pariente (054)",290,4,31,155,68,27,5
"Mujeres (055)",9535,207,3308,2538,1854,1082,546
"Jefe o Jefa (056)",1422,,6,338,481,374,223
"Esposa(o) / compañera(o) (057)",2595,,1,777,1114,554,149
"Hijo(a) / hijastro(a) (058)",3976,170,2785,877,115,29,
"Yerno / nuera (059)",81,,,67,14,,
"Nieto(a) (060)",337,23,262,51,1,,
"Padres / suegros (061)",184,,,,5,51,128
"Otro(a) pariente (062)",620,12,210,233,75,55,35
"Trabajador(a) del hogar (063)",94,,5,78,6,4,1
"Pensionistas (064)",25,,1,16,5,3,
"Otro(a) no pariente (065)",201,2,38,101,38,12,10
,,,,,,,
"RURAL (066)",54812,1622,22493,12300,8497,6405,3495
"Jefe o Jefa (067)",11894,,12,1958,4195,3620,2109
"Esposa(o) / compañera(o) (068)",8047,,19,2113,3114,2122,679
"Hijo(a) / hijastro(a) (069)",27522,1212,18968,6532,661,147,2
"Yerno / nuera (070)",493,,8,375,98,11,1
"Nieto(a) (071)",2769,269,2175,314,10,1,
"Padres / suegros (072)",639,,,1,14,154,470
"Otro(a) pariente (073)",2889,138,1233,735,293,289,201
"Trabajador(a) del hogar (074)",46,,5,32,7,2,
"Pensionistas (075)",45,,,20,21,2,2
"Otro(a) no pariente (076)",468,3,73,220,84,57,31
"Hombres (077)",27822,871,11561,6283,4268,3186,1653
"Jefe o Jefa (078)",9054,,8,1483,3439,2769,1355
"Esposa(o) / compañera(o) (079)",411,,10,105,150,93,53
"Hijo(a) / hijastro(a) (080)",14618,660,9774,3753,355,76,
"Yerno / nuera (081)",227,,5,152,62,7,1
"Nieto(a) (082)",1417,140,1107,165,4,1,
"Padres / suegros (083)",178,,,1,5,30,142
"Otro(a) pariente (084)",1565,69,617,451,176,171,81
"Trabajador(a) del hogar (085)",9,,,6,3,,
"Pensionistas (086)",31,,,14,14,1,2
"Otro(a) no pariente (087)",312,2,40,153,60,38,19
"Mujeres (088)",26990,751,10932,6017,4229,3219,1842
"Jefe o Jefa (089)",2840,,4,475,756,851,754
"Esposa(o) / compañera(o) (090)",7636,,9,2008,2964,2029,626
"Hijo(a) / hijastro(a) (091)",12904,552,9194,2779,306,71,2
"Yerno / nuera (092)",266,,3,223,36,4,
"Nieto(a) (093)",1352,129,1068,149,6,,
"Padres / suegros (094)",461,,,,9,124,328
"Otro(a) pariente (095)",1324,69,616,284,117,118,120
"Trabajador(a) del hogar (096)",37,,5,26,4,2,
"Pensionistas (097)",14,,,6,7,1,
