"CUADRO Nº 6: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIAL, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia HUAYLAS (000)",13886,13554,45,2519,2485,2171,3145,1952,941,296,332,51529
"De 12 a 14 años (001)",10,6,,5,1,,,,,,4,7
"De 15 a 19 años (002)",350,325,1,275,40,7,2,,,,25,384
"De 20 a 24 años (003)",1313,1195,6,715,347,104,22,1,,,118,1820
"De 25 a 29 años (004)",1630,1557,2,534,508,312,189,12,,,73,3357
"De 30 a 34 años (005)",1624,1586,3,292,456,383,361,79,11,1,38,4517
"De 35 a 39 años (006)",1616,1592,,172,349,344,494,182,48,3,24,5675
"De 40 a 44 años (007)",1353,1341,3,108,219,234,403,243,107,24,12,5732
"De 45 a 49 años (008)",1180,1172,3,88,142,222,313,246,115,43,8,5449
"De 50 y más años (009)",4810,4780,27,330,423,565,1361,1189,660,225,30,24588
"PEA (010)",3493,3381,9,792,774,591,681,338,154,42,112,10983
"De 12 a 14 años (011)",1,1,,1,,,,,,,,1
"De 15 a 19 años (012)",61,57,,52,4,1,,,,,4,63
"De 20 a 24 años (013)",271,235,1,161,59,12,2,,,,36,324
"De 25 a 29 años (014)",417,383,,165,129,52,37,,,,34,732
"De 30 a 34 años (015)",460,445,1,128,154,85,68,7,1,1,15,1048
"De 35 a 39 años (016)",512,503,,96,148,103,113,36,7,,9,1476
"De 40 a 44 años (017)",447,441,2,60,111,106,97,45,18,2,6,1471
"De 45 a 49 años (018)",404,399,1,41,73,103,106,47,23,5,5,1508
"De 50 y más años (019)",920,917,4,88,96,129,258,203,105,34,3,4360
"Ocupada (020)",3427,3319,9,766,756,582,674,337,153,42,108,10849
"De 12 a 14 años (021)",1,1,,1,,,,,,,,1
"De 15 a 19 años (022)",58,54,,49,4,1,,,,,4,60
