"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia CAMANA (000)",50221,4605,1492,13714,16988,3604,4288,2139,3391
"Quechua (001)",6677,951,24,2580,2240,268,303,139,172
"Aymara (002)",1292,133,7,458,522,54,52,24,42
"Ashaninca (003)",8,1,,3,3,,,1,
"Otra lengua nativa (004)",10,,,1,5,1,,1,2
"Castellano (005)",42197,3499,1459,10667,14215,3280,3932,1973,3172
"Idioma extranjero (006)",5,,,,,1,,1,3
"Es sordomudo/a (007)",32,21,2,5,3,,1,,
"Hombres (009)",26301,1847,789,6863,9934,1908,2014,1233,1713
"Quechua (010)",3610,215,11,1314,1496,169,192,111,102
"Aymara (011)",755,30,4,230,359,42,39,20,31
"Ashaninca (012)",3,,,,2,,,1,
"Otra lengua nativa (013)",9,,,1,4,1,,1,2
"Castellano (014)",21899,1588,773,5316,8070,1695,1783,1099,1575
"Idioma extranjero (015)",5,,,,,1,,1,3
"Es sordomudo/a (016)",20,14,1,2,3,,,,
"Mujeres (018)",23920,2758,703,6851,7054,1696,2274,906,1678
"Quechua (019)",3067,736,13,1266,744,99,111,28,70
"Aymara (020)",537,103,3,228,163,12,13,4,11
"Ashaninca (021)",5,1,,3,1,,,,
"Otra lengua nativa (022)",1,,,,1,,,,
"Castellano (023)",20298,1911,686,5351,6145,1585,2149,874,1597
"Es sordomudo/a (025)",12,7,1,3,,,1,,
,,,,,,,,,
"URBANA (027)",42437,3730,1314,11472,13795,3152,3863,1910,3201
"Quechua (028)",4782,715,23,1967,1448,196,211,89,133
"Aymara (029)",1121,126,5,404,438,45,44,20,39
"Ashaninca (030)",7,1,,3,2,,,1,
"Otra lengua nativa (031)",9,,,1,4,1,,1,2
"Castellano (032)",36486,2869,1284,9094,11901,2909,3607,1798,3024
"Idioma extranjero (033)",5,,,,,1,,1,3
"Es sordomudo/a (034)",27,19,2,3,2,,1,,
"Hombres (036)",21546,1480,697,5587,7776,1619,1746,1058,1583
"Quechua (037)",2360,136,10,951,897,112,120,65,69
"Aymara (038)",646,28,2,198,305,35,33,16,29
"Ashaninca (039)",3,,,,2,,,1,
"Otra lengua nativa (040)",8,,,1,3,1,,1,2
"Castellano (041)",18507,1303,684,4436,6567,1470,1593,974,1480
"Idioma extranjero (042)",5,,,,,1,,1,3
"Es sordomudo/a (043)",17,13,1,1,2,,,,
"Mujeres (045)",20891,2250,617,5885,6019,1533,2117,852,1618
"Quechua (046)",2422,579,13,1016,551,84,91,24,64
"Aymara (047)",475,98,3,206,133,10,11,4,10
"Ashaninca (048)",4,1,,3,,,,,
"Otra lengua nativa (049)",1,,,,1,,,,
"Castellano (050)",17979,1566,600,4658,5334,1439,2014,824,1544
"Es sordomudo/a (052)",10,6,1,2,,,1,,
,,,,,,,,,
"RURAL (054)",7784,875,178,2242,3193,452,425,229,190
"Quechua (055)",1895,236,1,613,792,72,92,50,39
"Aymara (056)",171,7,2,54,84,9,8,4,3
"Ashaninca (057)",1,,,,1,,,,
"Otra lengua nativa (058)",1,,,,1,,,,
"Castellano (059)",5711,630,175,1573,2314,371,325,175,148
"Es sordomudo/a (061)",5,2,,2,1,,,,
"Hombres (063)",4755,367,92,1276,2158,289,268,175,130
"Quechua (064)",1250,79,1,363,599,57,72,46,33
"Aymara (065)",109,2,2,32,54,7,6,4,2
"Otra lengua nativa (067)",1,,,,1,,,,
"Castellano (068)",3392,285,89,880,1503,225,190,125,95
"Es sordomudo/a (070)",3,1,,1,1,,,,
"Mujeres (072)",3029,508,86,966,1035,163,157,54,60
"Quechua (073)",645,157,,250,193,15,20,4,6
"Aymara (074)",62,5,,22,30,2,2,,1
"Ashaninca (075)",1,,,,1,,,,
"Castellano (077)",2319,345,86,693,811,146,135,50,53
"Es sordomudo/a (079)",2,1,,1,,,,,
