"CUADRO Nº 14: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y ESTADO CIVIL",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y ESTADO CIVIL",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia ANTA (000)",14526,273,6201,4432,1195,421,192,59,14,,1739
"Conviviente (001)",4347,74,1847,1411,354,110,34,9,1,,507
"Separado(a) (002)",583,12,237,211,54,20,11,3,2,,33
"Casado(a) (003)",6689,126,3177,2123,554,172,99,30,6,,402
"Viudo(a) (004)",1989,51,833,556,194,92,39,15,3,,206
"Divorciado(a) (005)",62,3,26,15,8,3,2,1,,,4
"Soltero(a) (006)",856,7,81,116,31,24,7,1,2,,587
,,,,,,,,,,,
"URBANA (008)",5282,86,1967,1604,532,200,95,29,5,,764
"Conviviente (009)",1770,33,665,591,187,56,20,8,,,210
"Separado(a) (010)",297,9,122,108,30,8,6,1,1,,12
"Casado(a) (011)",2109,22,878,670,223,81,45,13,2,,175
"Viudo(a) (012)",676,19,253,171,72,42,20,7,1,,91
"Divorciado(a) (013)",27,1,11,8,4,1,,,,,2
"Soltero(a) (014)",403,2,38,56,16,12,4,,1,,274
,,,,,,,,,,,
"RURAL (016)",9244,187,4234,2828,663,221,97,30,9,,975
"Conviviente (017)",2577,41,1182,820,167,54,14,1,1,,297
"Separado(a) (018)",286,3,115,103,24,12,5,2,1,,21
"Casado(a) (019)",4580,104,2299,1453,331,91,54,17,4,,227
"Viudo(a) (020)",1313,32,580,385,122,50,19,8,2,,115
"Divorciado(a) (021)",35,2,15,7,4,2,2,1,,,2
"Soltero(a) (022)",453,5,43,60,15,12,3,1,1,,313
