"CUADRO Nº 7: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia HUAMANGA (000)",71283,1208,24633,26613,15785,3044
"Agric., ganadería, caza y silvicultura (001)",15217,277,4955,4913,3716,1356
"Pesca (002)",13,,4,6,1,2
"Explotación de minas y canteras (003)",207,,71,88,44,4
"Industrias manufactureras (004)",5124,127,2105,1772,913,207
"Suministro de electricidad, gas y agua (005)",146,,49,58,34,5
"Construcción (006)",4789,32,1651,1974,1002,130
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",14582,358,4897,5231,3357,739
"Venta, mant.y rep. veh.autom.y motoc. (008)",1358,19,630,492,194,23
"Comercio al por mayor (009)",756,9,328,263,132,24
"Comercio al por menor (010)",12468,330,3939,4476,3031,692
"Hoteles y restaurantes (011)",3749,116,1581,1129,802,121
"Trans., almac. y comunicaciones (012)",5182,113,2360,1869,764,76
"Intermediación financiera (013)",398,,158,199,40,1
"Activid.inmobil., empres. y alquileres (014)",3182,5,1199,1354,574,50
"Admin.pub. y defensa; p. segur.soc.afil (015)",3305,,921,1489,871,24
"Enseñanza (016)",6749,,1322,3323,2036,68
"Servicios sociales y de salud (017)",2169,2,468,1152,533,14
"Otras activ. serv.comun.soc y personales (018)",2205,40,905,797,373,90
"Hogares privados con servicio doméstico (019)",1540,122,991,294,122,11
"Organiz. y organos extraterritoriales (020)",2,,,1,1,
"Actividad economica no especificada (021)",2724,16,996,964,602,146
"Hombres (022)",43379,708,15005,15964,9695,2007
"Agric., ganadería, caza y silvicultura (023)",11571,171,3730,3817,2790,1063
"Pesca (024)",11,,2,6,1,2
"Explotación de minas y canteras (025)",198,,68,82,44,4
"Industrias manufactureras (026)",3820,90,1606,1310,667,147
"Suministro de electricidad, gas y agua (027)",121,,37,48,31,5
"Construcción (028)",4592,31,1574,1886,975,126
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",5889,218,2206,1963,1201,301
"Venta, mant.y rep. veh.autom.y motoc. (030)",1213,19,557,437,177,23
"Comercio al por mayor (031)",416,7,188,136,72,13
"Comercio al por menor (032)",4260,192,1461,1390,952,265
"Hoteles y restaurantes (033)",1102,35,565,269,194,39
"Trans., almac. y comunicaciones (034)",4777,108,2116,1750,728,75
"Intermediación financiera (035)",229,,79,119,30,1
"Activid.inmobil., empres. y alquileres (036)",2253,3,767,974,462,47
"Admin.pub. y defensa; p. segur.soc.afil (037)",2281,,540,1037,682,22
