"CUADRO Nº 1: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia CONTUMAZA (000)",27566,5984,7327,5983,5189,3083
"Hombres (001)",14061,3087,3782,2976,2635,1581
"Mujeres (002)",13505,2897,3545,3007,2554,1502
"PEA (003)",10166,214,3026,3390,2674,862
"Hombres (004)",8013,163,2414,2555,2123,758
"Mujeres (005)",2153,51,612,835,551,104
"Ocupada (006)",9230,178,2569,3137,2529,817
"Hombres (007)",7235,139,2059,2335,1987,715
"Mujeres (008)",1995,39,510,802,542,102
"Desocupada (009)",936,36,457,253,145,45
"Hombres (010)",778,24,355,220,136,43
"Mujeres (011)",158,12,102,33,9,2
"No PEA (012)",17400,5770,4301,2593,2515,2221
"Hombres (013)",6048,2924,1368,421,512,823
"Mujeres (014)",11352,2846,2933,2172,2003,1398
,,,,,,
"URBANA (018)",11922,2323,3129,2737,2431,1302
"Hombres (019)",5915,1208,1588,1283,1184,652
"Mujeres (020)",6007,1115,1541,1454,1247,650
"PEA (021)",4839,43,1240,1805,1425,326
"Hombres (022)",3262,30,857,1130,981,264
"Mujeres (023)",1577,13,383,675,444,62
"Ocupada (024)",4464,39,1045,1698,1372,310
"Hombres (025)",2983,27,725,1047,935,249
"Mujeres (026)",1481,12,320,651,437,61
"Desocupada (027)",375,4,195,107,53,16
"Hombres (028)",279,3,132,83,46,15
"Mujeres (029)",96,1,63,24,7,1
"No PEA (030)",7083,2280,1889,932,1006,976
"Hombres (031)",2653,1178,731,153,203,388
"Mujeres (032)",4430,1102,1158,779,803,588
,,,,,,
"RURAL (036)",15644,3661,4198,3246,2758,1781
"Hombres (037)",8146,1879,2194,1693,1451,929
"Mujeres (038)",7498,1782,2004,1553,1307,852
"PEA (039)",5327,171,1786,1585,1249,536
"Hombres (040)",4751,133,1557,1425,1142,494
"Mujeres (041)",576,38,229,160,107,42
"Ocupada (042)",4766,139,1524,1439,1157,507
"Hombres (043)",4252,112,1334,1288,1052,466
"Mujeres (044)",514,27,190,151,105,41
"Desocupada (045)",561,32,262,146,92,29
"Hombres (046)",499,21,223,137,90,28
"Mujeres (047)",62,11,39,9,2,1
"No PEA (048)",10317,3490,2412,1661,1509,1245
"Hombres (049)",3395,1746,637,268,309,435
"Mujeres (050)",6922,1744,1775,1393,1200,810
