"CUADRO Nº 12: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE SI DISPONEN DEL SERVICIO DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA POTABLE",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia BOLIVAR",,,,,,,,,
"Viviendas particulares (001)",223,68,77,5,10,,1,,62
"Ocupantes presentes (002)",966,322,314,17,40,,4,,269
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",210,58,76,5,8,,1,,62
"Ocupantes presentes (005)",911,270,313,17,38,,4,,269
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",8,8,,,,,,,
"Ocupantes presentes (011)",50,50,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",5,2,1,,2,,,,
"Ocupantes presentes (014)",5,2,1,,2,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",167,63,74,5,10,,1,,14
"Ocupantes presentes (029)",710,290,300,17,40,,4,,59
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",154,53,73,5,8,,1,,14
"Ocupantes presentes (032)",655,238,299,17,38,,4,,59
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",8,8,,,,,,,
"Ocupantes presentes (038)",50,50,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",5,2,1,,2,,,,
"Ocupantes presentes (041)",5,2,1,,2,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",56,5,3,,,,,,48
"Ocupantes presentes (056)",256,32,14,,,,,,210
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",56,5,3,,,,,,48
"Ocupantes presentes (059)",256,32,14,,,,,,210
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
