"CUADRO Nº 15: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia SANCHEZ CARRION (000)",37151,3478,5267,18822,432,6796,621,1735
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",61,58,,,3,,,
"Profes., científicos e intelectuales (002)",1726,1615,,102,6,3,,
"Técnicos de nivel medio y trab. asimilados (003)",444,311,,116,17,,,
"Jefes y empleados de oficina (004)",391,387,,1,,3,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",2165,360,30,1483,44,248,,
"Agricult.trabaj.calif.agrop.y pesqueros (006)",14295,4,6,14030,255,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",2092,,754,1172,55,111,,
"Obreros construc.,conf.,papel, fab., instr. (008)",1615,201,664,674,39,37,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",11675,352,3670,911,6,6115,621,
"Otra (010)",93,93,,,,,,
"Ocupaciñn no especificada (011)",859,97,143,333,7,279,,
"Desocupado (012)",1735,,,,,,,1735
"Hombres (013)",29328,1891,4889,16252,384,4529,19,1364
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",50,48,,,2,,,
"Profes., científicos e intelectuales (015)",812,753,,55,3,1,,
"Técnicos de nivel medio y trab. asimilados (016)",308,202,,92,14,,,
"Jefes y empleados de oficina (017)",199,198,,1,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",835,161,4,603,20,47,,
"Agricult.trabaj.calif.agrop.y pesqueros (019)",13869,4,6,13611,248,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (020)",1671,,725,818,52,76,,
"Obreros construc.,conf.,papel, fab., instr. (021)",1572,199,648,654,39,32,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (022)",8295,180,3403,350,4,4339,19,
"Otra (023)",93,93,,,,,,
"Ocupaciñn no especificada (024)",260,53,103,68,2,34,,
"Desocupado (025)",1364,,,,,,,1364
"Mujeres (026)",7823,1587,378,2570,48,2267,602,371
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",11,10,,,1,,,
"Profes., científicos e intelectuales (028)",914,862,,47,3,2,,
"Técnicos de nivel medio y trab. asimilados (029)",136,109,,24,3,,,
"Jefes y empleados de oficina (030)",192,189,,,,3,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",1330,199,26,880,24,201,,
"Agricult.trabaj.calif.agrop.y pesqueros (032)",426,,,419,7,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (033)",421,,29,354,3,35,,
"Obreros construc.,conf.,papel, fab., instr. (034)",43,2,16,20,,5,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (035)",3380,172,267,561,2,1776,602,
"Ocupaciñn no especificada (037)",599,44,40,265,5,245,,
"Desocupado (038)",371,,,,,,,371
,,,,,,,,
"URBANA (039)",11676,3000,2221,4401,193,627,474,760
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (040)",47,44,,,3,,,
"Profes., científicos e intelectuales (041)",1493,1396,,89,5,3,,
"Técnicos de nivel medio y trab. asimilados (042)",402,280,,105,17,,,
"Jefes y empleados de oficina (043)",362,358,,1,,3,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (044)",1732,289,22,1179,38,204,,
"Agricult.trabaj.calif.agrop.y pesqueros (045)",1168,4,,1128,36,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (046)",1163,,451,626,45,41,,
"Obreros construc.,conf.,papel, fab., instr. (047)",1177,175,489,472,36,5,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (048)",2951,291,1189,724,6,267,474,
"Otra (049)",93,93,,,,,,
"Ocupaciñn no especificada (050)",328,70,70,77,7,104,,
"Desocupado (051)",760,,,,,,,760
"Hombres (052)",7594,1627,2035,2934,152,260,12,574
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (053)",41,39,,,2,,,
"Profes., científicos e intelectuales (054)",694,639,,52,2,1,,
"Técnicos de nivel medio y trab. asimilados (055)",285,185,,86,14,,,
"Jefes y empleados de oficina (056)",177,176,,1,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (057)",650,140,3,456,15,36,,
"Agricult.trabaj.calif.agrop.y pesqueros (058)",1110,4,,1071,35,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (059)",1016,,433,513,42,28,,
"Obreros construc.,conf.,papel, fab., instr. (060)",1155,174,477,463,36,5,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (061)",1666,139,1074,258,4,179,12,
"Otra (062)",93,93,,,,,,
"Ocupaciñn no especificada (063)",133,38,48,34,2,11,,
"Desocupado (064)",574,,,,,,,574
"Mujeres (065)",4082,1373,186,1467,41,367,462,186
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (066)",6,5,,,1,,,
"Profes., científicos e intelectuales (067)",799,757,,37,3,2,,
"Técnicos de nivel medio y trab. asimilados (068)",117,95,,19,3,,,
"Jefes y empleados de oficina (069)",185,182,,,,3,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (070)",1082,149,19,723,23,168,,
"Agricult.trabaj.calif.agrop.y pesqueros (071)",58,,,57,1,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (072)",147,,18,113,3,13,,
"Obreros construc.,conf.,papel, fab., instr. (073)",22,1,12,9,,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (074)",1285,152,115,466,2,88,462,
"Ocupaciñn no especificada (076)",195,32,22,43,5,93,,
"Desocupado (077)",186,,,,,,,186
,,,,,,,,
"RURAL (078)",25475,478,3046,14421,239,6169,147,975
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (079)",14,14,,,,,,
"Profes., científicos e intelectuales (080)",233,219,,13,1,,,
"Técnicos de nivel medio y trab. asimilados (081)",42,31,,11,,,,
"Jefes y empleados de oficina (082)",29,29,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (083)",433,71,8,304,6,44,,
"Agricult.trabaj.calif.agrop.y pesqueros (084)",13127,,6,12902,219,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (085)",929,,303,546,10,70,,
"Obreros construc.,conf.,papel, fab., instr. (086)",438,26,175,202,3,32,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (087)",8724,61,2481,187,,5848,147,
"Ocupaciñn no especificada (089)",531,27,73,256,,175,,
"Desocupado (090)",975,,,,,,,975
"Hombres (091)",21734,264,2854,13318,232,4269,7,790
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (092)",9,9,,,,,,
"Profes., científicos e intelectuales (093)",118,114,,3,1,,,
"Técnicos de nivel medio y trab. asimilados (094)",23,17,,6,,,,
"Jefes y empleados de oficina (095)",22,22,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (096)",185,21,1,147,5,11,,
"Agricult.trabaj.calif.agrop.y pesqueros (097)",12759,,6,12540,213,,,
