"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
,,,,,,,,,,,,
"Provincia LA UNION (000)",5650,28,434,93,104,315,2305,132,158,1947,19,115
"Agric., ganadería, caza y silvicultura (001)",3907,,5,3,,,2303,1,4,1591,,
"Pesca (002)",2,,,,,,2,,,,,
"Explotación de minas y canteras (003)",37,,2,,1,,,27,,7,,
"Industrias manufactureras (004)",88,,1,2,1,,,81,3,,,
"Suministro de electricidad, gas y agua (005)",14,,1,,,,,1,1,11,,
"Construcción (006)",221,,1,1,2,,,7,99,111,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",281,,,11,2,225,,15,1,27,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",14,,,,1,4,,9,,,,
"Comercio al por mayor (009)",13,,,1,,12,,,,,,
"Comercio al por menor (010)",254,,,10,1,209,,6,1,27,,
"Hoteles y restaurantes (011)",111,,1,3,2,79,,,,26,,
"Trans., almac. y comunicaciones (012)",89,1,,7,4,1,,,46,30,,
"Activid.inmobil., empres. y alquileres (014)",65,,14,14,18,3,,,,16,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",128,24,9,5,53,,,,3,15,19,
"Enseñanza (016)",369,3,350,2,10,,,,,4,,
"Servicios sociales y de salud (017)",91,,46,39,2,2,,,1,1,,
"Otras activ. serv.comun.soc y personales (018)",52,,4,6,7,5,,,,30,,
"Hogares privados con servicio doméstico (019)",78,,,,,,,,,78,,
"Actividad economica no especificada (021)",117,,,,2,,,,,,,115
