"CUADRO Nº 18: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia CORONGO (000)",2497,445,470,1176,23,342,41
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",25,25,,,,,
"Profes., científicos e intelectuales (002)",229,204,,24,1,,
"Técnicos de nivel medio y trab. asimilados (003)",57,33,,23,1,,
"Jefes y empleados de oficina (004)",99,99,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",209,26,,147,5,31,
"Agricult.trabaj. calif.agrop. y pesqueros (006)",798,,2,784,12,,
"Obreros y oper.minas, cant., ind.manuf.y otros (007)",131,,60,67,1,3,
"Obreros construc.,conf., papel, fab., instr. (008)",125,16,70,33,3,3,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (009)",746,25,336,51,,293,41
"Otra (010)",8,8,,,,,
"Ocupación no especificada (011)",70,9,2,47,,12,
"Hombres (012)",1990,276,441,974,21,275,3
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",21,21,,,,,
"Profes., científicos e intelectuales (014)",137,116,,20,1,,
"Técnicos de nivel medio y trab. asimilados (015)",40,19,,20,1,,
"Jefes y empleados de oficina (016)",63,63,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",85,15,,59,3,8,
"Agricult.trabaj. calif.agrop. y pesqueros (018)",768,,2,754,12,,
"Obreros y oper.minas, cant., ind.manuf.y otros (019)",112,,54,54,1,3,
"Obreros construc.,conf., papel, fab., instr. (020)",125,16,70,33,3,3,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (021)",616,16,314,23,,260,3
"Otra (022)",8,8,,,,,
"Ocupación no especificada (023)",15,2,1,11,,1,
"Mujeres (024)",507,169,29,202,2,67,38
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",4,4,,,,,
"Profes., científicos e intelectuales (026)",92,88,,4,,,
"Técnicos de nivel medio y trab. asimilados (027)",17,14,,3,,,
"Jefes y empleados de oficina (028)",36,36,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",124,11,,88,2,23,
"Agricult.trabaj. calif.agrop. y pesqueros (030)",30,,,30,,,
"Obreros y oper.minas, cant., ind.manuf.y otros (031)",19,,6,13,,,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (033)",130,9,22,28,,33,38
"Ocupación no especificada (035)",55,7,1,36,,11,
,,,,,,,
"URBANA (036)",1383,338,285,583,15,130,32
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",15,15,,,,,
"Profes., científicos e intelectuales (038)",165,148,,16,1,,
"Técnicos de nivel medio y trab. asimilados (039)",46,27,,18,1,,
"Jefes y empleados de oficina (040)",82,82,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",144,22,,99,3,20,
"Agricult.trabaj. calif.agrop. y pesqueros (042)",323,,2,314,7,,
"Obreros y oper.minas, cant., ind.manuf.y otros (043)",77,,19,56,1,1,
"Obreros construc.,conf., papel, fab., instr. (044)",91,11,57,20,2,1,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (045)",400,19,205,40,,104,32
"Otra (046)",8,8,,,,,
"Ocupación no especificada (047)",32,6,2,20,,4,
"Hombres (048)",1033,217,263,443,13,94,3
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",13,13,,,,,
"Profes., científicos e intelectuales (050)",103,89,,13,1,,
"Técnicos de nivel medio y trab. asimilados (051)",33,17,,15,1,,
"Jefes y empleados de oficina (052)",52,52,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",53,12,,36,1,4,
"Agricult.trabaj. calif.agrop. y pesqueros (054)",304,,2,295,7,,
"Obreros y oper.minas, cant., ind.manuf.y otros (055)",60,,14,44,1,1,
"Obreros construc.,conf., papel, fab., instr. (056)",91,11,57,20,2,1,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (057)",308,13,189,16,,87,3
"Otra (058)",8,8,,,,,
"Ocupación no especificada (059)",8,2,1,4,,1,
"Mujeres (060)",350,121,22,140,2,36,29
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",2,2,,,,,
"Profes., científicos e intelectuales (062)",62,59,,3,,,
"Técnicos de nivel medio y trab. asimilados (063)",13,10,,3,,,
"Jefes y empleados de oficina (064)",30,30,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",91,10,,63,2,16,
"Agricult.trabaj. calif.agrop. y pesqueros (066)",19,,,19,,,
"Obreros y oper.minas, cant., ind.manuf.y otros (067)",17,,5,12,,,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (069)",92,6,16,24,,17,29
"Ocupación no especificada (071)",24,4,1,16,,3,
,,,,,,,
"RURAL (072)",1114,107,185,593,8,212,9
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",10,10,,,,,
"Profes., científicos e intelectuales (074)",64,56,,8,,,
"Técnicos de nivel medio y trab. asimilados (075)",11,6,,5,,,
"Jefes y empleados de oficina (076)",17,17,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",65,4,,48,2,11,
"Agricult.trabaj. calif.agrop. y pesqueros (078)",475,,,470,5,,
"Obreros y oper.minas, cant., ind.manuf.y otros (079)",54,,41,11,,2,
"Obreros construc.,conf., papel, fab., instr. (080)",34,5,13,13,1,2,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (081)",346,6,131,11,,189,9
"Ocupación no especificada (083)",38,3,,27,,8,
"Hombres (084)",957,59,178,531,8,181,
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",8,8,,,,,
"Profes., científicos e intelectuales (086)",34,27,,7,,,
"Técnicos de nivel medio y trab. asimilados (087)",7,2,,5,,,
"Jefes y empleados de oficina (088)",11,11,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",32,3,,23,2,4,
"Agricult.trabaj. calif.agrop. y pesqueros (090)",464,,,459,5,,
"Obreros y oper.minas, cant., ind.manuf.y otros (091)",52,,40,10,,2,
"Obreros construc.,conf., papel, fab., instr. (092)",34,5,13,13,1,2,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (093)",308,3,125,7,,173,
"Ocupación no especificada (095)",7,,,7,,,
"Mujeres (096)",157,48,7,62,,31,9
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",2,2,,,,,
"Profes., científicos e intelectuales (098)",30,29,,1,,,
"Técnicos de nivel medio y trab. asimilados (099)",4,4,,,,,
"Jefes y empleados de oficina (100)",6,6,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",33,1,,25,,7,
"Agricult.trabaj. calif.agrop. y pesqueros (102)",11,,,11,,,
"Obreros y oper.minas, cant., ind.manuf.y otros (103)",2,,1,1,,,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (105)",38,3,6,4,,16,9
"Ocupación no especificada (107)",31,3,,20,,8,
