"CUADRO Nº 8: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia SULLANA (000)",99088,1145,32650,36480,24584,4229
"Empleado (001)",23147,140,7576,9918,5189,324
"Obrero (002)",20578,186,8241,7425,4100,626
"Trabajador independiente (003)",40744,269,10265,15045,12533,2632
"Empleador o patrono (004)",2051,2,443,669,743,194
"Trabajador familiar no remunerado (005)",4862,409,2286,1223,717,227
"Trabajador del hogar (006)",2086,52,940,637,398,59
"Desocupado (008)",5620,87,2899,1563,904,167
"Hombres (009)",72501,888,24167,25846,18163,3437
"Empleado (010)",13001,98,4137,5418,3105,243
"Obrero (011)",18851,174,7577,6752,3767,581
"Trabajador independiente (012)",31386,227,8174,11295,9550,2140
"Empleador o patrono (013)",1680,2,356,538,615,169
"Trabajador familiar no remunerado (014)",3326,317,1880,661,323,145
"Trabajador del hogar (015)",94,4,43,23,18,6
"Desocupado (017)",4163,66,2000,1159,785,153
"Mujeres (018)",26587,257,8483,10634,6421,792
"Empleado (019)",10146,42,3439,4500,2084,81
"Obrero (020)",1727,12,664,673,333,45
"Trabajador independiente (021)",9358,42,2091,3750,2983,492
"Empleador o patrono (022)",371,,87,131,128,25
"Trabajador familiar no remunerado (023)",1536,92,406,562,394,82
"Trabajador del hogar (024)",1992,48,897,614,380,53
"Desocupado (026)",1457,21,899,404,119,14
,,,,,,
"URBANA (027)",90013,944,29321,33619,22560,3569
"Empleado (028)",22748,138,7418,9757,5119,316
"Obrero (029)",17219,140,6798,6276,3519,486
"Trabajador independiente (030)",37399,253,9539,13939,11442,2226
"Empleador o patrono (031)",1891,2,409,617,697,166
"Trabajador familiar no remunerado (032)",3697,303,1664,986,566,178
"Trabajador del hogar (033)",1970,46,871,611,389,53
"Desocupado (035)",5089,62,2622,1433,828,144
"Hombres (036)",64486,725,21247,23330,16344,2840
"Empleado (037)",12737,98,4038,5315,3049,237
"Obrero (038)",15739,130,6235,5696,3228,450
"Trabajador independiente (039)",28367,211,7529,10297,8559,1771
"Empleador o patrono (040)",1537,2,328,492,571,144
"Trabajador familiar no remunerado (041)",2322,238,1315,464,203,102
"Trabajador del hogar (042)",84,2,37,23,18,4
"Desocupado (044)",3700,44,1765,1043,716,132
"Mujeres (045)",25527,219,8074,10289,6216,729
"Empleado (046)",10011,40,3380,4442,2070,79
"Obrero (047)",1480,10,563,580,291,36
"Trabajador independiente (048)",9032,42,2010,3642,2883,455
"Empleador o patrono (049)",354,,81,125,126,22
"Trabajador familiar no remunerado (050)",1375,65,349,522,363,76
"Trabajador del hogar (051)",1886,44,834,588,371,49
"Desocupado (053)",1389,18,857,390,112,12
,,,,,,
"RURAL (054)",9075,201,3329,2861,2024,660
"Empleado (055)",399,2,158,161,70,8
"Obrero (056)",3359,46,1443,1149,581,140
"Trabajador independiente (057)",3345,16,726,1106,1091,406
"Empleador o patrono (058)",160,,34,52,46,28
"Trabajador familiar no remunerado (059)",1165,106,622,237,151,49
"Trabajador del hogar (060)",116,6,69,26,9,6
"Desocupado (062)",531,25,277,130,76,23
"Hombres (063)",8015,163,2920,2516,1819,597
"Empleado (064)",264,,99,103,56,6
"Obrero (065)",3112,44,1342,1056,539,131
"Trabajador independiente (066)",3019,16,645,998,991,369
"Empleador o patrono (067)",143,,28,46,44,25
"Trabajador familiar no remunerado (068)",1004,79,565,197,120,43
"Trabajador del hogar (069)",10,2,6,,,2
"Desocupado (071)",463,22,235,116,69,21
"Mujeres (072)",1060,38,409,345,205,63
"Empleado (073)",135,2,59,58,14,2
"Obrero (074)",247,2,101,93,42,9
"Trabajador independiente (075)",326,,81,108,100,37
"Empleador o patrono (076)",17,,6,6,2,3
"Trabajador familiar no remunerado (077)",161,27,57,40,31,6
"Trabajador del hogar (078)",106,4,63,26,9,4
"Desocupado (080)",68,3,42,14,7,2
