"CUADRO Nº 9: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ABASTECIMIENTO DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"TIPO DE ABASTECIMIENTO DE AGUA",,,,,,,
,,"RED PÚBLICA DENTRO DE LA VIVIENDA (AGUA POTABLE)","RED PÚBLICA FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN (AGUA POTABLE)","PILÓN DE USO PÚBLICO (AGUA POTABLE)","CAMIÓN-CISTERNA U OTRO SIMILAR",POZO,"RÍO, ACEQUIA, MANANTIAL O SIMILAR",VECINO,OTRO
,,,,,,,,,
"Provincia CHOTA",,,,,,,,,
"Viviendas particulares (001)",38911,10841,6402,1149,19,12190,6581,1096,633
"Ocupantes presentes (002)",159146,42774,27044,5022,70,50809,27202,3696,2529
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",38184,10689,6336,1119,19,11855,6469,1072,625
"Ocupantes presentes (005)",156428,42272,26856,4893,70,49453,26761,3618,2505
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",80,57,23,,,,,,
"Ocupantes presentes (008)",243,184,59,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",74,45,29,,,,,,
"Ocupantes presentes (011)",236,145,91,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",58,43,13,,,,,2,
"Ocupantes presentes (014)",195,151,34,,,,,10,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",495,,,30,,331,106,22,6
"Ocupantes presentes (017)",1976,,,129,,1337,422,68,20
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",1,1,,,,,,,
"Ocupantes presentes (020)",1,1,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",16,6,1,,,4,3,,2
"Ocupantes presentes (023)",59,21,4,,,19,11,,4
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",3,,,,,,3,,
"Ocupantes presentes (026)",8,,,,,,8,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",8457,6363,748,32,2,242,434,254,382
"Ocupantes presentes (029)",31640,24071,2710,132,8,965,1499,762,1493
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",8234,6213,682,32,2,241,432,252,380
"Ocupantes presentes (032)",30937,23581,2522,132,8,961,1492,752,1489
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",80,57,23,,,,,,
"Ocupantes presentes (035)",243,184,59,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",74,45,29,,,,,,
"Ocupantes presentes (038)",236,145,91,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",58,43,13,,,,,2,
"Ocupantes presentes (041)",195,151,34,,,,,10,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",1,1,,,,,,,
"Ocupantes presentes (047)",1,1,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",8,4,1,,,1,,,2
"Ocupantes presentes (050)",21,9,4,,,4,,,4
"Otro tipo",,,,,,,,,
"Viviendas particulares (052)",2,,,,,,2,,
"Ocupantes presentes (053)",7,,,,,,7,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",30454,4478,5654,1117,17,11948,6147,842,251
"Ocupantes presentes (056)",127506,18703,24334,4890,62,49844,25703,2934,1036
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",29950,4476,5654,1087,17,11614,6037,820,245
"Ocupantes presentes (059)",125491,18691,24334,4761,62,48492,25269,2866,1016
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",495,,,30,,331,106,22,6
"Ocupantes presentes (071)",1976,,,129,,1337,422,68,20
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",8,2,,,,3,3,,
"Ocupantes presentes (077)",38,12,,,,15,11,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (079)",1,,,,,,1,,
"Ocupantes presentes (080)",1,,,,,,1,,
