"CUADRO Nº 5: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia JUNIN (000)",9907,83,2784,3263,2795,982
"Agric., ganadería, caza y silvicultura (001)",4189,42,962,1128,1322,735
"Pesca (002)",1,,,1,,
"Explotación de minas y canteras (003)",126,,57,47,21,1
"Industrias manufactureras (004)",343,2,117,98,93,33
"Suministro de electricidad, gas y agua (005)",36,,,9,27,
"Construcción (006)",389,,115,163,101,10
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",1269,20,346,440,378,85
"Venta, mant.y rep. veh.autom.y motoc. (008)",146,,64,36,40,6
"Comercio al por mayor (009)",53,,10,26,14,3
"Comercio al por menor (010)",1070,20,272,378,324,76
"Hoteles y restaurantes (011)",334,6,85,119,105,19
"Trans., almac. y comunicaciones (012)",708,5,266,271,152,14
"Intermediación financiera (013)",8,,2,2,3,1
"Activid.inmobil., empres. y alquileres (014)",168,,56,73,34,5
"Admin.pub. y defensa; p. segur.soc afil (015)",371,,144,118,107,2
"Enseñanza (016)",622,,101,352,165,4
"Servicios sociales y de salud (017)",162,,37,74,47,4
"Otras activ. serv.comun.soc y personales (018)",231,1,71,85,62,12
"Hogares privados con servicio doméstico (019)",86,5,33,23,21,4
"Actividad economica no especificada (021)",201,,63,61,42,35
"Desocupado (022)",663,2,329,199,115,18
"Hombres (023)",6723,37,1924,2179,1909,674
"Agric., ganadería, caza y silvicultura (024)",3183,23,752,882,983,543
"Pesca (025)",1,,,1,,
"Explotación de minas y canteras (026)",125,,56,47,21,1
"Industrias manufactureras (027)",257,2,89,76,75,15
"Suministro de electricidad, gas y agua (028)",36,,,9,27,
"Construcción (029)",387,,115,162,100,10
"Comerc., rep. veh. autom.,motoc. efect. pers. (030)",557,8,169,167,172,41
"Venta, mant.y rep. veh.autom.y motoc. (031)",137,,60,31,40,6
"Comercio al por mayor (032)",34,,8,14,9,3
"Comercio al por menor (033)",386,8,101,122,123,32
"Hoteles y restaurantes (034)",96,,29,31,31,5
"Trans., almac. y comunicaciones (035)",679,4,246,266,149,14
"Intermediación financiera (036)",3,,,1,1,1
"Activid.inmobil., empres. y alquileres (037)",132,,41,58,28,5
"Admin.pub. y defensa; p. segur.soc afil (038)",234,,68,81,83,2
"Enseñanza (039)",308,,45,164,95,4
"Servicios sociales y de salud (040)",69,,12,36,17,4
"Otras activ. serv.comun.soc y personales (041)",66,,32,18,12,4
