"CUADRO Nº 1: POBLACIÓN TOTAL, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia CANGALLO (000)",34902,21986,1753,478,10708
"Menos de 1 año (001)",687,573,21,6,87
"De 1 a 14 años (002)",12415,10372,484,124,1442
"De 15 a 29 años (003)",7766,4029,265,118,3359
"De 30 a 44 años (004)",5817,2862,484,111,2364
"De 45 a 64 años (005)",4927,2493,359,80,2002
"De 65 y mas años (006)",3290,1657,140,39,1454
"Hombres (008)",16724,10023,926,289,5495
"Menos de 1 año (009)",342,280,11,4,47
"De 1 a 14 años (010)",6323,5232,257,67,770
"De 15 a 29 años (011)",3757,1717,132,85,1824
"De 30 a 44 años (012)",2757,1151,243,71,1294
"De 45 a 64 años (013)",2197,985,201,40,974
"De 65 y mas años (014)",1348,658,82,22,586
"Mujeres (016)",18178,11963,827,189,5213
"Menos de 1 año (017)",345,293,10,2,40
"De 1 a 14 años (018)",6092,5140,227,57,672
"De 15 a 29 años (019)",4009,2312,133,33,1535
"De 30 a 44 años (020)",3060,1711,241,40,1070
"De 45 a 64 años (021)",2730,1508,158,40,1028
"De 65 y mas años (022)",1942,999,58,17,868
,,,,,
"URBANA (024)",12169,6367,1360,192,4266
"Menos de 1 año (025)",246,190,16,3,37
"De 1 a 14 años (026)",4215,3113,388,38,680
"De 15 a 29 años (027)",2828,1192,194,49,1398
"De 30 a 44 años (028)",2264,798,385,50,1033
"De 45 a 64 años (029)",1612,632,282,34,669
"De 65 y mas años (030)",1004,442,95,18,449
"Hombres (032)",5894,2903,695,116,2187
"Menos de 1 año (033)",121,88,10,3,20
"De 1 a 14 años (034)",2177,1593,205,18,363
"De 15 a 29 años (035)",1385,507,88,36,755
"De 30 a 44 años (036)",1079,315,187,32,547
"De 45 a 64 años (037)",740,241,151,16,334
"De 65 y mas años (038)",392,159,54,11,168
"Mujeres (040)",6275,3464,665,76,2079
"Menos de 1 año (041)",125,102,6,,17
"De 1 a 14 años (042)",2038,1520,183,20,317
"De 15 a 29 años (043)",1443,685,106,13,643
"De 30 a 44 años (044)",1185,483,198,18,486
"De 45 a 64 años (045)",872,391,131,18,335
"De 65 y mas años (046)",612,283,41,7,281
,,,,,
"RURAL (048)",22733,15619,393,286,6442
"Menos de 1 año (049)",441,383,5,3,50
"De 1 a 14 años (050)",8200,7259,96,86,762
"De 15 a 29 años (051)",4938,2837,71,69,1961
"De 30 a 44 años (052)",3553,2064,99,61,1331
"De 45 a 64 años (053)",3315,1861,77,46,1333
"De 65 y mas años (054)",2286,1215,45,21,1005
"Hombres (056)",10830,7120,231,173,3308
"Menos de 1 año (057)",221,192,1,1,27
"De 1 a 14 años (058)",4146,3639,52,49,407
"De 15 a 29 años (059)",2372,1210,44,49,1069
"De 30 a 44 años (060)",1678,836,56,39,747
"De 45 a 64 años (061)",1457,744,50,24,640
"De 65 y mas años (062)",956,499,28,11,418
"Mujeres (064)",11903,8499,162,113,3134
"Menos de 1 año (065)",220,191,4,2,23
"De 1 a 14 años (066)",4054,3620,44,37,355
"De 15 a 29 años (067)",2566,1627,27,20,892
"De 30 a 44 años (068)",1875,1228,43,22,584
"De 45 a 64 años (069)",1858,1117,27,22,693
"De 65 y mas años (070)",1330,716,17,10,587
