"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia QUISPICANCHI (000)",76430,37781,4551,2420,31804
"Sin Nivel (001)",15600,9699,424,171,5321
"Educación Inicial (002)",2272,1673,125,56,424
"Primaria (003)",36242,20587,1405,641,13681
"Secundaria (004)",17174,5475,1330,736,9653
"Sup. no Univ. Incompleta (005)",1526,134,165,277,953
"Sup. no Univ. Completa (006)",1391,76,437,196,685
"Sup. Univ. Incompleta (007)",1051,75,154,193,633
"Sup. Univ. Completa (008)",1174,62,511,150,454
"Hombres (010)",38488,17638,2570,1580,16777
"Sin Nivel (011)",4790,3064,164,61,1510
"Educación Inicial (012)",1164,863,62,35,206
"Primaria (013)",18938,10339,709,354,7576
"Secundaria (014)",10523,3194,856,512,5978
"Sup. no Univ. Incompleta (015)",884,66,101,215,503
"Sup. no Univ. Completa (016)",813,30,266,148,372
"Sup. Univ. Incompleta (017)",664,46,103,154,365
"Sup. Univ. Completa (018)",712,36,309,101,267
"Mujeres (020)",37942,20143,1981,840,15027
"Sin Nivel (021)",10810,6635,260,110,3811
"Educación Inicial (022)",1108,810,63,21,218
"Primaria (023)",17304,10248,696,287,6105
"Secundaria (024)",6651,2281,474,224,3675
"Sup. no Univ. Incompleta (025)",642,68,64,62,450
"Sup. no Univ. Completa (026)",578,46,171,48,313
"Sup. Univ. Incompleta (027)",387,29,51,39,268
"Sup. Univ. Completa (028)",462,26,202,49,187
,,,,,
"URBANA (030)",27285,6988,3375,1473,15505
"Sin Nivel (031)",3258,1232,243,81,1708
"Educación Inicial (032)",763,445,80,38,204
"Primaria (033)",9939,3256,897,387,5428
"Secundaria (034)",9403,1843,1077,556,5937
"Sup. no Univ. Incompleta (035)",1034,72,146,83,735
"Sup. no Univ. Completa (036)",1104,49,374,113,570
"Sup. Univ. Incompleta (037)",837,42,141,113,543
"Sup. Univ. Completa (038)",947,49,417,102,380
"Hombres (040)",13743,3198,1869,939,7765
"Sin Nivel (041)",1009,465,90,35,423
"Educación Inicial (042)",402,235,42,23,104
"Primaria (043)",4778,1521,420,211,2635
"Secundaria (044)",5332,882,668,373,3417
"Sup. no Univ. Incompleta (045)",540,30,87,58,366
"Sup. no Univ. Completa (046)",628,16,224,86,304
"Sup. Univ. Incompleta (047)",496,21,92,88,297
"Sup. Univ. Completa (048)",558,28,246,65,219
"Mujeres (050)",13542,3790,1506,534,7740
"Sin Nivel (051)",2249,767,153,46,1285
"Educación Inicial (052)",361,210,38,15,100
"Primaria (053)",5161,1735,477,176,2793
"Secundaria (054)",4071,961,409,183,2520
"Sup. no Univ. Incompleta (055)",494,42,59,25,369
"Sup. no Univ. Completa (056)",476,33,150,27,266
"Sup. Univ. Incompleta (057)",341,21,49,25,246
"Sup. Univ. Completa (058)",389,21,171,37,161
,,,,,
"RURAL (060)",49145,30793,1176,947,16299
"Sin Nivel (061)",12342,8467,181,90,3613
"Educación Inicial (062)",1509,1228,45,18,220
"Primaria (063)",26303,17331,508,254,8253
"Secundaria (064)",7771,3632,253,180,3716
"Sup. no Univ. Incompleta (065)",492,62,19,194,218
"Sup. no Univ. Completa (066)",287,27,63,83,115
"Sup. Univ. Incompleta (067)",214,33,13,80,90
"Sup. Univ. Completa (068)",227,13,94,48,74
"Hombres (070)",24745,14440,701,641,9012
"Sin Nivel (071)",3781,2599,74,26,1087
"Educación Inicial (072)",762,628,20,12,102
"Primaria (073)",14160,8818,289,143,4941
"Secundaria (074)",5191,2312,188,139,2561
"Sup. no Univ. Incompleta (075)",344,36,14,157,137
"Sup. no Univ. Completa (076)",185,14,42,62,68
"Sup. Univ. Incompleta (077)",168,25,11,66,68
"Sup. Univ. Completa (078)",154,8,63,36,48
"Mujeres (080)",24400,16353,475,306,7287
"Sin Nivel (081)",8561,5868,107,64,2526
"Educación Inicial (082)",747,600,25,6,118
"Primaria (083)",12143,8513,219,111,3312
"Secundaria (084)",2580,1320,65,41,1155
"Sup. no Univ. Incompleta (085)",148,26,5,37,81
"Sup. no Univ. Completa (086)",102,13,21,21,47
"Sup. Univ. Incompleta (087)",46,8,2,14,22
"Sup. Univ. Completa (088)",73,5,31,12,26
