"CUADRO Nº 38: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia CANAS (000)",498,209,289
"Sin nivel (001)",17,6,11
"Primaria (003)",170,54,116
"Secundaria (004)",266,129,137
"Superior no univ. incompleta (005)",10,3,7
"Superior no univ. completa (006)",15,6,9
"Superior univ. incompleta (007)",4,2,2
"Superior univ. completa (008)",16,9,7
"De 14 a 29 años (010)",264,149,115
"Sin nivel (011)",4,3,1
"Primaria (013)",52,29,23
"Secundaria (014)",177,100,77
"Superior no univ. incompleta (015)",6,1,5
"Superior no univ. completa (016)",9,5,4
"Superior univ. incompleta (017)",3,2,1
"Superior univ. completa (018)",13,9,4
"De 30 a 44 años (020)",146,49,97
"Sin nivel (021)",4,2,2
"Primaria (023)",63,18,45
"Secundaria (024)",68,27,41
"Superior no univ. incompleta (025)",3,2,1
"Superior no univ. completa (026)",5,,5
"Superior univ. incompleta (027)",1,,1
"Superior univ. completa (028)",2,,2
"De 45 a 64 años (030)",77,11,66
"Sin nivel (031)",5,1,4
"Primaria (033)",49,7,42
"Secundaria (034)",20,2,18
"Superior no univ. incompleta (035)",1,,1
"Superior no univ. completa (036)",1,1,
"Superior univ. completa (038)",1,,1
"De 65 y más años (040)",11,,11
"Sin nivel (041)",4,,4
"Primaria (043)",6,,6
"Secundaria (044)",1,,1
,,,
"AREA URBANA (050)",98,21,77
"Sin nivel (051)",3,1,2
"Primaria (053)",24,2,22
"Secundaria (054)",55,14,41
"Superior no univ. incompleta (055)",3,,3
"Superior no univ. completa (056)",3,1,2
"Superior univ. incompleta (057)",4,2,2
"Superior univ. completa (058)",6,1,5
"De 14 a 29 años (060)",46,15,31
"Primaria (063)",3,2,1
"Secundaria (064)",32,9,23
"Superior no univ. incompleta (065)",2,,2
"Superior no univ. completa (066)",2,1,1
"Superior univ. incompleta (067)",3,2,1
"Superior univ. completa (068)",4,1,3
"De 30 a 44 años (070)",37,6,31
"Sin nivel (071)",3,1,2
"Primaria (073)",12,,12
"Secundaria (074)",19,5,14
"Superior no univ. completa (076)",1,,1
"Superior univ. incompleta (077)",1,,1
"Superior univ. completa (078)",1,,1
"De 45 a 64 años (080)",13,,13
"Primaria (083)",8,,8
"Secundaria (084)",3,,3
"Superior no univ. incompleta (085)",1,,1
"Superior univ. completa (088)",1,,1
"De 65 y más años (090)",2,,2
"Primaria (093)",1,,1
"Secundaria (094)",1,,1
,,,
"AREA RURAL (100)",400,188,212
"Sin nivel (101)",14,5,9
"Primaria (103)",146,52,94
"Secundaria (104)",211,115,96
"Superior no univ. incompleta (105)",7,3,4
"Superior no univ. completa (106)",12,5,7
"Superior univ. completa (108)",10,8,2
"De 14 a 29 años (110)",218,134,84
"Sin nivel (111)",4,3,1
"Primaria (113)",49,27,22
"Secundaria (114)",145,91,54
"Superior no univ. incompleta (115)",4,1,3
"Superior no univ. completa (116)",7,4,3
"Superior univ. completa (118)",9,8,1
"De 30 a 44 años (120)",109,43,66
"Sin nivel (121)",1,1,
"Primaria (123)",51,18,33
"Secundaria (124)",49,22,27
"Superior no univ. incompleta (125)",3,2,1
"Superior no univ. completa (126)",4,,4
"Superior univ. completa (128)",1,,1
"De 45 a 64 años (130)",64,11,53
"Sin nivel (131)",5,1,4
"Primaria (133)",41,7,34
"Secundaria (134)",17,2,15
"Superior no univ. completa (136)",1,1,
"De 65 y más años (140)",9,,9
"Sin nivel (141)",4,,4
"Primaria (143)",5,,5
