"CUADRO Nº 1: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR NÚMERO DE HOGARES, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HOGARES",,,,
,,1,2,3,4,"5 Y MÁS"
,,,,,,
"Provincia SAN MARCOS",,,,,,
"Viviendas particulares (001)",13061,13009,46,6,,
"Ocupantes presentes (002)",49938,49543,325,70,,
"Casa independiente",,,,,,
"Viviendas particulares (004)",12263,12216,41,6,,
"Ocupantes presentes (005)",47108,46751,287,70,,
"Departamento en edificio",,,,,,
"Viviendas particulares (007)",21,21,,,,
"Ocupantes presentes (008)",67,67,,,,
"Vivienda en quinta",,,,,,
"Viviendas particulares (010)",89,85,4,,,
"Ocupantes presentes (011)",304,273,31,,,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (013)",16,15,1,,,
"Ocupantes presentes (014)",55,48,7,,,
"Choza o cabaña",,,,,,
"Viviendas particulares (016)",665,665,,,,
"Ocupantes presentes (017)",2379,2379,,,,
"Vivienda improvisada",,,,,,
"Viviendas particulares (019)",1,1,,,,
"Ocupantes presentes (020)",2,2,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (022)",6,6,,,,
"Ocupantes presentes (023)",23,23,,,,
"Otro tipo",,,,,,
,,,,,,
URBANA,,,,,,
"Viviendas particulares (028)",2690,2654,31,5,,
"Ocupantes presentes (029)",10551,10272,223,56,,
"Casa independiente",,,,,,
"Viviendas particulares (031)",2562,2531,26,5,,
"Ocupantes presentes (032)",10121,9880,185,56,,
"Departamento en edificio",,,,,,
"Viviendas particulares (034)",21,21,,,,
"Ocupantes presentes (035)",67,67,,,,
"Vivienda en quinta",,,,,,
"Viviendas particulares (037)",89,85,4,,,
"Ocupantes presentes (038)",304,273,31,,,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (040)",16,15,1,,,
"Ocupantes presentes (041)",55,48,7,,,
"Choza o cabaña",,,,,,
"Vivienda improvisada",,,,,,
"Viviendas particulares (046)",1,1,,,,
"Ocupantes presentes (047)",2,2,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (049)",1,1,,,,
"Ocupantes presentes (050)",2,2,,,,
"Otro tipo",,,,,,
,,,,,,
RURAL,,,,,,
"Viviendas particulares (055)",10371,10355,15,1,,
"Ocupantes presentes (056)",39387,39271,102,14,,
"Casa independiente",,,,,,
"Viviendas particulares (058)",9701,9685,15,1,,
"Ocupantes presentes (059)",36987,36871,102,14,,
"Departamento en edificio",,,,,,
"Vivienda en quinta",,,,,,
"Vivienda en casa de vecindad",,,,,,
"Choza o cabaña",,,,,,
"Viviendas particulares (070)",665,665,,,,
"Ocupantes presentes (071)",2379,2379,,,,
"Vivienda improvisada",,,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (076)",5,5,,,,
"Ocupantes presentes (077)",21,21,,,,
"Otro tipo",,,,,,
