"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia COTABAMBAS (000)",41486,11487,1346,18729,7988,534,778,132,492
"Jefe o Jefa (001)",11341,3440,19,4713,2191,237,392,60,289
"Esposa(o)/ compa¤era(o) (002)",7580,3666,38,2694,847,80,170,20,65
"Hijo(a)/ hijastro(a) (003)",18652,3227,1127,9730,4240,152,106,32,38
"Yerno/ nuera (004)",306,39,2,108,118,13,14,3,9
"Nieto(a) (005)",922,212,77,512,114,2,5,,
"Padres/ suegros (006)",528,425,,78,20,1,3,,1
"Otro(a) pariente (007)",1770,428,79,769,370,31,43,9,41
"Trabajador(a) del hogar (008)",46,9,1,22,12,1,1,,
"Pensionista (009)",9,,,3,,,1,,5
"Otro(a) no pariente (010)",332,41,3,100,76,17,43,8,44
"Hombres (012)",20876,3964,637,10079,5033,318,459,89,297
"Jefe o Jefa (013)",8620,1847,14,4082,1915,186,319,50,207
"Esposa(o)/ compa¤era(o) (014)",456,96,2,170,127,12,29,5,15
"Hijo(a)/ hijastro(a) (015)",9909,1614,534,4996,2586,81,57,21,20
"Yerno/ nuera (016)",110,10,,35,47,6,7,2,3
"Nieto(a) (017)",484,101,43,263,72,1,4,,
"Padres/ suegros (018)",161,97,,50,10,1,2,,1
"Otro(a) pariente (019)",947,180,41,431,224,17,22,7,25
"Trabajador(a) del hogar (020)",11,3,,2,4,1,1,,
"Pensionista (021)",6,,,3,,,1,,2
"Otro(a) no pariente (022)",172,16,3,47,48,13,17,4,24
"Mujeres (024)",20610,7523,709,8650,2955,216,319,43,195
"Jefe o Jefa (025)",2721,1593,5,631,276,51,73,10,82
"Esposa(o)/ compa¤era(o) (026)",7124,3570,36,2524,720,68,141,15,50
"Hijo(a)/ hijastro(a) (027)",8743,1613,593,4734,1654,71,49,11,18
"Yerno/ nuera (028)",196,29,2,73,71,7,7,1,6
"Nieto(a) (029)",438,111,34,249,42,1,1,,
"Padres/ suegros (030)",367,328,,28,10,,1,,
"Otro(a) pariente (031)",823,248,38,338,146,14,21,2,16
"Trabajador(a) del hogar (032)",35,6,1,20,8,,,,
"Pensionista (033)",3,,,,,,,,3
"Otro(a) no pariente (034)",160,25,,53,28,4,26,4,20
,,,,,,,,,
"URBANA (036)",10732,1732,344,4117,2957,394,652,118,418
"Jefe o Jefa (037)",3058,439,4,952,874,172,315,56,246
"Esposa(o)/ compa¤era(o) (038)",1826,440,8,691,395,62,155,19,56
"Hijo(a)/ hijastro(a) (039)",4422,582,280,1973,1341,106,86,25,29
"Yerno/ nuera (040)",92,5,,18,38,10,13,2,6
"Nieto(a) (041)",211,54,19,94,38,1,5,,
"Padres/ suegros (042)",153,98,,40,11,,3,,1
"Otro(a) pariente (043)",677,93,29,261,185,27,36,9,37
"Trabajador(a) del hogar (044)",35,3,1,17,12,1,1,,
"Pensionista (045)",7,,,3,,,1,,3
"Otro(a) no pariente (046)",251,18,3,68,63,15,37,7,40
"Hombres (048)",5290,571,168,1985,1652,217,366,78,253
