"CUADRO Nº 4: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICION DE ACTIVIDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia HUANCAYO (000)",414076,24148,78822,18267,294244
"Hombres (001)",196096,11136,36691,10435,138690
"Mujeres (002)",217980,13012,42131,7832,155554
"PEA (003)",180744,4392,34164,9309,133789
"Hombres (004)",105217,2255,18381,6226,78973
"Mujeres (005)",75527,2137,15783,3083,54816
"Ocupada (006)",172189,4247,33456,9076,126311
"Hombres (007)",99955,2188,17988,6075,74316
"Mujeres (008)",72234,2059,15468,3001,51995
"Desocupada (009)",8555,145,708,233,7478
"Hombres (010)",5262,67,393,151,4657
"Mujeres (011)",3293,78,315,82,2821
"No PEA (012)",233332,19756,44658,8958,160455
"Hombres (013)",90879,8881,18310,4209,59717
"Mujeres (014)",142453,10875,26348,4749,100738
,,,,,
"URBANA (018)",367022,16742,76208,17422,258022
"Hombres (019)",173249,7624,35343,9969,121148
"Mujeres (020)",193773,9118,40865,7453,136874
"PEA (021)",162430,3445,33171,8981,117729
"Hombres (022)",93028,1702,17681,5973,68276
"Mujeres (023)",69402,1743,15490,3008,49453
"Ocupada (024)",154623,3316,32481,8753,110960
"Hombres (025)",88321,1645,17296,5826,64152
"Mujeres (026)",66302,1671,15185,2927,46808
"Desocupada (027)",7807,129,690,228,6769
"Hombres (028)",4707,57,385,147,4124
"Mujeres (029)",3100,72,305,81,2645
"No PEA (030)",204592,13297,43037,8441,140293
"Hombres (031)",80221,5922,17662,3996,52872
"Mujeres (032)",124371,7375,25375,4445,87421
,,,,,
"RURAL (036)",47054,7406,2614,845,36222
"Hombres (037)",22847,3512,1348,466,17542
"Mujeres (038)",24207,3894,1266,379,18680
"PEA (039)",18314,947,993,328,16060
"Hombres (040)",12189,553,700,253,10697
"Mujeres (041)",6125,394,293,75,5363
"Ocupada (042)",17566,931,975,323,15351
"Hombres (043)",11634,543,692,249,10164
"Mujeres (044)",5932,388,283,74,5187
"Desocupada (045)",748,16,18,5,709
"Hombres (046)",555,10,8,4,533
"Mujeres (047)",193,6,10,1,176
"No PEA (048)",28740,6459,1621,517,20162
"Hombres (049)",10658,2959,648,213,6845
"Mujeres (050)",18082,3500,973,304,13317
