"CUADRO Nº 35: POBLACIÓN DESOCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"12 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia VICTOR FAJARDO (000)",317,5,145,89,62,16
"Conviviente (001)",53,,30,19,4,
"Separado(a) (002)",8,,2,2,3,1
"Casado(a) (003)",132,,16,54,50,12
"Viudo(a) (004)",9,,,2,4,3
"Soltero(a) (006)",115,5,97,12,1,
"Hombres (008)",226,1,90,65,56,14
"Conviviente (009)",37,,20,13,4,
"Separado(a) (010)",5,,1,,3,1
"Casado(a) (011)",109,,11,42,46,10
"Viudo(a) (012)",6,,,1,2,3
"Soltero(a) (014)",69,1,58,9,1,
"Mujeres (016)",91,4,55,24,6,2
"Conviviente (017)",16,,10,6,,
"Separado(a) (018)",3,,1,2,,
"Casado(a) (019)",23,,5,12,4,2
"Viudo(a) (020)",3,,,1,2,
"Soltero(a) (022)",46,4,39,3,,
,,,,,,
"AREA URBANA (024)",235,1,106,75,41,12
"Conviviente (025)",45,,24,17,4,
"Separado(a) (026)",7,,2,1,3,1
"Casado(a) (027)",94,,11,44,30,9
"Viudo(a) (028)",7,,,2,3,2
"Soltero(a) (030)",82,1,69,11,1,
"Hombres (032)",176,,74,56,35,11
"Conviviente (033)",33,,18,11,4,
"Separado(a) (034)",5,,1,,3,1
"Casado(a) (035)",77,,8,35,26,8
"Viudo(a) (036)",4,,,1,1,2
"Soltero(a) (038)",57,,47,9,1,
"Mujeres (040)",59,1,32,19,6,1
"Conviviente (041)",12,,6,6,,
"Separado(a) (042)",2,,1,1,,
"Casado(a) (043)",17,,3,9,4,1
"Viudo(a) (044)",3,,,1,2,
"Soltero(a) (046)",25,1,22,2,,
,,,,,,
"AREA RURAL (048)",82,4,39,14,21,4
"Conviviente (049)",8,,6,2,,
"Separado(a) (050)",1,,,1,,
"Casado(a) (051)",38,,5,10,20,3
"Viudo(a) (052)",2,,,,1,1
"Soltero(a) (054)",33,4,28,1,,
"Hombres (056)",50,1,16,9,21,3
"Conviviente (057)",4,,2,2,,
"Casado(a) (059)",32,,3,7,20,2
"Viudo(a) (060)",2,,,,1,1
"Soltero(a) (062)",12,1,11,,,
"Mujeres (064)",32,3,23,5,,1
"Conviviente (065)",4,,4,,,
"Separado(a) (066)",1,,,1,,
"Casado(a) (067)",6,,2,3,,1
"Soltero(a) (070)",21,3,17,1,,
