"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia MANU (000)",17049,2109,543,5492,6457,894,728,373,453
"Jefe o Jefa (001)",4879,405,17,1327,1960,393,328,200,249
"Esposa(o)/ compa¤era(o) (002)",2476,359,23,832,908,114,129,51,60
"Hijo(a)/ hijastro(a) (003)",4876,947,432,2065,1217,120,50,27,18
"Yerno/ nuera (004)",116,4,,16,72,14,2,3,5
"Nieto(a) (005)",142,41,28,45,22,3,,2,1
"Padres/ suegros (006)",105,47,,34,12,,5,4,3
"Otro(a) pariente (007)",1427,155,27,459,597,78,50,28,33
"Trabajador(a) del hogar (008)",173,4,,58,96,8,4,1,2
"Pensionista (009)",35,,,9,18,,3,2,3
"Otro(a) no pariente (010)",2820,147,16,647,1555,164,157,55,79
"Hombres (012)",9620,960,257,2880,3968,583,419,259,294
"Jefe o Jefa (013)",3459,255,7,930,1419,289,206,167,186
"Esposa(o)/ compa¤era(o) (014)",321,9,,75,170,21,19,10,17
"Hijo(a)/ hijastro(a) (015)",2588,479,214,1067,682,89,33,15,9
"Yerno/ nuera (016)",54,,,4,33,13,,3,1
"Nieto(a) (017)",78,20,15,27,13,2,,1,
"Padres/ suegros (018)",53,16,,16,10,,5,3,3
"Otro(a) pariente (019)",849,67,12,263,391,58,26,15,17
"Trabajador(a) del hogar (020)",51,1,,14,26,6,2,1,1
"Pensionista (021)",20,,,2,11,,3,1,3
"Otro(a) no pariente (022)",2147,113,9,482,1213,105,125,43,57
"Mujeres (024)",7429,1149,286,2612,2489,311,309,114,159
"Jefe o Jefa (025)",1420,150,10,397,541,104,122,33,63
"Esposa(o)/ compa¤era(o) (026)",2155,350,23,757,738,93,110,41,43
"Hijo(a)/ hijastro(a) (027)",2288,468,218,998,535,31,17,12,9
"Yerno/ nuera (028)",62,4,,12,39,1,2,,4
"Nieto(a) (029)",64,21,13,18,9,1,,1,1
"Padres/ suegros (030)",52,31,,18,2,,,1,
"Otro(a) pariente (031)",578,88,15,196,206,20,24,13,16
"Trabajador(a) del hogar (032)",122,3,,44,70,2,2,,1
"Pensionista (033)",15,,,7,7,,,1,
"Otro(a) no pariente (034)",673,34,7,165,342,59,32,12,22
,,,,,,,,,
"URBANA (036)",6458,703,207,1998,2395,403,330,178,244
"Jefe o Jefa (037)",1955,108,2,436,799,208,150,110,142
"Esposa(o)/ compa¤era(o) (038)",959,107,1,305,354,55,80,24,33
"Hijo(a)/ hijastro(a) (039)",2166,370,175,927,603,55,18,9,9
"Yerno/ nuera (040)",40,,,5,27,4,1,1,2
"Nieto(a) (041)",64,15,15,18,13,1,,1,1
"Padres/ suegros (042)",51,27,,13,6,,1,1,3
"Otro(a) pariente (043)",544,46,11,162,252,24,20,10,19
"Trabajador(a) del hogar (044)",57,1,,10,40,2,2,,2
"Pensionista (045)",14,,,6,5,,1,1,1
"Otro(a) no pariente (046)",608,29,3,116,296,54,57,21,32
"Hombres (048)",3284,302,100,914,1299,235,169,120,145
