"CUADRO Nº 1: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR NÚMERO DE HOGARES, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HOGARES",,,,
,,1,2,3,4,"5 Y MÁS"
,,,,,,
"Provincia VILCAS HUAMAN",,,,,,
"Viviendas particulares (001)",7073,7055,17,1,,
"Ocupantes presentes (002)",23154,22999,135,20,,
"Casa independiente",,,,,,
"Viviendas particulares (004)",6885,6869,15,1,,
"Ocupantes presentes (005)",22590,22460,110,20,,
"Departamento en edificio",,,,,,
"Vivienda en quinta",,,,,,
"Viviendas particulares (010)",26,24,2,,,
"Ocupantes presentes (011)",100,75,25,,,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (013)",10,10,,,,
"Ocupantes presentes (014)",27,27,,,,
"Choza o cabaña",,,,,,
"Viviendas particulares (016)",147,147,,,,
"Ocupantes presentes (017)",432,432,,,,
"Vivienda improvisada",,,,,,
"Viviendas particulares (019)",3,3,,,,
"Ocupantes presentes (020)",3,3,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (022)",1,1,,,,
"Ocupantes presentes (023)",1,1,,,,
"Otro tipo",,,,,,
"Viviendas particulares (025)",1,1,,,,
"Ocupantes presentes (026)",1,1,,,,
,,,,,,
URBANA,,,,,,
"Viviendas particulares (028)",2208,2196,11,1,,
"Ocupantes presentes (029)",7056,6942,94,20,,
"Casa independiente",,,,,,
"Viviendas particulares (031)",2168,2158,9,1,,
"Ocupantes presentes (032)",6925,6836,69,20,,
"Departamento en edificio",,,,,,
"Vivienda en quinta",,,,,,
"Viviendas particulares (037)",26,24,2,,,
"Ocupantes presentes (038)",100,75,25,,,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (040)",10,10,,,,
"Ocupantes presentes (041)",27,27,,,,
"Choza o cabaña",,,,,,
"Vivienda improvisada",,,,,,
"Viviendas particulares (046)",3,3,,,,
"Ocupantes presentes (047)",3,3,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (049)",1,1,,,,
"Ocupantes presentes (050)",1,1,,,,
"Otro tipo",,,,,,
,,,,,,
RURAL,,,,,,
"Viviendas particulares (055)",4865,4859,6,,,
"Ocupantes presentes (056)",16098,16057,41,,,
"Casa independiente",,,,,,
"Viviendas particulares (058)",4717,4711,6,,,
"Ocupantes presentes (059)",15665,15624,41,,,
"Departamento en edificio",,,,,,
"Vivienda en quinta",,,,,,
"Vivienda en casa de vecindad",,,,,,
"Choza o cabaña",,,,,,
"Viviendas particulares (070)",147,147,,,,
"Ocupantes presentes (071)",432,432,,,,
"Vivienda improvisada",,,,,,
"Local no dest.para hab. humana",,,,,,
"Otro tipo",,,,,,
"Viviendas particulares (079)",1,1,,,,
"Ocupantes presentes (080)",1,1,,,,
