"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
,,,,,,,,,,,,
"Provincia PAUCARTAMBO (000)",15183,27,387,108,101,660,7768,643,526,4709,43,211
"Agric., ganadería, caza y silvicultura (001)",11616,,,5,1,,7765,2,8,3835,,
"Pesca (002)",3,,,,,,3,,,,,
"Explotación de minas y canteras (003)",24,,,,,,,9,,15,,
"Industrias manufactureras (004)",619,,,1,,,,578,38,2,,
"Suministro de electricidad, gas y agua (005)",14,,,1,2,,,4,,7,,
"Construcción (006)",519,,2,6,1,,,10,302,198,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",654,,1,6,4,495,,34,1,113,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",32,,,,,7,,24,1,,,
"Comercio al por mayor (009)",13,,,,1,11,,,,1,,
"Comercio al por menor (010)",609,,1,6,3,477,,10,,112,,
"Hoteles y restaurantes (011)",261,1,1,6,2,138,,,,113,,
"Trans., almac. y comunicaciones (012)",211,,1,3,1,16,,1,145,44,,
"Intermediación financiera (013)",1,,1,,,,,,,,,
"Activid.inmobil., empres. y alquileres (014)",37,,9,5,10,1,,,3,9,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",357,22,12,10,55,2,,4,16,193,43,
"Enseñanza (016)",329,2,318,,4,,,,,5,,
