"CUADRO Nº 2: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR VARIEDAD DE ARTEFACTOS Y EQUIPOS QUE POSEE, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,
,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"ARTEFACTOS Y EQUIPOS QUE POSEE EL HOGAR",,,,,,
,,RADIO,"TELEVISOR A COLOR","EQUIPO DE SONIDO","LAVADORA DE ROPA","REFRIGERADORA O CONGELADORA",COMPUTADORA,NINGUNO
,,,,,,,,
"Provincia LIMA",,,,,,,,
"Hogares (001)",1860569,1444787,1628762,904396,604356,1125463,520327,109820
"Ocupantes presentes (002)",7531233,5945994,6772213,3847904,2554392,4810885,2205579,348129
"Casa independiente",,,,,,,,
"Hogares (004)",1473317,1136022,1279168,680267,427161,866813,364375,91812
"Ocupantes presentes (005)",6224018,4889115,5564487,3052301,1920957,3900764,1653231,301048
"Departamento en edificio",,,,,,,,
"Hogares (007)",260812,218636,247137,175124,150728,203231,136276,6769
"Ocupantes presentes (008)",865168,734265,830107,606656,527089,695487,474781,17879
"Vivienda en quinta",,,,,,,,
"Hogares (010)",58321,44920,52540,29851,19975,35620,14328,2715
"Ocupantes presentes (011)",205882,161163,190876,114715,79646,135424,57249,7150
"Vivienda en casa de vecindad",,,,,,,,
"Hogares (013)",24253,16954,20526,9328,4197,10405,3103,1752
"Ocupantes presentes (014)",85595,61429,75587,36191,17530,41431,12504,4593
"Choza o cabaña",,,,,,,,
"Hogares (016)",177,95,36,6,,8,1,72
"Ocupantes presentes (017)",500,286,121,19,,22,1,181
"Vivienda improvisada",,,,,,,,
"Hogares (019)",33599,21369,21306,6157,834,5447,565,5575
"Ocupantes presentes (020)",118837,77876,84651,25430,3628,23345,2325,14677
"Local no dest.para hab. humana",,,,,,,,
"Hogares (022)",4411,3007,3228,1186,468,1557,754,599
"Ocupantes presentes (023)",13080,9343,10439,4095,1822,5578,2240,1247
"Otro tipo",,,,,,,,
"Hogares (025)",5679,3784,4821,2477,993,2382,925,526
"Ocupantes presentes (026)",18153,12517,15945,8497,3720,8834,3248,1354
,,,,,,,,
URBANA,,,,,,,,
"Hogares (028)",1857816,1442937,1627418,904116,604296,1125049,520272,109207
"Ocupantes presentes (029)",7521549,5939290,6766909,3846723,2554147,4809165,2205367,346332
"Casa independiente",,,,,,,,
"Hogares (031)",1470758,1134275,1277868,679995,427101,866410,364322,91277
"Ocupantes presentes (032)",6214886,4882717,5559328,3051145,1920712,3899076,1653021,299454
"Departamento en edificio",,,,,,,,
"Hogares (034)",260812,218636,247137,175124,150728,203231,136276,6769
"Ocupantes presentes (035)",865168,734265,830107,606656,527089,695487,474781,17879
"Vivienda en quinta",,,,,,,,
"Hogares (037)",58321,44920,52540,29851,19975,35620,14328,2715
"Ocupantes presentes (038)",205882,161163,190876,114715,79646,135424,57249,7150
"Vivienda en casa de vecindad",,,,,,,,
"Hogares (040)",24253,16954,20526,9328,4197,10405,3103,1752
"Ocupantes presentes (041)",85595,61429,75587,36191,17530,41431,12504,4593
"Choza o cabaña",,,,,,,,
"Vivienda improvisada",,,,,,,,
"Hogares (046)",33599,21369,21306,6157,834,5447,565,5575
"Ocupantes presentes (047)",118837,77876,84651,25430,3628,23345,2325,14677
"Local no dest.para hab. humana",,,,,,,,
"Hogares (049)",4396,3000,3220,1184,468,1554,753,594
"Ocupantes presentes (050)",13030,9324,10415,4089,1822,5568,2239,1226
"Otro tipo",,,,,,,,
"Hogares (052)",5677,3783,4821,2477,993,2382,925,525
"Ocupantes presentes (053)",18151,12516,15945,8497,3720,8834,3248,1353
,,,,,,,,
RURAL,,,,,,,,
"Hogares (055)",2753,1850,1344,280,60,414,55,613
"Ocupantes presentes (056)",9684,6704,5304,1181,245,1720,212,1797
"Casa independiente",,,,,,,,
"Hogares (058)",2559,1747,1300,272,60,403,53,535
"Ocupantes presentes (059)",9132,6398,5159,1156,245,1688,210,1594
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Choza o cabaña",,,,,,,,
"Hogares (070)",177,95,36,6,,8,1,72
"Ocupantes presentes (071)",500,286,121,19,,22,1,181
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Hogares (076)",15,7,8,2,,3,1,5
"Ocupantes presentes (077)",50,19,24,6,,10,1,21
"Otro tipo",,,,,,,,
"Hogares (079)",2,1,,,,,,1
"Ocupantes presentes (080)",2,1,,,,,,1
