"CUADRO Nº 1: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 14 AÑOS","15 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia JAEN (000)",171790,8170,45400,35970,27060,22171,14977,8977,9065
"Quechua (001)",1126,36,246,189,167,167,123,97,101
"Aymara (002)",40,,12,7,7,7,1,5,1
"Ashaninca (003)",17,1,5,2,5,,2,,2
"Otra lengua nativa (004)",191,4,30,80,31,19,12,6,9
"Castellano (005)",169909,8120,45030,35620,26790,21852,14765,8826,8906
"Idioma extranjero (006)",10,1,,,1,4,1,2,1
"Es sordomudo/a (007)",497,8,77,72,59,122,73,41,45
"Hombres (009)",88020,4231,23275,18361,13571,11128,7747,4782,4925
"Quechua (010)",566,15,110,99,86,83,69,53,51
"Aymara (011)",12,,2,2,2,5,,1,
"Ashaninca (012)",7,,,1,3,,1,,2
"Otra lengua nativa (013)",96,,13,43,19,6,6,4,5
"Castellano (014)",87080,4213,23107,18180,13432,10965,7629,4707,4847
"Idioma extranjero (015)",7,,,,1,3,1,2,
"Es sordomudo/a (016)",252,3,43,36,28,66,41,15,20
"Mujeres (018)",83770,3939,22125,17609,13489,11043,7230,4195,4140
"Quechua (019)",560,21,136,90,81,84,54,44,50
"Aymara (020)",28,,10,5,5,2,1,4,1
"Ashaninca (021)",10,1,5,1,2,,1,,
"Otra lengua nativa (022)",95,4,17,37,12,13,6,2,4
"Castellano (023)",82829,3907,21923,17440,13358,10887,7136,4119,4059
"Idioma extranjero (024)",3,1,,,,1,,,1
"Es sordomudo/a (025)",245,5,34,36,31,56,32,26,25
,,,,,,,,,
"URBANA (027)",86543,3526,20185,19358,14526,12236,8009,4497,4206
"Quechua (028)",340,4,76,74,55,43,38,22,28
"Aymara (029)",28,,9,7,4,5,1,2,
"Ashaninca (030)",14,1,4,2,5,,2,,
"Otra lengua nativa (031)",165,1,27,73,24,18,11,4,7
"Castellano (032)",85863,3517,20042,19176,14425,12141,7942,4460,4160
"Idioma extranjero (033)",9,1,,,1,4,1,1,1
"Es sordomudo/a (034)",124,2,27,26,12,25,14,8,10
"Hombres (036)",42961,1816,10208,9370,6936,5946,4090,2357,2238
"Quechua (037)",174,2,29,36,28,27,24,10,18
"Aymara (038)",9,,2,2,2,3,,,
"Ashaninca (039)",5,,,1,3,,1,,
"Otra lengua nativa (040)",81,,13,39,14,5,5,2,3
"Castellano (041)",42626,1813,10150,9278,6884,5895,4050,2343,2213
"Idioma extranjero (042)",6,,,,1,3,1,1,
"Es sordomudo/a (043)",60,1,14,14,4,13,9,1,4
"Mujeres (045)",43582,1710,9977,9988,7590,6290,3919,2140,1968
"Quechua (046)",166,2,47,38,27,16,14,12,10
"Aymara (047)",19,,7,5,2,2,1,2,
"Ashaninca (048)",9,1,4,1,2,,1,,
"Otra lengua nativa (049)",84,1,14,34,10,13,6,2,4
"Castellano (050)",43237,1704,9892,9898,7541,6246,3892,2117,1947
"Idioma extranjero (051)",3,1,,,,1,,,1
"Es sordomudo/a (052)",64,1,13,12,8,12,5,7,6
,,,,,,,,,
"RURAL (054)",85247,4644,25215,16612,12534,9935,6968,4480,4859
"Quechua (055)",786,32,170,115,112,124,85,75,73
"Aymara (056)",12,,3,,3,2,,3,1
"Ashaninca (057)",3,,1,,,,,,2
"Otra lengua nativa (058)",26,3,3,7,7,1,1,2,2
"Castellano (059)",84046,4603,24988,16444,12365,9711,6823,4366,4746
"Idioma extranjero (060)",1,,,,,,,1,
"Es sordomudo/a (061)",373,6,50,46,47,97,59,33,35
"Hombres (063)",45059,2415,13067,8991,6635,5182,3657,2425,2687
"Quechua (064)",392,13,81,63,58,56,45,43,33
"Aymara (065)",3,,,,,2,,1,
"Ashaninca (066)",2,,,,,,,,2
"Otra lengua nativa (067)",15,,,4,5,1,1,2,2
"Castellano (068)",44454,2400,12957,8902,6548,5070,3579,2364,2634
"Idioma extranjero (069)",1,,,,,,,1,
"Es sordomudo/a (070)",192,2,29,22,24,53,32,14,16
"Mujeres (072)",40188,2229,12148,7621,5899,4753,3311,2055,2172
"Quechua (073)",394,19,89,52,54,68,40,32,40
"Aymara (074)",9,,3,,3,,,2,1
"Ashaninca (075)",1,,1,,,,,,
"Otra lengua nativa (076)",11,3,3,3,2,,,,
"Castellano (077)",39592,2203,12031,7542,5817,4641,3244,2002,2112
"Es sordomudo/a (079)",181,4,21,24,23,44,27,19,19
