"CUADRO Nº 9: POBLACIÓN DE 3 A 24 AÑOS DE EDAD, POR CONDICIÓN DE ALFABETISMO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD NORMATIVA DE ESTUDIOS",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y EDAD NORMATIVA DE ESTUDIOS",TOTAL,"CONDICIÓN DE ALFABETISMO",
,,"SABE LEER Y ESCRIBIR","NO SABE LEER NI ESCRIBIR"
,,,
"Provincia LEONCIO PRADO (000)",55419,45942,9477
"De 3 a 5 años (001)",7590,543,7047
"De 6 a 11 años (002)",15488,13811,1677
"De 12 a 16 años (003)",13619,13408,211
"De 17 a 24 años (004)",18722,18180,542
"Hombres (005)",28903,24056,4847
"De 3 a 5 años (006)",3916,290,3626
"De 6 a 11 años (007)",8045,7133,912
"De 12 a 16 años (008)",7035,6924,111
"De 17 a 24 años (009)",9907,9709,198
"Mujeres (010)",26516,21886,4630
"De 3 a 5 años (011)",3674,253,3421
"De 6 a 11 años (012)",7443,6678,765
"De 12 a 16 años (013)",6584,6484,100
"De 17 a 24 años (014)",8815,8471,344
,,,
"URBANA (015)",31939,27505,4434
"De 3 a 5 años (016)",3963,355,3608
"De 6 a 11 años (017)",8422,7805,617
"De 12 a 16 años (018)",8125,8053,72
"De 17 a 24 años (019)",11429,11292,137
"Hombres (020)",16225,13929,2296
"De 3 a 5 años (021)",2075,189,1886
"De 6 a 11 años (022)",4264,3942,322
"De 12 a 16 años (023)",4045,4015,30
"De 17 a 24 años (024)",5841,5783,58
"Mujeres (025)",15714,13576,2138
"De 3 a 5 años (026)",1888,166,1722
"De 6 a 11 años (027)",4158,3863,295
"De 12 a 16 años (028)",4080,4038,42
"De 17 a 24 años (029)",5588,5509,79
,,,
"RURAL (030)",23480,18437,5043
"De 3 a 5 años (031)",3627,188,3439
"De 6 a 11 años (032)",7066,6006,1060
"De 12 a 16 años (033)",5494,5355,139
"De 17 a 24 años (034)",7293,6888,405
"Hombres (035)",12678,10127,2551
"De 3 a 5 años (036)",1841,101,1740
"De 6 a 11 años (037)",3781,3191,590
"De 12 a 16 años (038)",2990,2909,81
"De 17 a 24 años (039)",4066,3926,140
"Mujeres (040)",10802,8310,2492
"De 3 a 5 años (041)",1786,87,1699
"De 6 a 11 años (042)",3285,2815,470
"De 12 a 16 años (043)",2504,2446,58
"De 17 a 24 años (044)",3227,2962,265
