"CUADRO Nº 12: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE SI DISPONEN DEL SERVICIO DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA POTABLE",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia NAZCA",,,,,,,,,
"Viviendas particulares (001)",9828,6252,2138,383,121,103,5,11,815
"Ocupantes presentes (002)",36357,23928,7352,1340,431,415,15,45,2831
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",9283,5876,2050,364,116,101,5,9,762
"Ocupantes presentes (005)",34840,22863,7101,1291,422,409,15,41,2698
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",106,57,26,5,,,,,18
"Ocupantes presentes (008)",329,186,91,11,,,,,41
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",233,194,20,3,3,,,,13
"Ocupantes presentes (011)",609,517,52,6,5,,,,29
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",148,92,28,8,,,,2,18
"Ocupantes presentes (014)",394,254,69,24,,,,4,43
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",4,,,,2,,,,2
"Ocupantes presentes (017)",12,,,,4,,,,8
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",32,20,8,2,,2,,,
"Ocupantes presentes (020)",114,77,26,5,,6,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",22,13,6,1,,,,,2
"Ocupantes presentes (023)",59,31,13,3,,,,,12
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",8987,6063,2057,343,84,79,3,8,350
"Ocupantes presentes (029)",33395,23205,7127,1203,300,311,7,34,1208
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",8447,5687,1969,324,81,77,3,6,300
"Ocupantes presentes (032)",31896,22140,6876,1154,295,305,7,30,1089
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",106,57,26,5,,,,,18
"Ocupantes presentes (035)",329,186,91,11,,,,,41
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",233,194,20,3,3,,,,13
"Ocupantes presentes (038)",609,517,52,6,5,,,,29
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",148,92,28,8,,,,2,18
"Ocupantes presentes (041)",394,254,69,24,,,,4,43
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",32,20,8,2,,2,,,
"Ocupantes presentes (047)",114,77,26,5,,6,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",21,13,6,1,,,,,1
"Ocupantes presentes (050)",53,31,13,3,,,,,6
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",841,189,81,40,37,24,2,3,465
"Ocupantes presentes (056)",2962,723,225,137,131,104,8,11,1623
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",836,189,81,40,35,24,2,3,462
"Ocupantes presentes (059)",2944,723,225,137,127,104,8,11,1609
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",4,,,,2,,,,2
"Ocupantes presentes (071)",12,,,,4,,,,8
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",1,,,,,,,,1
"Ocupantes presentes (077)",6,,,,,,,,6
"Otro tipo",,,,,,,,,
